gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
4661-c,1459877942705,1,closer,distr2,256,51,50,2,3,target,278,30,50,1,2,distr1,291,87,50,3,1,15,13,18,false
4661-c,1459877956211,2,further,distr1,50,58,50,3,1,distr2,321,55,50,1,3,target,72,87,50,2,2,19,86,66,false
4661-c,1459877975480,3,further,target,75,63,50,1,1,distr2,232,8,50,2,3,distr1,63,25,50,3,2,17,46,33,true
4661-c,1459877992268,4,further,distr2,40,76,50,1,2,target,291,56,50,3,1,distr1,279,61,50,2,3,6,66,68,false
4661-c,1459878012439,5,closer,target,177,33,50,2,1,distr1,171,13,50,1,3,distr2,97,19,50,3,2,11,19,15,true
4661-c,1459878026007,6,equal,target,14,55,50,3,2,distr1,36,74,50,2,1,distr2,69,72,50,1,3,25,54,31,true
4661-c,1459878048323,7,closer,target,230,13,50,3,1,distr2,195,3,50,1,2,distr1,304,6,50,2,3,11,13,14,true
4661-c,1459878056808,8,equal,target,51,77,50,3,2,distr2,214,91,50,2,3,distr1,261,1,50,1,1,37,71,29,true
4661-c,1459878083958,9,further,distr1,49,36,50,3,2,distr2,223,83,50,1,1,target,58,13,50,2,3,12,53,65,false
4661-c,1459878097443,10,equal,target,355,6,50,1,3,distr2,5,48,50,2,2,distr1,202,63,50,3,1,29,22,49,true
4661-c,1459878119485,11,further,target,285,85,50,1,3,distr2,23,23,50,3,2,distr1,304,77,50,2,1,10,41,39,true
4661-c,1459878135215,12,closer,target,130,21,50,2,2,distr1,73,20,50,1,1,distr2,168,34,50,3,3,10,12,19,true
4661-c,1459878142794,13,equal,target,124,25,50,2,1,distr2,7,98,50,3,3,distr1,319,65,50,1,2,73,62,35,true
4661-c,1459878168684,14,closer,target,43,12,50,3,3,distr1,188,15,50,2,1,distr2,89,2,50,1,2,18,9,11,true
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
1168-a,1459882086091,1,equal,distr2,78,88,50,1,1,target,136,10,50,3,3,distr1,293,12,50,2,2,29,35,64,false
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
2364-d,1459884390096,1,closer,target,328,35,50,2,1,distr2,310,31,50,1,2,distr1,283,24,50,3,3,11,6,7,true
2364-d,1459884401863,2,equal,target,126,7,50,2,1,distr2,280,99,50,1,2,distr1,147,64,50,3,3,26,40,61,true
2364-d,1459884416125,3,equal,target,359,59,50,2,1,distr1,245,27,50,1,2,distr2,189,44,50,3,3,36,64,33,true
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
7871-d,1459883269242,1,further,target,90,79,50,3,3,distr1,116,87,50,1,1,distr2,125,22,50,2,2,6,25,26,true
7871-d,1459883281399,2,equal,target,170,72,50,1,3,distr1,93,66,50,2,1,distr2,21,18,50,3,2,24,42,41,true
7871-d,1459883290368,3,equal,target,9,43,50,2,2,distr1,293,2,50,1,1,distr2,86,19,50,3,3,23,40,26,true
7871-d,1459883298553,4,equal,target,7,86,50,3,2,distr2,184,57,50,1,1,distr1,118,5,50,2,3,40,58,24,true
7871-d,1459883315425,5,closer,target,146,21,50,1,3,distr2,151,67,50,2,2,distr1,95,24,50,3,1,10,19,18,true
7871-d,1459883339997,6,equal,target,319,12,50,2,1,distr1,48,75,50,1,3,distr2,133,87,50,3,2,48,64,33,true
7871-d,1459883355202,7,further,target,165,35,50,3,3,distr2,189,89,50,1,1,distr1,109,42,50,2,2,19,22,42,true
7871-d,1459883413776,8,further,target,114,30,50,3,3,distr2,63,69,50,1,2,distr1,151,35,50,2,1,9,24,29,true
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
7991-e,1459891070253,1,further,target,13,94,50,3,3,distr2,321,37,50,1,1,distr1,17,33,50,2,2,17,35,27,true
7991-e,1459891098731,2,further,target,116,35,50,1,1,distr2,182,71,50,3,2,distr1,70,40,50,2,3,13,30,35,true
7991-e,1459891143636,3,closer,target,124,48,50,3,3,distr2,125,38,50,2,2,distr1,168,56,50,1,1,18,5,17,true
7991-e,1459891164810,4,further,target,9,13,50,1,3,distr1,337,37,50,2,2,distr2,359,73,50,3,1,18,23,22,true
7991-e,1459891182804,5,equal,target,159,72,50,3,3,distr2,249,54,50,1,1,distr1,29,26,50,2,2,41,63,47,true
7991-e,1459891210711,6,further,distr1,101,31,50,2,2,target,156,85,50,3,1,distr2,221,41,50,1,3,19,55,51,false
7991-e,1459891245469,7,equal,target,217,46,50,2,2,distr1,190,86,50,3,1,distr2,103,16,50,1,3,31,41,35,true
7991-e,1459891282426,8,further,target,79,28,50,1,1,distr2,120,2,50,3,3,distr1,163,44,50,2,2,19,21,24,true
7991-e,1459891322490,9,further,target,263,43,50,1,3,distr2,11,21,50,3,1,distr1,248,67,50,2,2,11,32,39,true
7991-e,1459891372772,10,closer,target,36,67,50,3,1,distr2,38,48,50,1,3,distr1,52,73,50,2,2,19,6,18,true
7991-e,1459891420298,11,closer,distr2,286,34,50,2,1,target,271,20,50,1,2,distr1,297,50,50,3,3,15,9,7,false
7991-e,1459891453690,12,further,target,268,1,50,3,1,distr1,305,12,50,1,3,distr2,39,82,50,2,2,16,33,45,true
7991-e,1459891489220,13,closer,target,309,3,50,3,2,distr2,291,16,50,2,1,distr1,261,16,50,1,3,14,15,6,true
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
9378-9,1459890509616,1,further,target,276,53,50,3,2,distr1,289,69,50,2,1,distr2,207,64,50,1,3,7,33,38,true
9378-9,1459890539923,2,further,target,277,70,50,3,1,distr2,0,59,50,1,2,distr1,238,93,50,2,3,14,37,44,true
9378-9,1459890557414,3,equal,target,343,56,50,1,2,distr2,72,40,50,3,3,distr1,72,3,50,2,1,32,62,25,true
9378-9,1459890571028,4,closer,target,52,1,50,1,1,distr1,56,14,50,3,2,distr2,176,12,50,2,3,14,13,16,true
9378-9,1459890622296,5,closer,target,92,53,50,3,3,distr2,75,50,50,1,2,distr1,78,18,50,2,1,18,6,16,true
9378-9,1459890648220,6,closer,target,225,32,50,1,1,distr1,194,17,50,3,2,distr2,198,31,50,2,3,19,18,6,true
9378-9,1459890666650,7,closer,target,67,99,50,1,2,distr1,55,68,50,3,1,distr2,72,89,50,2,3,14,5,14,true
9378-9,1459890682988,8,closer,target,262,40,50,2,2,distr2,250,53,50,1,1,distr1,228,51,50,3,3,11,7,10,true
9378-9,1459890697354,9,equal,target,211,91,50,1,3,distr1,163,57,50,3,2,distr2,358,12,50,2,1,46,32,46,true
9378-9,1459890711431,10,further,target,160,13,50,3,2,distr1,201,28,50,1,3,distr2,336,59,50,2,1,16,49,45,true
9378-9,1459890729864,11,further,target,201,51,50,3,3,distr2,116,43,50,2,2,distr1,219,25,50,1,1,15,47,48,true
9378-9,1459890753081,12,closer,target,330,70,50,2,3,distr2,311,43,50,1,1,distr1,340,24,50,3,2,13,11,14,true
9378-9,1459890769187,13,further,target,138,25,50,2,3,distr2,308,32,50,1,1,distr1,186,20,50,3,2,19,43,29,true
9378-9,1459890787947,14,closer,target,336,75,50,1,3,distr2,320,89,50,3,2,distr1,303,43,50,2,1,18,11,11,true
9378-9,1459890802730,15,closer,distr1,285,85,50,3,2,distr2,298,34,50,2,3,target,269,74,50,1,1,10,17,12,false
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
5774-6,1459896114422,1,further,target,310,67,50,1,1,distr2,9,10,50,2,3,distr1,271,62,50,3,2,17,28,33,true
5774-6,1459896126635,2,equal,distr1,228,10,50,3,1,distr2,164,14,50,2,3,target,265,63,50,1,2,25,39,21,false
5774-6,1459896139994,3,further,target,207,87,50,2,1,distr2,54,36,50,1,2,distr1,191,18,50,3,3,19,60,32,true
5774-6,1459896155379,4,further,distr1,302,18,50,1,3,distr2,212,24,50,3,2,target,298,56,50,2,1,15,29,23,false
5774-6,1459896178628,5,closer,distr2,266,76,50,2,2,distr1,259,40,50,1,3,target,234,55,50,3,1,9,11,10,false
5774-6,1459896211708,6,closer,target,65,42,50,2,2,distr1,137,53,50,1,1,distr2,108,37,50,3,3,19,14,7,true
5774-6,1459896228422,7,further,target,251,55,50,2,2,distr2,315,96,50,1,1,distr1,249,95,50,3,3,8,30,32,true
5774-6,1459896264012,8,closer,target,220,13,50,1,3,distr2,69,2,50,3,1,distr1,322,6,50,2,2,13,14,13,true
5774-6,1459896276804,9,further,target,130,49,50,2,1,distr1,146,89,50,1,3,distr2,320,37,50,3,2,12,77,86,true
5774-6,1459896286020,10,equal,target,358,43,50,2,1,distr2,27,74,50,3,2,distr1,217,29,50,1,3,37,26,44,true
5774-6,1459896295246,11,closer,target,197,32,50,3,2,distr2,154,0,50,2,3,distr1,163,15,50,1,1,14,17,16,true
5774-6,1459896308036,12,further,target,219,67,50,1,3,distr1,250,30,50,3,1,distr2,155,95,50,2,2,13,62,61,true
5774-6,1459896319892,13,further,target,292,0,50,2,3,distr2,252,59,50,3,1,distr1,38,23,50,1,2,16,34,53,true
5774-6,1459896339742,14,closer,distr1,81,36,50,3,1,distr2,115,9,50,1,2,target,126,31,50,2,3,11,15,18,false
5774-6,1459896367415,15,closer,target,147,62,50,3,1,distr2,160,94,50,2,3,distr1,95,50,50,1,2,11,10,19,true
5774-6,1459896382741,16,further,distr2,24,41,50,3,1,distr1,47,81,50,2,3,target,62,63,50,1,2,13,37,27,false
5774-6,1459896393606,17,equal,target,254,14,50,2,1,distr1,41,97,50,1,3,distr2,203,54,50,3,2,51,25,57,true
5774-6,1459896411229,18,further,distr1,264,31,50,2,3,target,260,67,50,1,2,distr2,168,70,50,3,1,14,61,52,false
