gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
1660-1,1461004274891,1,target, 194, 174, 77, 105, 93, 203, 196, 156, 2, 3, distr2, 178, 119, 73, 205, 94, 242, 225, 55, 1, 2, distr1, 141, 101, 138, 85, 224, 84, 150, 163, 3, 1, true
1660-1,1461004302067,2,target, 137, 75, 87, 93, 244, 172, 228, 106, 3, 2, distr2, 137, 132, 161, 217, 57, 54, 73, 205, 2, 1, distr1, 137, 141, 135, 87, 95, 233, 77, 88, 1, 3, true
1660-1,1461004398249,3,distr1, 172, 227, 69, 169, 225, 72, 127, 140, 2, 3, distr2, 124, 217, 83, 80, 191, 146, 171, 144, 3, 2, target, 71, 121, 69, 68, 130, 105, 87, 88, 1, 1, false
1660-1,1461004465556,4,distr1, 181, 158, 104, 182, 139, 77, 79, 210, 1, 1, distr2, 203, 79, 116, 82, 172, 156, 77, 240, 2, 2, target, 216, 73, 62, 249, 143, 72, 67, 114, 3, 3, false
1660-1,1461004591227,5,target, 131, 246, 120, 171, 65, 196, 183, 147, 2, 2, distr1, 155, 93, 209, 107, 207, 114, 148, 216, 1, 1, distr2, 88, 119, 81, 235, 186, 220, 172, 205, 3, 3, true
1660-1,1461004645307,6,target, 111, 245, 122, 105, 61, 194, 226, 62, 1, 3, distr1, 174, 145, 201, 60, 248, 188, 142, 85, 2, 2, distr2, 139, 159, 124, 85, 202, 68, 113, 72, 3, 1, true
1660-1,1461004664773,7,target, 107, 219, 81, 69, 58, 152, 180, 171, 2, 2, distr2, 125, 200, 191, 245, 213, 65, 207, 238, 3, 3, distr1, 135, 235, 107, 190, 142, 172, 166, 85, 1, 1, true
1660-1,1461004784248,8,target, 94, 118, 207, 138, 226, 123, 119, 164, 3, 2, distr1, 228, 182, 167, 231, 164, 86, 137, 132, 1, 1, distr2, 185, 224, 191, 194, 182, 206, 205, 171, 2, 3, true
1660-1,1461004852620,9,target, 99, 241, 138, 192, 234, 246, 179, 182, 2, 3, distr1, 168, 106, 94, 195, 71, 93, 66, 119, 1, 1, distr2, 172, 69, 171, 100, 191, 88, 77, 204, 3, 2, true
1660-1,1461004930863,10,target, 191, 73, 208, 230, 245, 56, 105, 173, 2, 3, distr1, 226, 93, 229, 183, 171, 144, 175, 114, 3, 2, distr2, 121, 157, 64, 180, 136, 195, 120, 150, 1, 1, true
