gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
9755-d,1461007349357,1,target, 166, 234, 240, 160, 217, 92, 229, 204, 2, 2, distr1, 109, 168, 120, 66, 172, 61, 82, 146, 1, 1, distr2, 160, 67, 133, 172, 51, 99, 69, 137, 3, 3, true
9755-d,1461007377616,2,target, 61, 128, 189, 247, 112, 210, 190, 166, 1, 1, distr1, 204, 130, 199, 191, 225, 96, 78, 189, 3, 3, distr2, 101, 166, 147, 171, 198, 85, 81, 96, 2, 2, true
9755-d,1461007407484,3,target, 108, 117, 152, 99, 134, 139, 241, 143, 2, 3, distr1, 54, 95, 55, 234, 177, 230, 61, 122, 3, 2, distr2, 97, 241, 205, 213, 109, 53, 221, 89, 1, 1, true
9755-d,1461007435311,4,target, 224, 87, 233, 72, 157, 194, 130, 137, 3, 3, distr1, 106, 98, 127, 178, 213, 236, 64, 227, 2, 1, distr2, 215, 189, 208, 78, 52, 182, 77, 229, 1, 2, true
9755-d,1461007491238,5,target, 114, 201, 85, 172, 110, 159, 139, 60, 2, 1, distr2, 122, 100, 219, 90, 206, 68, 137, 199, 1, 2, distr1, 164, 128, 184, 124, 110, 186, 123, 166, 3, 3, true
9755-d,1461007538698,6,target, 155, 150, 198, 91, 228, 240, 216, 200, 1, 2, distr2, 147, 104, 200, 95, 56, 101, 188, 193, 2, 3, distr1, 155, 102, 57, 157, 114, 144, 140, 184, 3, 1, true
9755-d,1461007565453,7,target, 244, 170, 70, 101, 177, 197, 72, 154, 1, 3, distr2, 53, 164, 176, 107, 109, 172, 97, 187, 3, 2, distr1, 128, 200, 80, 174, 184, 188, 198, 206, 2, 1, true
9755-d,1461007596540,8,target, 122, 206, 137, 197, 76, 183, 224, 117, 2, 3, distr2, 80, 101, 239, 86, 196, 246, 233, 153, 3, 2, distr1, 236, 98, 143, 189, 166, 113, 136, 191, 1, 1, true
9755-d,1461007621737,9,target, 177, 209, 116, 163, 198, 200, 228, 97, 1, 2, distr1, 169, 86, 147, 113, 152, 51, 117, 228, 2, 3, distr2, 55, 201, 243, 114, 159, 150, 186, 70, 3, 1, true
9755-d,1461007663130,10,target, 133, 87, 91, 190, 153, 224, 126, 118, 3, 2, distr1, 241, 52, 53, 216, 100, 107, 203, 80, 1, 1, distr2, 147, 242, 137, 186, 157, 144, 53, 185, 2, 3, true
9755-d,1461007705081,11,target, 168, 236, 118, 73, 180, 204, 139, 92, 3, 3, distr2, 127, 99, 176, 160, 89, 170, 85, 230, 2, 1, distr1, 130, 126, 218, 96, 127, 161, 56, 183, 1, 2, true
9755-d,1461007730861,12,target, 131, 215, 143, 212, 188, 70, 57, 236, 1, 3, distr2, 52, 210, 191, 179, 225, 62, 108, 185, 2, 2, distr1, 142, 238, 241, 108, 246, 248, 110, 82, 3, 1, true
9755-d,1461007746259,13,target, 58, 56, 88, 155, 219, 226, 243, 62, 3, 3, distr2, 52, 174, 217, 236, 54, 198, 110, 123, 2, 2, distr1, 173, 189, 124, 170, 140, 138, 103, 136, 1, 1, true
9755-d,1461007767473,14,target, 65, 231, 201, 62, 78, 248, 155, 106, 3, 1, distr2, 111, 150, 107, 52, 66, 230, 233, 236, 2, 2, distr1, 135, 89, 148, 222, 205, 137, 141, 81, 1, 3, true
9755-d,1461007783962,15,target, 245, 63, 142, 241, 239, 103, 212, 162, 1, 2, distr1, 174, 240, 103, 227, 152, 182, 219, 222, 3, 1, distr2, 152, 84, 178, 115, 235, 165, 140, 200, 2, 3, true
9755-d,1461007808388,16,target, 208, 108, 138, 103, 57, 76, 58, 119, 3, 3, distr2, 128, 66, 65, 176, 97, 227, 53, 103, 1, 1, distr1, 201, 151, 153, 150, 189, 78, 115, 177, 2, 2, true
9755-d,1461007835840,17,target, 74, 126, 69, 84, 145, 240, 53, 164, 3, 1, distr2, 78, 173, 107, 171, 59, 121, 168, 93, 2, 2, distr1, 88, 53, 70, 80, 156, 216, 100, 109, 1, 3, true
9755-d,1461007874459,18,target, 139, 67, 148, 90, 193, 78, 150, 247, 3, 3, distr1, 177, 64, 217, 126, 241, 238, 95, 87, 1, 2, distr2, 228, 164, 97, 227, 133, 180, 54, 187, 2, 1, true
9755-d,1461007896146,19,target, 96, 60, 197, 171, 246, 235, 212, 89, 1, 2, distr2, 184, 116, 80, 114, 196, 138, 127, 223, 3, 3, distr1, 173, 174, 123, 172, 188, 151, 237, 100, 2, 1, true
9755-d,1461007911806,20,target, 154, 65, 97, 78, 146, 240, 74, 233, 2, 1, distr1, 103, 112, 96, 138, 60, 70, 242, 121, 1, 2, distr2, 114, 246, 95, 113, 154, 104, 54, 145, 3, 3, true
9755-d,1461007928971,21,target, 229, 176, 172, 61, 213, 223, 104, 151, 2, 1, distr1, 203, 102, 124, 72, 238, 76, 65, 230, 3, 3, distr2, 144, 245, 141, 190, 70, 213, 179, 80, 1, 2, true
9755-d,1461007944595,22,target, 172, 67, 212, 111, 127, 203, 74, 228, 3, 2, distr1, 190, 117, 183, 73, 187, 76, 206, 243, 1, 1, distr2, 153, 105, 144, 68, 52, 147, 185, 65, 2, 3, true
9755-d,1461007964853,23,target, 223, 153, 207, 164, 140, 144, 212, 91, 2, 2, distr1, 148, 127, 118, 144, 199, 189, 166, 162, 3, 3, distr2, 68, 142, 112, 136, 149, 234, 209, 157, 1, 1, true
9755-d,1461007980475,24,target, 209, 105, 83, 197, 159, 229, 141, 53, 2, 1, distr2, 186, 165, 197, 244, 204, 155, 106, 86, 1, 2, distr1, 224, 179, 161, 235, 112, 246, 211, 90, 3, 3, true
9755-d,1461007999018,25,target, 146, 227, 85, 65, 231, 68, 170, 114, 1, 2, distr1, 181, 169, 246, 95, 85, 238, 231, 229, 3, 3, distr2, 190, 83, 225, 156, 238, 192, 241, 214, 2, 1, true
9755-d,1461008013971,26,target, 96, 178, 53, 208, 65, 209, 217, 88, 2, 1, distr2, 183, 55, 200, 181, 72, 147, 89, 164, 1, 3, distr1, 139, 214, 62, 174, 239, 125, 96, 88, 3, 2, true
9755-d,1461008029776,27,target, 73, 195, 117, 215, 239, 156, 106, 214, 1, 1, distr1, 169, 91, 194, 224, 163, 180, 156, 200, 2, 3, distr2, 125, 84, 70, 137, 94, 55, 54, 165, 3, 2, true
9755-d,1461008048816,28,target, 77, 171, 209, 243, 221, 183, 52, 244, 3, 2, distr1, 123, 165, 90, 216, 100, 89, 157, 128, 1, 1, distr2, 121, 75, 84, 133, 188, 51, 124, 89, 2, 3, true
9755-d,1461008064470,29,target, 145, 60, 137, 244, 52, 185, 161, 85, 3, 3, distr2, 218, 104, 137, 147, 180, 91, 240, 222, 1, 2, distr1, 132, 93, 102, 131, 51, 52, 70, 200, 2, 1, true
9755-d,1461008075847,30,target, 129, 208, 93, 176, 124, 144, 91, 226, 3, 2, distr1, 143, 230, 54, 166, 84, 187, 145, 222, 1, 3, distr2, 226, 245, 242, 92, 76, 53, 146, 211, 2, 1, true
9755-d,1461008107046,31,target, 216, 158, 121, 142, 79, 117, 225, 63, 2, 3, distr2, 241, 67, 137, 123, 247, 125, 107, 173, 1, 1, distr1, 100, 126, 191, 67, 134, 230, 87, 112, 3, 2, true
9755-d,1461008131294,32,target, 184, 129, 118, 95, 145, 225, 96, 180, 2, 2, distr1, 99, 104, 180, 135, 111, 92, 204, 83, 1, 1, distr2, 199, 111, 109, 84, 242, 146, 83, 170, 3, 3, true
9755-d,1461008142605,33,target, 96, 137, 224, 149, 153, 161, 116, 61, 2, 1, distr1, 175, 199, 87, 157, 89, 69, 104, 90, 3, 2, distr2, 123, 229, 126, 66, 174, 86, 212, 222, 1, 3, true
9755-d,1461008163532,34,target, 121, 108, 90, 183, 247, 76, 152, 230, 2, 2, distr2, 233, 201, 89, 184, 229, 178, 83, 219, 3, 1, distr1, 166, 66, 244, 147, 218, 173, 196, 87, 1, 3, true
9755-d,1461008185954,35,target, 151, 159, 228, 209, 156, 232, 144, 90, 2, 3, distr2, 222, 136, 121, 55, 73, 218, 153, 210, 3, 2, distr1, 166, 233, 60, 146, 176, 66, 150, 202, 1, 1, true
9755-d,1461008200383,36,target, 227, 148, 180, 172, 215, 65, 221, 75, 1, 1, distr1, 234, 93, 243, 239, 175, 55, 104, 194, 3, 3, distr2, 194, 100, 151, 244, 177, 132, 233, 171, 2, 2, true
9755-d,1461008232182,37,target, 169, 104, 207, 232, 178, 203, 155, 225, 1, 1, distr2, 182, 171, 220, 136, 177, 58, 141, 161, 2, 3, distr1, 55, 124, 126, 225, 153, 205, 89, 50, 3, 2, true
9755-d,1461008259905,38,target, 183, 125, 53, 177, 209, 152, 56, 146, 1, 2, distr1, 127, 130, 84, 144, 81, 88, 149, 243, 3, 3, distr2, 142, 161, 238, 208, 182, 158, 121, 231, 2, 1, true
9755-d,1461008282920,39,target, 101, 117, 136, 130, 205, 179, 158, 118, 1, 1, distr2, 133, 191, 242, 55, 132, 206, 93, 131, 2, 2, distr1, 75, 179, 211, 121, 219, 153, 240, 242, 3, 3, true
9755-d,1461008307852,40,target, 87, 228, 51, 215, 62, 226, 182, 125, 1, 2, distr1, 194, 144, 192, 70, 173, 127, 208, 128, 2, 1, distr2, 88, 245, 140, 156, 124, 135, 200, 136, 3, 3, true
9755-d,1461008353082,41,target, 81, 189, 118, 126, 140, 105, 98, 159, 3, 1, distr1, 88, 205, 222, 83, 112, 184, 187, 221, 1, 2, distr2, 204, 189, 61, 172, 98, 153, 236, 58, 2, 3, true
9755-d,1461008375923,42,target, 115, 103, 158, 139, 100, 51, 121, 165, 2, 3, distr1, 156, 219, 194, 233, 235, 196, 86, 186, 1, 2, distr2, 222, 163, 66, 116, 50, 150, 160, 214, 3, 1, true
9755-d,1461008394955,43,target, 169, 80, 81, 77, 141, 186, 241, 88, 3, 2, distr2, 98, 212, 172, 205, 197, 246, 117, 167, 2, 3, distr1, 104, 74, 80, 67, 171, 75, 145, 121, 1, 1, true
9755-d,1461008406085,44,target, 197, 187, 188, 130, 110, 76, 84, 157, 1, 2, distr1, 211, 152, 145, 67, 172, 88, 183, 208, 3, 3, distr2, 249, 217, 103, 225, 175, 79, 63, 105, 2, 1, true
9755-d,1461008438089,45,target, 208, 128, 136, 163, 127, 151, 234, 190, 1, 2, distr2, 179, 227, 97, 160, 77, 201, 58, 125, 3, 3, distr1, 117, 226, 62, 199, 212, 185, 77, 137, 2, 1, true
9755-d,1461008450810,46,target, 196, 56, 170, 65, 102, 138, 162, 178, 2, 1, distr2, 143, 230, 112, 76, 165, 107, 90, 169, 1, 2, distr1, 237, 212, 172, 105, 157, 72, 211, 166, 3, 3, true
9755-d,1461008475905,47,target, 80, 191, 149, 65, 221, 241, 114, 208, 3, 1, distr1, 59, 61, 151, 58, 99, 209, 215, 183, 2, 2, distr2, 103, 56, 176, 82, 178, 100, 207, 181, 1, 3, true
9755-d,1461008498408,48,target, 193, 94, 179, 65, 134, 57, 242, 113, 1, 1, distr2, 59, 244, 93, 209, 88, 146, 204, 149, 3, 3, distr1, 186, 117, 104, 191, 126, 82, 76, 120, 2, 2, true
9755-d,1461008514207,49,target, 167, 119, 51, 142, 85, 108, 94, 105, 3, 1, distr1, 126, 230, 196, 100, 174, 107, 213, 50, 2, 2, distr2, 130, 134, 122, 148, 177, 245, 158, 238, 1, 3, true
9755-d,1461008552657,50,target, 156, 126, 239, 64, 161, 85, 225, 86, 3, 2, distr1, 142, 74, 58, 239, 190, 82, 109, 106, 2, 3, distr2, 89, 240, 245, 218, 156, 249, 63, 208, 1, 1, true
