gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
9632-2,1461007463609,1,target, 240, 72, 95, 235, 184, 114, 147, 74, 3, 2, distr2, 205, 165, 114, 103, 141, 242, 51, 164, 1, 1, distr1, 177, 59, 167, 117, 219, 244, 248, 108, 2, 3, true
9632-2,1461007477684,2,target, 195, 184, 55, 87, 52, 242, 203, 227, 2, 3, distr2, 107, 183, 246, 231, 193, 222, 230, 141, 1, 1, distr1, 129, 100, 101, 135, 202, 88, 117, 149, 3, 2, true
9632-2,1461007495687,3,distr2, 81, 193, 111, 164, 55, 167, 158, 118, 2, 1, target, 231, 249, 121, 233, 91, 163, 219, 107, 1, 3, distr1, 100, 107, 82, 229, 94, 203, 69, 191, 3, 2, false
9632-2,1461007505711,4,target, 218, 104, 56, 65, 59, 122, 79, 151, 1, 3, distr1, 148, 55, 239, 117, 220, 72, 76, 238, 3, 2, distr2, 86, 61, 166, 117, 193, 227, 246, 209, 2, 1, true
9632-2,1461007532693,5,target, 209, 124, 220, 231, 138, 223, 93, 55, 1, 2, distr1, 219, 132, 239, 118, 144, 133, 141, 237, 2, 3, distr2, 138, 55, 242, 243, 83, 57, 226, 64, 3, 1, true
9632-2,1461007562321,6,distr1, 109, 83, 247, 54, 53, 245, 249, 155, 1, 3, target, 207, 169, 119, 136, 104, 201, 175, 86, 3, 1, distr2, 165, 51, 247, 213, 74, 155, 119, 144, 2, 2, false
9632-2,1461007595487,7,target, 96, 168, 103, 213, 237, 101, 106, 157, 3, 1, distr2, 66, 80, 222, 65, 160, 186, 217, 138, 2, 3, distr1, 237, 235, 132, 65, 85, 93, 139, 150, 1, 2, true
9632-2,1461007606168,8,target, 248, 158, 211, 181, 206, 129, 131, 127, 2, 3, distr1, 198, 106, 239, 159, 114, 113, 73, 78, 1, 1, distr2, 59, 151, 50, 98, 145, 227, 117, 235, 3, 2, true
9632-2,1461007627471,9,target, 186, 227, 181, 159, 205, 167, 182, 192, 1, 3, distr2, 221, 121, 108, 243, 111, 234, 158, 188, 2, 2, distr1, 116, 64, 51, 229, 241, 111, 108, 146, 3, 1, true
9632-2,1461007653120,10,target, 165, 150, 118, 99, 206, 170, 167, 106, 3, 2, distr2, 162, 199, 218, 171, 72, 216, 111, 145, 1, 1, distr1, 231, 161, 174, 128, 120, 124, 95, 66, 2, 3, true
9632-2,1461007662618,11,target, 139, 227, 231, 66, 199, 98, 125, 184, 1, 3, distr2, 75, 184, 162, 133, 141, 237, 115, 112, 2, 2, distr1, 152, 154, 233, 175, 239, 141, 97, 179, 3, 1, true
9632-2,1461007673212,12,target, 137, 218, 97, 114, 71, 59, 168, 56, 2, 3, distr1, 144, 230, 70, 163, 137, 216, 158, 78, 1, 1, distr2, 194, 239, 50, 211, 126, 70, 244, 96, 3, 2, true
9632-2,1461007682390,13,target, 242, 228, 226, 67, 201, 144, 81, 224, 1, 2, distr2, 54, 164, 141, 150, 199, 181, 145, 133, 3, 1, distr1, 105, 83, 156, 81, 115, 101, 220, 122, 2, 3, true
9632-2,1461007699960,14,target, 192, 104, 140, 227, 67, 224, 72, 234, 3, 1, distr1, 214, 101, 166, 107, 72, 117, 119, 168, 2, 2, distr2, 104, 95, 228, 233, 219, 238, 126, 134, 1, 3, true
9632-2,1461007708516,15,target, 157, 116, 165, 148, 166, 223, 63, 191, 1, 1, distr1, 137, 69, 204, 148, 131, 243, 207, 125, 2, 2, distr2, 215, 206, 154, 200, 77, 208, 100, 156, 3, 3, true
9632-2,1461007723878,16,target, 130, 232, 138, 202, 144, 203, 54, 200, 2, 2, distr1, 206, 217, 247, 124, 195, 84, 57, 120, 3, 3, distr2, 105, 194, 77, 124, 73, 163, 157, 64, 1, 1, true
9632-2,1461007752073,17,distr1, 148, 184, 60, 209, 236, 142, 103, 51, 2, 3, target, 112, 154, 232, 51, 138, 105, 169, 189, 3, 1, distr2, 95, 129, 174, 56, 148, 83, 91, 85, 1, 2, false
9632-2,1461007777923,18,target, 191, 174, 56, 189, 185, 227, 213, 72, 2, 2, distr1, 188, 232, 110, 84, 228, 219, 205, 210, 3, 3, distr2, 88, 76, 225, 64, 169, 66, 139, 104, 1, 1, true
9632-2,1461007786050,19,target, 121, 152, 98, 142, 104, 215, 117, 115, 2, 1, distr2, 223, 150, 79, 208, 162, 204, 242, 238, 3, 3, distr1, 247, 151, 124, 88, 105, 235, 146, 245, 1, 2, true
9632-2,1461007796029,20,target, 219, 196, 126, 111, 118, 107, 133, 58, 1, 2, distr1, 58, 96, 143, 72, 126, 245, 149, 169, 3, 3, distr2, 243, 179, 240, 174, 212, 64, 228, 125, 2, 1, true
9632-2,1461007817225,21,target, 74, 240, 164, 234, 131, 83, 225, 247, 3, 1, distr1, 232, 98, 142, 174, 124, 226, 100, 57, 1, 2, distr2, 234, 76, 162, 121, 204, 155, 195, 217, 2, 3, true
