gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
1592-f,1461010871260,1,target, 206, 234, 191, 212, 65, 246, 139, 178, 2, 2, distr1, 96, 192, 70, 246, 235, 128, 238, 202, 1, 3, distr2, 52, 68, 191, 60, 124, 156, 197, 210, 3, 1, true
1592-f,1461010894625,2,target, 183, 226, 146, 165, 199, 132, 89, 219, 2, 2, distr2, 139, 113, 234, 120, 176, 142, 217, 108, 1, 1, distr1, 211, 52, 146, 173, 236, 56, 155, 164, 3, 3, true
1592-f,1461010947055,3,target, 134, 222, 58, 219, 116, 57, 92, 235, 3, 2, distr1, 72, 220, 99, 87, 78, 141, 98, 160, 1, 3, distr2, 198, 234, 73, 201, 149, 89, 121, 239, 2, 1, true
1592-f,1461010982132,4,distr2, 93, 70, 119, 201, 92, 65, 131, 61, 3, 3, target, 57, 129, 174, 111, 90, 154, 229, 104, 1, 2, distr1, 54, 147, 64, 115, 110, 235, 103, 196, 2, 1, false
1592-f,1461011006798,5,target, 112, 204, 201, 96, 244, 241, 206, 212, 1, 1, distr1, 221, 77, 132, 201, 246, 134, 76, 248, 3, 2, distr2, 167, 52, 67, 216, 108, 227, 165, 53, 2, 3, true
1592-f,1461011017340,6,target, 170, 185, 127, 247, 222, 236, 67, 202, 1, 2, distr2, 208, 124, 80, 72, 154, 91, 196, 84, 2, 3, distr1, 101, 211, 81, 51, 79, 235, 134, 117, 3, 1, true
1592-f,1461011038458,7,target, 76, 145, 209, 87, 106, 147, 118, 88, 2, 1, distr2, 101, 184, 146, 204, 233, 185, 149, 215, 3, 2, distr1, 102, 186, 159, 179, 161, 225, 198, 62, 1, 3, true
1592-f,1461011058043,8,target, 200, 176, 134, 79, 66, 179, 69, 182, 1, 2, distr2, 62, 74, 245, 232, 163, 138, 217, 205, 3, 1, distr1, 169, 180, 65, 179, 223, 239, 97, 75, 2, 3, true
1592-f,1461011086449,9,target, 61, 243, 62, 101, 185, 93, 159, 198, 3, 2, distr2, 125, 58, 229, 215, 56, 248, 216, 105, 2, 1, distr1, 57, 67, 127, 119, 158, 109, 151, 140, 1, 3, true
1592-f,1461011108316,10,target, 144, 246, 164, 148, 67, 104, 140, 248, 3, 1, distr1, 246, 204, 157, 139, 235, 86, 216, 173, 2, 3, distr2, 117, 121, 139, 84, 64, 231, 126, 101, 1, 2, true
1592-f,1461011125501,11,target, 202, 116, 65, 79, 150, 225, 214, 127, 2, 2, distr2, 248, 76, 61, 142, 230, 131, 88, 109, 1, 3, distr1, 185, 146, 215, 62, 165, 244, 127, 227, 3, 1, true
1592-f,1461011142200,12,target, 70, 249, 162, 246, 52, 89, 103, 192, 1, 3, distr1, 91, 182, 66, 137, 52, 72, 200, 161, 3, 1, distr2, 240, 183, 99, 213, 218, 53, 133, 73, 2, 2, true
1592-f,1461011164375,13,distr1, 82, 171, 125, 111, 233, 194, 231, 130, 1, 2, target, 193, 160, 127, 52, 100, 243, 72, 94, 2, 1, distr2, 179, 125, 99, 77, 60, 141, 145, 191, 3, 3, false
1592-f,1461011177204,14,target, 132, 218, 184, 101, 196, 126, 183, 213, 1, 2, distr1, 198, 187, 176, 117, 119, 149, 203, 121, 3, 3, distr2, 224, 145, 193, 158, 243, 105, 176, 50, 2, 1, true
1592-f,1461011192701,15,target, 137, 212, 125, 52, 114, 92, 149, 63, 2, 3, distr2, 75, 126, 198, 192, 218, 226, 106, 246, 1, 1, distr1, 61, 185, 103, 130, 138, 60, 234, 125, 3, 2, true
1592-f,1461011210465,16,target, 197, 124, 153, 137, 181, 183, 78, 108, 3, 2, distr1, 102, 72, 227, 65, 121, 76, 230, 238, 1, 3, distr2, 212, 52, 192, 106, 141, 130, 219, 198, 2, 1, true
