gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
3724-b,1461004795189,1,target, 90, 98, 147, 176, 113, 146, 105, 153, 2, 2, distr1, 152, 91, 165, 114, 248, 239, 104, 161, 3, 3, distr2, 214, 179, 99, 107, 143, 242, 241, 136, 1, 1, true
3724-b,1461004847317,2,target, 135, 113, 50, 101, 237, 191, 123, 54, 3, 2, distr1, 136, 145, 197, 211, 62, 191, 179, 131, 1, 1, distr2, 190, 199, 178, 211, 109, 163, 127, 106, 2, 3, true
3724-b,1461004894427,3,target, 76, 58, 123, 118, 221, 120, 148, 234, 2, 1, distr2, 140, 214, 218, 77, 110, 118, 188, 67, 1, 2, distr1, 226, 171, 175, 152, 52, 107, 53, 218, 3, 3, true
3724-b,1461004945819,4,target, 72, 61, 192, 75, 180, 89, 190, 157, 2, 1, distr1, 198, 67, 175, 180, 124, 66, 182, 174, 1, 3, distr2, 115, 75, 227, 134, 174, 113, 143, 50, 3, 2, true
3724-b,1461004961998,5,target, 230, 89, 80, 171, 239, 57, 209, 84, 1, 1, distr2, 208, 207, 154, 209, 180, 74, 68, 163, 2, 3, distr1, 186, 209, 130, 166, 104, 229, 188, 230, 3, 2, true
3724-b,1461004980264,6,distr2, 177, 232, 65, 180, 102, 201, 75, 166, 1, 1, distr1, 215, 162, 71, 226, 62, 150, 141, 229, 3, 2, target, 190, 71, 214, 59, 115, 221, 57, 108, 2, 3, false
3724-b,1461005010353,7,target, 171, 148, 88, 238, 139, 172, 141, 104, 2, 3, distr2, 233, 152, 97, 105, 109, 207, 158, 107, 1, 2, distr1, 76, 180, 112, 66, 123, 156, 54, 231, 3, 1, true
3724-b,1461005045714,8,target, 62, 74, 56, 103, 147, 119, 65, 123, 1, 2, distr1, 191, 244, 92, 145, 208, 101, 206, 173, 2, 1, distr2, 100, 188, 50, 148, 78, 184, 230, 157, 3, 3, true
3724-b,1461005066585,9,target, 59, 58, 244, 114, 63, 158, 172, 72, 1, 1, distr2, 177, 65, 152, 155, 111, 248, 72, 235, 2, 2, distr1, 146, 135, 67, 155, 211, 96, 103, 193, 3, 3, true
3724-b,1461005108552,10,distr1, 122, 232, 136, 60, 131, 212, 79, 129, 3, 2, target, 56, 153, 161, 210, 158, 78, 159, 237, 2, 3, distr2, 228, 169, 94, 192, 55, 218, 197, 133, 1, 1, false
