gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
1202-1,1461003298517,1,target, 63, 92, 145, 76, 64, 192, 193, 205, 3, 3, distr1, 123, 59, 80, 196, 219, 68, 112, 82, 2, 2, distr2, 170, 243, 240, 118, 180, 76, 78, 237, 1, 1, true
1202-1,1461003320820,2,target, 113, 118, 132, 191, 238, 133, 75, 96, 3, 2, distr2, 82, 219, 183, 171, 182, 210, 51, 99, 2, 1, distr1, 71, 117, 118, 87, 153, 194, 201, 217, 1, 3, true
1202-1,1461003341336,3,distr2, 181, 131, 154, 215, 193, 87, 139, 234, 3, 3, target, 228, 97, 198, 122, 116, 242, 174, 126, 2, 2, distr1, 152, 101, 111, 104, 69, 109, 157, 168, 1, 1, false
1202-1,1461003366299,4,target, 84, 127, 171, 214, 130, 69, 206, 226, 2, 1, distr1, 233, 211, 137, 77, 107, 90, 177, 57, 1, 2, distr2, 50, 172, 133, 107, 105, 69, 226, 183, 3, 3, true
1202-1,1461003378686,5,target, 114, 139, 134, 211, 129, 222, 65, 109, 1, 3, distr2, 60, 160, 126, 78, 87, 89, 108, 154, 3, 2, distr1, 237, 206, 70, 140, 201, 186, 56, 239, 2, 1, true
1202-1,1461003403374,6,target, 238, 112, 218, 77, 78, 116, 55, 245, 1, 3, distr1, 195, 244, 214, 91, 145, 167, 64, 82, 2, 2, distr2, 217, 136, 155, 185, 198, 88, 94, 210, 3, 1, true
1202-1,1461003413935,7,target, 204, 157, 232, 65, 118, 153, 99, 243, 3, 1, distr2, 173, 138, 55, 230, 74, 64, 186, 154, 1, 2, distr1, 177, 60, 103, 216, 223, 127, 54, 90, 2, 3, true
1202-1,1461003430532,8,target, 152, 214, 141, 154, 67, 57, 206, 216, 2, 1, distr2, 238, 113, 163, 149, 108, 124, 206, 54, 1, 3, distr1, 193, 89, 161, 108, 207, 99, 184, 196, 3, 2, true
1202-1,1461003445658,9,target, 229, 169, 241, 179, 239, 104, 235, 248, 1, 1, distr1, 179, 208, 66, 205, 216, 148, 150, 196, 3, 2, distr2, 177, 226, 232, 91, 133, 234, 208, 183, 2, 3, true
1202-1,1461003461638,10,target, 188, 52, 228, 72, 138, 219, 192, 200, 2, 2, distr1, 62, 139, 82, 127, 137, 243, 144, 145, 3, 1, distr2, 79, 182, 130, 74, 102, 104, 129, 100, 1, 3, true
1202-1,1461003483701,11,target, 166, 52, 61, 58, 103, 63, 202, 117, 2, 2, distr2, 118, 232, 133, 240, 215, 249, 91, 96, 1, 1, distr1, 71, 139, 181, 193, 176, 138, 106, 198, 3, 3, true
1202-1,1461003498363,12,target, 222, 65, 82, 179, 199, 248, 132, 96, 3, 3, distr1, 141, 172, 209, 77, 195, 192, 166, 53, 2, 2, distr2, 126, 68, 246, 214, 91, 226, 135, 72, 1, 1, true
1202-1,1461003515473,13,target, 150, 54, 213, 155, 56, 153, 225, 142, 1, 3, distr2, 105, 163, 128, 95, 122, 202, 140, 155, 2, 2, distr1, 93, 118, 224, 87, 156, 162, 150, 188, 3, 1, true
1202-1,1461003534043,14,target, 221, 163, 177, 167, 191, 207, 151, 112, 2, 2, distr1, 149, 115, 226, 135, 124, 243, 132, 179, 3, 3, distr2, 200, 182, 121, 212, 220, 174, 51, 126, 1, 1, true
1202-1,1461003553233,15,target, 200, 59, 214, 174, 91, 103, 144, 94, 3, 3, distr2, 232, 171, 189, 71, 127, 100, 212, 52, 2, 2, distr1, 177, 120, 239, 170, 59, 118, 132, 242, 1, 1, true
1202-1,1461003565437,16,target, 145, 95, 194, 204, 198, 65, 113, 134, 1, 3, distr1, 224, 93, 165, 188, 239, 235, 200, 66, 3, 1, distr2, 223, 171, 140, 240, 90, 243, 222, 113, 2, 2, true
1202-1,1461003578933,17,target, 110, 249, 98, 146, 58, 93, 213, 103, 3, 3, distr1, 121, 74, 190, 156, 56, 149, 127, 70, 1, 2, distr2, 73, 107, 232, 114, 200, 247, 132, 99, 2, 1, true
1202-1,1461003593926,18,target, 181, 93, 156, 115, 228, 94, 59, 153, 2, 1, distr1, 129, 214, 76, 185, 245, 189, 120, 74, 3, 2, distr2, 180, 158, 247, 245, 153, 207, 206, 172, 1, 3, true
1202-1,1461003616668,19,target, 97, 200, 158, 73, 218, 198, 203, 153, 1, 1, distr1, 104, 240, 74, 58, 239, 172, 69, 127, 3, 2, distr2, 197, 74, 97, 69, 244, 90, 160, 229, 2, 3, true
1202-1,1461003646027,20,distr1, 227, 54, 195, 178, 151, 132, 95, 167, 3, 2, distr2, 107, 52, 97, 87, 239, 142, 130, 223, 1, 3, target, 131, 206, 59, 88, 52, 228, 87, 156, 2, 1, false
1202-1,1461003661463,21,target, 134, 166, 209, 112, 131, 210, 59, 64, 2, 2, distr1, 249, 121, 153, 233, 230, 149, 85, 183, 1, 3, distr2, 84, 164, 230, 131, 239, 138, 194, 143, 3, 1, true
1202-1,1461003671932,22,target, 144, 117, 191, 51, 134, 187, 148, 133, 2, 1, distr1, 154, 97, 196, 58, 211, 169, 249, 59, 3, 2, distr2, 192, 176, 191, 58, 237, 202, 76, 55, 1, 3, true
1202-1,1461003684191,23,target, 174, 55, 136, 220, 89, 189, 147, 131, 2, 1, distr1, 207, 126, 149, 208, 100, 206, 150, 152, 3, 3, distr2, 177, 163, 81, 155, 59, 174, 129, 52, 1, 2, true
1202-1,1461003700738,24,target, 139, 237, 245, 217, 82, 211, 59, 114, 3, 2, distr1, 56, 54, 157, 147, 92, 143, 150, 234, 2, 3, distr2, 225, 71, 133, 86, 233, 80, 201, 235, 1, 1, true
1202-1,1461003707997,25,target, 192, 64, 143, 239, 233, 181, 66, 92, 2, 2, distr1, 160, 115, 89, 233, 143, 226, 195, 220, 3, 1, distr2, 229, 177, 222, 171, 61, 83, 64, 56, 1, 3, true
1202-1,1461003717430,26,target, 61, 176, 63, 115, 202, 245, 235, 121, 2, 2, distr1, 220, 89, 243, 60, 172, 78, 160, 188, 3, 1, distr2, 221, 199, 96, 158, 100, 128, 118, 176, 1, 3, true
