gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
7349-b,1461002597677,1,target, 239, 110, 53, 117, 127, 226, 83, 203, 3, 1, distr2, 135, 191, 136, 120, 72, 168, 107, 74, 2, 2, distr1, 214, 213, 188, 63, 245, 207, 159, 122, 1, 3, true
7349-b,1461002616976,2,target, 174, 183, 146, 133, 218, 246, 145, 148, 1, 2, distr1, 226, 172, 74, 72, 98, 197, 143, 205, 2, 1, distr2, 236, 151, 90, 69, 114, 202, 140, 117, 3, 3, true
7349-b,1461002663099,3,target, 175, 241, 83, 114, 53, 50, 170, 148, 1, 2, distr2, 208, 229, 72, 120, 140, 127, 155, 184, 3, 1, distr1, 95, 242, 113, 86, 101, 136, 134, 94, 2, 3, true
7349-b,1461002689925,4,target, 172, 204, 185, 70, 90, 67, 60, 132, 2, 2, distr2, 64, 190, 248, 177, 108, 143, 205, 99, 3, 3, distr1, 217, 94, 214, 182, 110, 205, 229, 62, 1, 1, true
7349-b,1461002707009,5,target, 131, 205, 184, 191, 78, 123, 153, 73, 1, 3, distr1, 163, 121, 214, 127, 222, 205, 132, 207, 3, 2, distr2, 239, 156, 225, 221, 128, 204, 110, 155, 2, 1, true
7349-b,1461002757787,6,target, 86, 230, 219, 164, 55, 170, 58, 117, 2, 1, distr1, 68, 54, 182, 197, 94, 156, 67, 85, 1, 3, distr2, 158, 132, 176, 140, 60, 239, 149, 207, 3, 2, true
7349-b,1461002776266,7,target, 212, 53, 55, 239, 70, 111, 157, 151, 2, 1, distr2, 53, 77, 244, 230, 216, 151, 115, 85, 3, 3, distr1, 243, 102, 200, 138, 70, 65, 232, 89, 1, 2, true
7349-b,1461002821267,8,target, 205, 74, 138, 179, 222, 93, 113, 166, 3, 1, distr1, 225, 237, 160, 143, 72, 235, 82, 110, 2, 3, distr2, 247, 70, 212, 93, 113, 229, 87, 193, 1, 2, true
7349-b,1461002841705,9,target, 204, 248, 191, 230, 86, 217, 172, 229, 3, 3, distr2, 115, 96, 184, 97, 99, 120, 237, 119, 1, 2, distr1, 80, 119, 179, 192, 135, 230, 197, 238, 2, 1, true
7349-b,1461002867225,10,target, 138, 76, 206, 189, 230, 61, 91, 209, 2, 1, distr2, 223, 94, 55, 151, 217, 68, 141, 182, 1, 2, distr1, 213, 188, 71, 243, 97, 190, 185, 161, 3, 3, true
7349-b,1461002896295,11,target, 228, 145, 153, 184, 134, 89, 90, 199, 3, 2, distr1, 237, 217, 165, 70, 222, 99, 141, 175, 1, 3, distr2, 191, 121, 123, 101, 177, 130, 109, 234, 2, 1, true
7349-b,1461002929238,12,target, 237, 115, 200, 226, 59, 54, 148, 143, 1, 1, distr1, 213, 122, 127, 203, 244, 215, 70, 90, 2, 3, distr2, 65, 242, 150, 78, 195, 220, 133, 199, 3, 2, true
7349-b,1461002939869,13,target, 228, 97, 150, 99, 221, 225, 156, 245, 1, 1, distr2, 77, 146, 74, 112, 197, 90, 50, 160, 2, 2, distr1, 127, 163, 242, 223, 175, 219, 94, 136, 3, 3, true
7349-b,1461002955477,14,target, 220, 89, 248, 201, 166, 108, 165, 229, 1, 1, distr2, 218, 237, 123, 116, 132, 119, 73, 50, 2, 2, distr1, 142, 217, 188, 149, 67, 76, 216, 109, 3, 3, true
7349-b,1461002989929,15,target, 115, 53, 140, 147, 181, 69, 141, 73, 1, 2, distr2, 78, 165, 169, 74, 92, 133, 163, 217, 3, 1, distr1, 102, 120, 106, 143, 91, 206, 208, 227, 2, 3, true
7349-b,1461003024811,16,target, 200, 97, 204, 53, 118, 63, 233, 55, 3, 3, distr1, 217, 186, 201, 248, 97, 163, 112, 187, 2, 2, distr2, 226, 165, 141, 207, 80, 175, 210, 201, 1, 1, true
7349-b,1461003089521,17,target, 72, 170, 82, 105, 88, 242, 234, 188, 1, 2, distr1, 134, 142, 226, 132, 210, 190, 189, 99, 3, 1, distr2, 67, 82, 236, 165, 215, 213, 190, 95, 2, 3, true
7349-b,1461003107893,18,target, 94, 187, 186, 158, 173, 101, 103, 192, 2, 1, distr1, 230, 129, 172, 141, 193, 249, 161, 196, 1, 2, distr2, 234, 146, 59, 100, 57, 63, 81, 95, 3, 3, true
7349-b,1461003155599,19,target, 150, 102, 118, 181, 75, 170, 242, 90, 3, 1, distr1, 203, 139, 244, 70, 158, 62, 186, 227, 1, 3, distr2, 50, 125, 219, 200, 117, 87, 92, 225, 2, 2, true
7349-b,1461003188138,20,target, 179, 129, 157, 66, 76, 136, 248, 165, 3, 2, distr1, 59, 83, 158, 95, 87, 183, 52, 71, 1, 3, distr2, 214, 122, 223, 209, 208, 81, 103, 154, 2, 1, true
7349-b,1461003220657,21,target, 76, 240, 117, 73, 183, 128, 197, 208, 1, 3, distr2, 158, 156, 235, 83, 179, 117, 104, 165, 3, 2, distr1, 96, 167, 215, 151, 181, 111, 50, 63, 2, 1, true
7349-b,1461003234328,22,target, 227, 103, 76, 143, 154, 232, 249, 150, 1, 2, distr1, 235, 86, 146, 181, 161, 155, 184, 132, 2, 1, distr2, 117, 55, 78, 69, 198, 197, 187, 158, 3, 3, true
7349-b,1461003248881,23,target, 107, 182, 83, 58, 243, 163, 161, 111, 3, 2, distr1, 189, 218, 247, 93, 64, 114, 162, 199, 1, 1, distr2, 172, 74, 91, 129, 191, 70, 164, 140, 2, 3, true
7349-b,1461003269499,24,target, 223, 89, 94, 167, 201, 228, 80, 192, 1, 1, distr2, 135, 229, 159, 106, 74, 94, 67, 75, 3, 3, distr1, 155, 195, 217, 180, 84, 242, 219, 95, 2, 2, true
