gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
3180-3,1461011091401,1,target, 127, 50, 191, 59, 224, 63, 126, 234, 1, 2, distr2, 72, 185, 115, 108, 241, 180, 130, 77, 3, 3, distr1, 169, 82, 204, 131, 203, 79, 61, 176, 2, 1, true
3180-3,1461011114706,2,target, 131, 221, 227, 135, 124, 140, 68, 136, 2, 1, distr2, 199, 165, 108, 96, 167, 145, 180, 219, 1, 3, distr1, 239, 79, 50, 212, 230, 56, 67, 71, 3, 2, true
3180-3,1461011128165,3,target, 80, 159, 249, 66, 151, 180, 242, 241, 1, 1, distr2, 176, 88, 194, 241, 142, 244, 166, 124, 3, 2, distr1, 62, 131, 211, 66, 95, 64, 104, 71, 2, 3, true
3180-3,1461011140109,4,target, 177, 188, 83, 129, 114, 239, 81, 207, 3, 1, distr1, 159, 197, 100, 196, 219, 201, 73, 237, 2, 3, distr2, 121, 221, 170, 58, 79, 110, 128, 137, 1, 2, true
3180-3,1461011185998,5,target, 94, 213, 211, 86, 138, 119, 125, 158, 1, 2, distr1, 69, 195, 128, 134, 156, 60, 152, 139, 3, 3, distr2, 137, 249, 161, 158, 209, 180, 71, 239, 2, 1, true
3180-3,1461011229261,6,target, 211, 196, 156, 155, 62, 64, 246, 197, 1, 2, distr1, 235, 178, 106, 108, 79, 77, 102, 137, 2, 1, distr2, 206, 214, 81, 137, 161, 88, 96, 239, 3, 3, true
3180-3,1461011249957,7,target, 159, 169, 92, 96, 163, 239, 83, 243, 2, 3, distr1, 232, 238, 174, 55, 197, 82, 224, 248, 1, 2, distr2, 208, 178, 189, 198, 56, 69, 163, 112, 3, 1, true
3180-3,1461011272685,8,target, 176, 77, 169, 91, 63, 131, 102, 229, 1, 1, distr2, 156, 198, 59, 132, 160, 239, 111, 93, 3, 2, distr1, 77, 142, 112, 131, 98, 95, 161, 198, 2, 3, true
3180-3,1461011300357,9,target, 121, 230, 193, 175, 152, 55, 106, 139, 1, 3, distr2, 172, 65, 93, 209, 84, 249, 120, 165, 2, 2, distr1, 130, 233, 178, 237, 115, 160, 74, 193, 3, 1, true
3180-3,1461011321957,10,target, 230, 145, 144, 219, 91, 131, 179, 76, 1, 2, distr1, 103, 88, 77, 105, 100, 140, 96, 236, 2, 1, distr2, 79, 175, 120, 138, 193, 149, 153, 195, 3, 3, true
3180-3,1461011364135,11,target, 94, 173, 125, 51, 197, 122, 72, 62, 3, 1, distr1, 92, 96, 119, 208, 225, 134, 131, 51, 2, 3, distr2, 164, 224, 75, 65, 107, 181, 238, 129, 1, 2, true
3180-3,1461011388178,12,target, 57, 51, 186, 137, 245, 159, 167, 100, 2, 2, distr1, 197, 97, 110, 223, 239, 199, 82, 209, 3, 1, distr2, 75, 150, 206, 192, 69, 50, 72, 249, 1, 3, true
3180-3,1461011411613,13,target, 188, 112, 145, 80, 217, 243, 65, 105, 1, 1, distr1, 248, 50, 173, 178, 190, 236, 150, 212, 2, 3, distr2, 99, 142, 50, 190, 59, 248, 115, 118, 3, 2, true
3180-3,1461011442787,14,target, 123, 65, 209, 127, 234, 150, 54, 67, 3, 3, distr1, 208, 197, 216, 62, 224, 171, 184, 109, 1, 2, distr2, 94, 78, 153, 180, 82, 67, 201, 137, 2, 1, true
3180-3,1461011453999,15,target, 195, 245, 63, 221, 126, 120, 142, 86, 3, 1, distr2, 188, 217, 99, 168, 106, 68, 154, 95, 1, 2, distr1, 91, 140, 186, 166, 103, 210, 198, 80, 2, 3, true
3180-3,1461011471885,16,target, 81, 157, 164, 248, 156, 237, 63, 64, 1, 1, distr1, 189, 214, 62, 157, 156, 104, 109, 123, 2, 2, distr2, 129, 150, 165, 213, 244, 134, 173, 126, 3, 3, true
3180-3,1461011534366,17,target, 173, 215, 241, 149, 73, 146, 143, 55, 1, 3, distr1, 75, 169, 183, 56, 125, 230, 103, 92, 2, 1, distr2, 208, 205, 170, 173, 185, 71, 183, 75, 3, 2, true
3180-3,1461011567598,18,target, 85, 180, 248, 74, 232, 59, 247, 246, 3, 2, distr1, 55, 237, 248, 129, 160, 140, 163, 246, 2, 1, distr2, 171, 76, 228, 125, 59, 50, 143, 205, 1, 3, true
3180-3,1461011616216,19,distr1, 132, 126, 101, 216, 198, 220, 79, 102, 2, 2, distr2, 152, 105, 205, 199, 241, 190, 95, 189, 3, 3, target, 195, 185, 96, 73, 155, 219, 58, 189, 1, 1, false
3180-3,1461011660071,20,target, 142, 70, 209, 214, 86, 156, 73, 218, 1, 3, distr1, 227, 149, 120, 204, 164, 192, 216, 244, 2, 2, distr2, 136, 78, 241, 152, 131, 231, 196, 245, 3, 1, true
3180-3,1461011703254,21,target, 94, 63, 224, 180, 229, 231, 121, 129, 3, 3, distr1, 194, 134, 233, 57, 188, 213, 211, 110, 2, 2, distr2, 69, 134, 90, 76, 92, 117, 50, 77, 1, 1, true
3180-3,1461011752337,22,target, 221, 219, 76, 91, 164, 52, 93, 224, 3, 2, distr1, 57, 92, 118, 69, 244, 154, 194, 144, 2, 3, distr2, 93, 185, 105, 196, 146, 118, 191, 249, 1, 1, true
3180-3,1461011767438,23,target, 203, 52, 110, 102, 209, 132, 141, 228, 2, 1, distr2, 66, 91, 189, 228, 244, 209, 132, 106, 1, 3, distr1, 94, 135, 124, 183, 209, 131, 198, 86, 3, 2, true
3180-3,1461011784947,24,target, 84, 88, 161, 162, 189, 123, 142, 94, 3, 1, distr2, 60, 110, 209, 65, 243, 62, 56, 219, 2, 3, distr1, 219, 141, 83, 178, 229, 95, 100, 195, 1, 2, true
3180-3,1461011815041,25,distr2, 121, 88, 123, 128, 173, 109, 240, 92, 3, 3, target, 185, 206, 191, 50, 55, 134, 91, 214, 2, 1, distr1, 131, 86, 68, 104, 177, 216, 242, 79, 1, 2, false
3180-3,1461011856946,26,target, 70, 90, 50, 109, 80, 148, 198, 84, 1, 3, distr2, 246, 97, 153, 212, 215, 131, 204, 71, 2, 1, distr1, 191, 241, 217, 127, 145, 116, 247, 58, 3, 2, true
3180-3,1461011907560,27,target, 191, 61, 68, 92, 230, 144, 203, 109, 1, 2, distr2, 99, 107, 97, 223, 108, 214, 134, 56, 3, 3, distr1, 156, 129, 246, 153, 94, 98, 69, 201, 2, 1, true
3180-3,1461011934490,28,target, 55, 159, 173, 204, 72, 121, 200, 182, 1, 3, distr2, 236, 140, 118, 127, 210, 229, 84, 248, 2, 1, distr1, 88, 176, 155, 86, 61, 110, 177, 175, 3, 2, true
3180-3,1461011963036,29,target, 201, 54, 67, 144, 74, 174, 99, 122, 1, 3, distr1, 80, 165, 87, 233, 117, 89, 132, 234, 2, 2, distr2, 75, 204, 162, 189, 89, 117, 234, 107, 3, 1, true
3180-3,1461011995146,30,target, 153, 102, 83, 186, 75, 140, 69, 99, 2, 2, distr2, 94, 124, 235, 185, 88, 143, 104, 206, 1, 3, distr1, 119, 79, 63, 161, 107, 54, 236, 159, 3, 1, true
3180-3,1461012075552,31,target, 180, 149, 137, 68, 99, 150, 167, 112, 3, 1, distr1, 87, 56, 65, 246, 83, 169, 197, 122, 1, 2, distr2, 213, 107, 142, 103, 174, 240, 110, 185, 2, 3, true
3180-3,1461012128291,32,target, 229, 83, 197, 179, 117, 243, 130, 65, 1, 1, distr1, 246, 155, 54, 178, 240, 177, 224, 136, 2, 3, distr2, 206, 242, 190, 91, 67, 65, 183, 211, 3, 2, true
3180-3,1461012165339,33,target, 165, 222, 207, 56, 132, 163, 76, 227, 3, 2, distr1, 124, 142, 187, 160, 165, 144, 186, 127, 2, 1, distr2, 70, 210, 137, 82, 159, 93, 162, 77, 1, 3, true
3180-3,1461012206913,34,target, 89, 231, 187, 158, 82, 177, 208, 164, 1, 1, distr1, 240, 133, 188, 74, 181, 245, 217, 208, 3, 2, distr2, 85, 222, 240, 188, 124, 232, 125, 204, 2, 3, true
3180-3,1461012276153,35,target, 58, 246, 183, 218, 55, 169, 68, 127, 2, 2, distr1, 142, 231, 61, 201, 182, 137, 78, 90, 3, 3, distr2, 181, 210, 124, 168, 55, 83, 150, 117, 1, 1, true
3180-3,1461012315200,36,target, 160, 247, 67, 81, 119, 134, 164, 97, 1, 2, distr1, 139, 143, 134, 244, 63, 130, 233, 107, 3, 3, distr2, 172, 198, 243, 176, 120, 215, 111, 195, 2, 1, true
3180-3,1461012340336,37,target, 107, 85, 121, 152, 237, 221, 101, 68, 1, 1, distr1, 238, 223, 117, 209, 102, 157, 140, 197, 3, 2, distr2, 146, 82, 98, 214, 229, 167, 64, 57, 2, 3, true
3180-3,1461012779699,38,distr1, 80, 90, 239, 181, 142, 140, 237, 139, 3, 2, distr2, 172, 150, 115, 58, 204, 156, 220, 66, 1, 1, target, 211, 72, 232, 137, 151, 174, 199, 187, 2, 3, false
3180-3,1461012818982,39,target, 130, 80, 109, 178, 180, 107, 100, 115, 2, 2, distr1, 62, 63, 121, 80, 192, 53, 193, 220, 1, 3, distr2, 104, 139, 143, 219, 60, 228, 64, 160, 3, 1, true
3180-3,1461012854404,40,target, 92, 222, 166, 95, 161, 179, 188, 144, 3, 1, distr1, 121, 227, 180, 224, 168, 245, 51, 170, 2, 2, distr2, 82, 70, 111, 191, 240, 104, 225, 228, 1, 3, true
3180-3,1461012874596,41,target, 153, 169, 56, 248, 197, 199, 224, 72, 3, 2, distr1, 119, 203, 166, 135, 117, 180, 175, 217, 1, 3, distr2, 219, 182, 228, 58, 56, 210, 108, 82, 2, 1, true
