gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
2480-4,1461009847980,1,distr2, 132, 180, 106, 196, 77, 129, 130, 69, 1, 2, target, 72, 178, 60, 214, 88, 101, 109, 220, 3, 3, distr1, 135, 93, 64, 51, 173, 62, 169, 58, 2, 1, false
2480-4,1461009874738,2,distr1, 193, 168, 137, 163, 188, 232, 59, 84, 2, 2, target, 127, 157, 58, 111, 115, 105, 141, 91, 3, 3, distr2, 244, 129, 209, 63, 146, 111, 162, 157, 1, 1, false
2480-4,1461009939985,3,target, 186, 88, 149, 115, 141, 139, 135, 119, 1, 1, distr2, 229, 136, 177, 139, 221, 179, 138, 55, 2, 2, distr1, 168, 215, 244, 91, 174, 209, 120, 219, 3, 3, true
2480-4,1461009956888,4,distr2, 157, 61, 74, 111, 144, 145, 106, 195, 3, 3, distr1, 226, 64, 164, 83, 93, 113, 100, 50, 1, 2, target, 121, 228, 197, 155, 126, 217, 157, 238, 2, 1, false
2480-4,1461010029872,5,distr1, 159, 182, 173, 153, 236, 218, 248, 71, 1, 2, target, 243, 112, 205, 81, 134, 109, 79, 183, 2, 1, distr2, 117, 144, 67, 112, 124, 196, 105, 238, 3, 3, false
2480-4,1461010052872,6,target, 226, 238, 225, 144, 138, 90, 64, 181, 1, 2, distr2, 157, 249, 213, 149, 113, 79, 153, 138, 3, 1, distr1, 108, 228, 161, 198, 244, 245, 101, 91, 2, 3, true
2480-4,1461010100801,7,distr1, 55, 91, 77, 53, 237, 145, 245, 60, 2, 2, target, 231, 170, 160, 67, 187, 137, 66, 175, 3, 1, distr2, 244, 185, 99, 134, 76, 96, 169, 222, 1, 3, false
2480-4,1461010174584,8,distr2, 88, 80, 106, 222, 188, 129, 79, 100, 1, 1, target, 197, 147, 212, 134, 60, 193, 76, 103, 3, 3, distr1, 131, 222, 116, 186, 188, 127, 104, 160, 2, 2, false
2480-4,1461010215848,9,distr1, 62, 149, 174, 81, 219, 109, 244, 182, 3, 3, distr2, 186, 66, 199, 248, 73, 118, 190, 72, 1, 1, target, 132, 217, 197, 133, 101, 111, 103, 119, 2, 2, false
2480-4,1461010246672,10,distr1, 51, 222, 107, 68, 232, 138, 93, 215, 1, 3, target, 63, 215, 148, 232, 218, 155, 194, 64, 3, 2, distr2, 68, 140, 58, 229, 226, 141, 188, 65, 2, 1, false
