gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
9682-d,1461007913490,1,target, 54, 191, 110, 168, 65, 161, 182, 227, 3, 2, distr1, 204, 137, 91, 54, 124, 111, 236, 113, 1, 3, distr2, 135, 121, 59, 214, 128, 119, 136, 224, 2, 1, true
9682-d,1461007934955,2,target, 179, 233, 167, 172, 135, 61, 131, 225, 1, 2, distr2, 173, 76, 156, 50, 125, 165, 85, 127, 3, 1, distr1, 140, 232, 96, 187, 139, 236, 246, 56, 2, 3, true
9682-d,1461007981688,3,target, 170, 229, 199, 77, 241, 149, 196, 73, 2, 1, distr2, 53, 205, 163, 223, 161, 98, 80, 85, 3, 2, distr1, 147, 83, 142, 232, 172, 140, 72, 123, 1, 3, true
9682-d,1461008000127,4,target, 127, 185, 86, 76, 237, 99, 102, 152, 1, 3, distr1, 97, 137, 169, 222, 156, 80, 247, 233, 3, 2, distr2, 226, 161, 96, 177, 110, 210, 130, 171, 2, 1, true
9682-d,1461008106834,5,target, 118, 190, 174, 193, 51, 52, 178, 241, 2, 2, distr2, 214, 75, 110, 134, 189, 159, 55, 152, 3, 3, distr1, 104, 84, 124, 235, 244, 221, 85, 199, 1, 1, true
9682-d,1461008130204,6,target, 196, 169, 222, 246, 157, 87, 90, 223, 3, 2, distr2, 77, 145, 105, 193, 130, 101, 75, 249, 2, 1, distr1, 249, 207, 88, 243, 85, 51, 56, 230, 1, 3, true
9682-d,1461008146914,7,target, 199, 198, 165, 110, 50, 134, 223, 188, 2, 3, distr1, 243, 95, 232, 176, 93, 228, 231, 73, 1, 1, distr2, 76, 189, 192, 195, 122, 51, 89, 130, 3, 2, true
9682-d,1461008158726,8,target, 224, 89, 221, 124, 52, 86, 59, 227, 3, 1, distr1, 87, 194, 79, 166, 61, 225, 112, 228, 2, 3, distr2, 146, 140, 108, 96, 90, 69, 68, 116, 1, 2, true
9682-d,1461008177721,9,target, 104, 82, 121, 119, 156, 230, 167, 209, 1, 2, distr1, 107, 52, 93, 54, 154, 146, 192, 208, 2, 3, distr2, 108, 51, 194, 77, 224, 141, 118, 191, 3, 1, true
9682-d,1461008188071,10,target, 150, 137, 187, 65, 78, 243, 62, 241, 2, 1, distr2, 74, 223, 132, 218, 80, 87, 88, 204, 1, 2, distr1, 98, 223, 169, 70, 201, 77, 195, 123, 3, 3, true
9682-d,1461008210703,11,target, 80, 201, 173, 107, 62, 101, 205, 132, 1, 2, distr1, 221, 230, 237, 121, 69, 189, 146, 114, 2, 3, distr2, 109, 130, 207, 161, 184, 105, 246, 92, 3, 1, true
9682-d,1461008230390,12,distr1, 93, 88, 135, 97, 72, 193, 194, 143, 3, 3, target, 202, 240, 81, 131, 229, 54, 222, 62, 1, 1, distr2, 155, 203, 181, 248, 91, 162, 135, 120, 2, 2, false
9682-d,1461008254493,13,target, 77, 207, 173, 127, 169, 187, 197, 185, 2, 2, distr1, 98, 55, 86, 103, 166, 68, 208, 107, 3, 1, distr2, 93, 56, 78, 160, 249, 235, 97, 118, 1, 3, true
9682-d,1461008282027,14,target, 79, 132, 167, 104, 56, 188, 121, 156, 2, 1, distr2, 117, 238, 81, 83, 180, 115, 149, 189, 1, 3, distr1, 235, 199, 72, 119, 142, 192, 182, 134, 3, 2, true
9682-d,1461008301763,15,target, 133, 244, 113, 127, 68, 210, 242, 96, 2, 2, distr2, 241, 100, 112, 140, 110, 84, 91, 222, 1, 3, distr1, 150, 164, 198, 197, 57, 225, 109, 137, 3, 1, true
9682-d,1461008312998,16,distr2, 122, 235, 84, 75, 146, 78, 86, 91, 1, 1, distr1, 193, 90, 119, 61, 101, 155, 249, 213, 3, 3, target, 96, 58, 80, 203, 175, 228, 240, 123, 2, 2, false
9682-d,1461008330078,17,target, 227, 52, 234, 129, 219, 120, 159, 132, 1, 3, distr2, 235, 186, 86, 177, 127, 202, 192, 204, 3, 2, distr1, 115, 172, 243, 150, 191, 233, 159, 109, 2, 1, true
9682-d,1461008354488,18,target, 168, 229, 220, 225, 54, 93, 139, 218, 1, 1, distr1, 218, 147, 106, 139, 200, 188, 243, 79, 2, 3, distr2, 168, 63, 102, 73, 112, 114, 110, 183, 3, 2, true
9682-d,1461008381394,19,target, 187, 89, 137, 50, 78, 222, 203, 70, 1, 1, distr1, 80, 62, 93, 55, 120, 186, 134, 226, 2, 3, distr2, 141, 189, 86, 56, 152, 249, 180, 143, 3, 2, true
9682-d,1461008391577,20,target, 70, 126, 221, 157, 160, 220, 194, 226, 3, 3, distr1, 201, 65, 231, 96, 192, 229, 108, 60, 2, 1, distr2, 90, 152, 197, 206, 171, 55, 145, 212, 1, 2, true
