gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
5176-5,1461014785212,1,target, 228, 168, 204, 209, 193, 113, 134, 225, 2, 1, distr2, 110, 182, 156, 70, 68, 119, 69, 99, 1, 2, distr1, 203, 246, 146, 243, 120, 97, 193, 170, 3, 3, true
5176-5,1461014806308,2,target, 96, 202, 211, 83, 191, 69, 248, 227, 1, 3, distr2, 156, 103, 190, 126, 148, 108, 167, 122, 2, 1, distr1, 87, 198, 90, 71, 207, 128, 179, 73, 3, 2, true
5176-5,1461014821171,3,target, 157, 87, 167, 95, 132, 194, 86, 227, 2, 3, distr2, 69, 190, 185, 167, 146, 244, 54, 128, 1, 2, distr1, 239, 234, 91, 90, 109, 57, 73, 183, 3, 1, true
5176-5,1461014839409,4,target, 135, 74, 139, 126, 177, 140, 141, 143, 1, 3, distr1, 148, 101, 211, 164, 200, 152, 119, 115, 2, 1, distr2, 136, 81, 214, 54, 164, 155, 79, 203, 3, 2, true
5176-5,1461014864933,5,target, 128, 104, 170, 127, 247, 235, 150, 161, 2, 1, distr2, 203, 152, 202, 232, 64, 83, 167, 114, 3, 2, distr1, 248, 238, 104, 186, 101, 128, 76, 54, 1, 3, true
5176-5,1461014878437,6,target, 145, 151, 78, 238, 202, 234, 107, 220, 2, 1, distr2, 115, 182, 81, 227, 192, 105, 169, 179, 1, 2, distr1, 193, 228, 171, 59, 175, 209, 216, 66, 3, 3, true
5176-5,1461014888275,7,target, 153, 61, 176, 210, 63, 175, 204, 240, 3, 3, distr2, 161, 205, 107, 218, 121, 61, 225, 72, 2, 2, distr1, 202, 77, 208, 83, 162, 129, 141, 56, 1, 1, true
5176-5,1461014912887,8,target, 130, 138, 151, 167, 66, 209, 184, 123, 2, 1, distr2, 52, 227, 164, 141, 204, 144, 206, 155, 3, 3, distr1, 117, 118, 128, 231, 60, 84, 176, 144, 1, 2, true
5176-5,1461014926788,9,target, 68, 222, 204, 111, 249, 130, 105, 74, 2, 3, distr2, 205, 217, 238, 63, 247, 162, 141, 55, 3, 1, distr1, 111, 241, 218, 180, 80, 120, 173, 237, 1, 2, true
5176-5,1461014936004,10,target, 85, 54, 50, 143, 245, 94, 108, 117, 3, 1, distr2, 231, 164, 175, 232, 221, 138, 125, 224, 2, 3, distr1, 143, 190, 75, 201, 124, 106, 222, 207, 1, 2, true
