gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
3353-2,1461004774896,1,target, 218, 188, 97, 164, 61, 114, 229, 142, 2, 3, distr1, 173, 176, 163, 229, 83, 58, 220, 87, 1, 2, distr2, 75, 108, 242, 194, 68, 168, 215, 195, 3, 1, true
3353-2,1461004790018,2,target, 134, 99, 158, 145, 136, 121, 234, 169, 3, 1, distr1, 52, 166, 116, 97, 183, 209, 136, 92, 1, 2, distr2, 56, 165, 177, 82, 215, 156, 234, 209, 2, 3, true
3353-2,1461004816727,3,target, 167, 164, 241, 185, 90, 157, 219, 102, 1, 1, distr1, 72, 147, 132, 75, 231, 100, 92, 189, 2, 2, distr2, 219, 192, 147, 221, 60, 135, 136, 230, 3, 3, true
3353-2,1461004832471,4,distr2, 153, 159, 146, 162, 226, 248, 249, 243, 2, 3, target, 61, 106, 92, 73, 240, 195, 155, 128, 3, 2, distr1, 57, 121, 100, 223, 211, 98, 69, 130, 1, 1, false
3353-2,1461004882783,5,target, 102, 73, 100, 240, 139, 202, 83, 222, 2, 1, distr1, 243, 182, 212, 166, 108, 222, 112, 71, 3, 3, distr2, 118, 104, 63, 233, 124, 202, 86, 77, 1, 2, true
3353-2,1461004963022,6,target, 144, 222, 128, 95, 245, 117, 148, 76, 3, 1, distr2, 127, 166, 249, 74, 82, 60, 108, 57, 2, 2, distr1, 86, 184, 132, 144, 210, 152, 57, 229, 1, 3, true
3353-2,1461004979270,7,target, 137, 192, 59, 74, 244, 108, 113, 71, 2, 2, distr1, 245, 222, 246, 101, 113, 207, 233, 147, 1, 1, distr2, 162, 138, 132, 135, 106, 69, 185, 230, 3, 3, true
3353-2,1461004990995,8,target, 201, 212, 194, 149, 86, 217, 238, 85, 3, 3, distr1, 181, 179, 170, 92, 195, 182, 243, 245, 2, 2, distr2, 200, 214, 171, 234, 115, 66, 132, 160, 1, 1, true
3353-2,1461005002276,9,target, 217, 89, 219, 147, 84, 204, 90, 53, 2, 1, distr1, 170, 230, 219, 249, 99, 107, 132, 134, 1, 3, distr2, 200, 95, 101, 63, 104, 100, 245, 58, 3, 2, true
3353-2,1461005015972,10,target, 136, 109, 101, 242, 160, 99, 69, 236, 2, 2, distr1, 232, 84, 59, 202, 61, 177, 51, 71, 1, 3, distr2, 228, 178, 92, 188, 50, 199, 125, 123, 3, 1, true
