gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
5083-e,1476989515457,1,closer,target,285,30,50,3,2,distr2,281,16,50,1,1,distr1,289,71,50,2,3,12,9,19,true
5083-e,1476989539171,2,closer,distr1,279,15,50,3,2,distr2,266,46,50,1,1,target,284,45,50,2,3,15,7,17,false
5083-e,1476989563527,3,closer,target,131,8,50,1,3,distr1,113,29,50,3,1,distr2,154,39,50,2,2,17,17,10,true
5083-e,1476989573178,4,equal,target,81,13,50,1,1,distr2,8,26,50,2,3,distr1,281,17,50,3,2,40,32,21,true
5083-e,1476989589791,5,equal,target,276,76,50,3,3,distr2,71,3,50,2,1,distr1,339,44,50,1,2,25,41,31,true
5083-e,1476989615799,6,closer,target,175,77,50,3,2,distr2,176,46,50,2,3,distr1,166,95,50,1,1,11,10,19,true
5083-e,1476989623366,7,equal,target,196,36,50,3,1,distr1,116,64,50,2,3,distr2,347,80,50,1,2,45,56,85,true
5083-e,1476989634995,8,closer,distr1,251,41,50,2,2,distr2,273,24,50,3,3,target,279,13,50,1,1,19,8,13,false
5083-e,1476989642297,9,equal,distr1,343,75,50,1,3,target,293,86,50,3,1,distr2,134,11,50,2,2,27,40,50,false
5083-e,1476989655265,10,further,target,25,56,50,1,1,distr2,302,2,50,2,2,distr1,31,68,50,3,3,7,26,30,true
5083-e,1476989663093,11,closer,target,337,33,50,1,3,distr1,11,43,50,3,1,distr2,11,8,50,2,2,19,19,18,true
5083-e,1476989673953,12,equal,target,143,39,50,2,3,distr2,60,64,50,3,2,distr1,356,0,50,1,1,27,27,36,true
5083-e,1476989681682,13,equal,target,271,48,50,2,3,distr2,132,79,50,3,2,distr1,20,35,50,1,1,41,66,55,true
