param,value,prob
blueSquare1,0.9104431103766846,-6.907755278982137
blueSquare2,0.9203409635545455,-6.907755278982137
2,0.03026639797263065,-6.907755278982137
3,0.502618709375018,-6.907755278982137
4,0.22574176881723435,-6.907755278982137
5,0.4638144528985142,-6.907755278982137
6,0.3347501423342114,-6.907755278982137
7,0.16080972803476679,-6.907755278982137
blueSquare1,0.565444159885219,-6.907755278982137
blueSquare2,0.9069928328275734,-6.907755278982137
2,0.11106752995134671,-6.907755278982137
3,0.4177764872376056,-6.907755278982137
4,0.16122798315995268,-6.907755278982137
5,0.16544201385472124,-6.907755278982137
6,0.16597482901557536,-6.907755278982137
7,0.4090717317537097,-6.907755278982137
blueSquare1,0.19051443830900275,-6.907755278982137
blueSquare2,0.7708992740715357,-6.907755278982137
2,0.8122337914615462,-6.907755278982137
3,0.35265392863796935,-6.907755278982137
4,0.3578368879310729,-6.907755278982137
5,0.6906980248190554,-6.907755278982137
6,0.45984146133144693,-6.907755278982137
7,0.17943897754911328,-6.907755278982137
blueSquare1,0.7449910777619485,-6.907755278982137
blueSquare2,0.9136478724707118,-6.907755278982137
2,0.18111183840045902,-6.907755278982137
3,0.27206997097522123,-6.907755278982137
4,0.25796500119580384,-6.907755278982137
5,0.4421158658971852,-6.907755278982137
6,0.23250758937750415,-6.907755278982137
7,0.7189246653481317,-6.907755278982137
blueSquare1,0.591789258214621,-6.907755278982137
blueSquare2,0.8950258976669513,-6.907755278982137
2,0.22269635324432904,-6.907755278982137
3,0.250160266352385,-6.907755278982137
4,0.6980491187111609,-6.907755278982137
5,0.5976026839496777,-6.907755278982137
6,0.3301842186836253,-6.907755278982137
7,0.56708967013952,-6.907755278982137
blueSquare1,0.42142173037679204,-6.907755278982137
blueSquare2,0.7130899603436726,-6.907755278982137
2,0.5162691996592412,-6.907755278982137
3,0.34863349899406,-6.907755278982137
4,0.12307775427741319,-6.907755278982137
5,0.338160745152611,-6.907755278982137
6,0.31742797868816885,-6.907755278982137
7,0.11705329079248263,-6.907755278982137
blueSquare1,0.7154423500233292,-6.907755278982137
blueSquare2,0.8574450125939369,-6.907755278982137
2,0.28872998635724384,-6.907755278982137
3,0.4595265585655195,-6.907755278982137
4,0.17659766273888547,-6.907755278982137
5,0.6261147700620083,-6.907755278982137
6,0.4108488901144715,-6.907755278982137
7,0.23684492841375757,-6.907755278982137
blueSquare1,0.7507450503747574,-6.907755278982137
blueSquare2,0.8563447273356093,-6.907755278982137
2,0.19893944046299608,-6.907755278982137
3,0.6299153983182778,-6.907755278982137
4,0.04982877888652678,-6.907755278982137
5,0.372865139359894,-6.907755278982137
6,0.09555931267677951,-6.907755278982137
7,0.21370259961042332,-6.907755278982137
blueSquare1,0.6257233533261923,-6.907755278982137
blueSquare2,0.8897705208769793,-6.907755278982137
2,0.466958621067461,-6.907755278982137
3,0.3803534993898413,-6.907755278982137
4,0.3774555459864587,-6.907755278982137
5,0.3681608971470208,-6.907755278982137
6,0.11276784282364975,-6.907755278982137
7,0.23633152790207462,-6.907755278982137
blueSquare1,0.7805475406008913,-6.907755278982137
blueSquare2,0.758198444220221,-6.907755278982137
2,0.6890827797992615,-6.907755278982137
3,0.3827583239130009,-6.907755278982137
4,0.32927646942446925,-6.907755278982137
5,0.35040059349294694,-6.907755278982137
6,0.4805691985096792,-6.907755278982137
7,0.26250038170733814,-6.907755278982137
blueSquare1,0.7308719102899822,-6.907755278982137
blueSquare2,0.9272406506641963,-6.907755278982137
2,0.4261559785415987,-6.907755278982137
3,0.30688896417419437,-6.907755278982137
4,0.2287610726352909,-6.907755278982137
5,0.500451921920983,-6.907755278982137
6,0.3034480538538811,-6.907755278982137
7,0.2123085437981318,-6.907755278982137
blueSquare1,0.7127499181373376,-6.907755278982137
blueSquare2,0.7901446798194685,-6.907755278982137
2,0.4678359799222141,-6.907755278982137
3,0.38015580990545095,-6.907755278982137
4,0.4870558836863086,-6.907755278982137
5,0.20675562104841683,-6.907755278982137
6,0.6657161607696036,-6.907755278982137
7,0.21579358940151505,-6.907755278982137
blueSquare1,0.7592926976233888,-6.907755278982137
blueSquare2,0.9381889600905664,-6.907755278982137
2,0.43016171445375634,-6.907755278982137
3,0.13903505575836334,-6.907755278982137
4,0.093661667983742,-6.907755278982137
5,0.4121705858095619,-6.907755278982137
6,0.23500616932847015,-6.907755278982137
7,0.15403706993190786,-6.907755278982137
blueSquare1,0.6835918386832919,-6.907755278982137
blueSquare2,0.9195153923707936,-6.907755278982137
2,0.33263674783678276,-6.907755278982137
3,0.3909341172812666,-6.907755278982137
4,0.24367139828161183,-6.907755278982137
5,0.24834500998011297,-6.907755278982137
6,0.4282715895654702,-6.907755278982137
7,0.42068370028804397,-6.907755278982137
blueSquare1,0.7850029612172064,-6.907755278982137
blueSquare2,0.9195361314805424,-6.907755278982137
2,0.505216615811351,-6.907755278982137
3,0.2367052303643897,-6.907755278982137
4,0.1721828285894595,-6.907755278982137
5,0.7045461294026782,-6.907755278982137
6,0.22645666199487965,-6.907755278982137
7,0.3142830755631094,-6.907755278982137
blueSquare1,0.6765005400590618,-6.907755278982137
blueSquare2,0.7668153703557157,-6.907755278982137
2,0.5006707175417802,-6.907755278982137
3,0.21280307397204762,-6.907755278982137
4,0.14773177457524253,-6.907755278982137
5,0.31153057826523123,-6.907755278982137
6,0.5861913939195816,-6.907755278982137
7,0.4418310185547956,-6.907755278982137
blueSquare1,0.3485109250918273,-6.907755278982137
blueSquare2,0.8795880593057154,-6.907755278982137
2,0.5172644770866214,-6.907755278982137
3,0.3242938659719119,-6.907755278982137
4,0.36708809486121163,-6.907755278982137
5,0.30489086896269646,-6.907755278982137
6,0.45071014508947704,-6.907755278982137
7,0.2735251854742877,-6.907755278982137
blueSquare1,0.8326406884664133,-6.907755278982137
blueSquare2,0.9347636612265037,-6.907755278982137
2,0.24612215204199217,-6.907755278982137
3,0.09018750042965215,-6.907755278982137
4,0.6475880578939033,-6.907755278982137
5,0.14852813168314533,-6.907755278982137
6,0.19373131467341653,-6.907755278982137
7,0.14466214881206527,-6.907755278982137
blueSquare1,0.4707761727890852,-6.907755278982137
blueSquare2,0.7623654240938973,-6.907755278982137
2,0.32870572022626293,-6.907755278982137
3,0.6806439929999548,-6.907755278982137
4,0.3797660873494747,-6.907755278982137
5,0.20086247988682102,-6.907755278982137
6,0.09298549899168197,-6.907755278982137
7,0.37023812281971635,-6.907755278982137
blueSquare1,0.7605577661102175,-6.907755278982137
blueSquare2,0.7914350185663703,-6.907755278982137
2,0.12057301987108457,-6.907755278982137
3,0.15688790918001952,-6.907755278982137
4,0.18854415347510442,-6.907755278982137
5,0.4892824414123362,-6.907755278982137
6,0.34395917630970035,-6.907755278982137
7,0.18026095738647324,-6.907755278982137
blueSquare1,0.7785371018919763,-6.907755278982137
blueSquare2,0.8898283324933349,-6.907755278982137
2,0.7059593599789379,-6.907755278982137
3,0.6739286818091552,-6.907755278982137
4,0.20553178789664864,-6.907755278982137
5,0.5642305206748255,-6.907755278982137
6,0.16436426973448193,-6.907755278982137
7,0.178820220008488,-6.907755278982137
blueSquare1,0.6134321510053263,-6.907755278982137
blueSquare2,0.7860832813281154,-6.907755278982137
2,0.3918390457047704,-6.907755278982137
3,0.7101113097905727,-6.907755278982137
4,0.28926325888391247,-6.907755278982137
5,0.28760005585761644,-6.907755278982137
6,0.11948311802730223,-6.907755278982137
7,0.19221314613868423,-6.907755278982137
blueSquare1,0.35855218412967266,-6.907755278982137
blueSquare2,0.8209780677779657,-6.907755278982137
2,0.27567691149443296,-6.907755278982137
3,0.3127163015729025,-6.907755278982137
4,0.7157623720583901,-6.907755278982137
5,0.24320825383274838,-6.907755278982137
6,0.6409714106835583,-6.907755278982137
7,0.5899700917391328,-6.907755278982137
blueSquare1,0.5740467612701116,-6.907755278982137
blueSquare2,0.7274995987566186,-6.907755278982137
2,0.4565872855529759,-6.907755278982137
3,0.6798355407479151,-6.907755278982137
4,0.5055597838218732,-6.907755278982137
5,0.16010585108268824,-6.907755278982137
6,0.16287602845614876,-6.907755278982137
7,0.2950429581647895,-6.907755278982137
blueSquare1,0.7047814814411616,-6.907755278982137
blueSquare2,0.8908663949439136,-6.907755278982137
2,0.14653487671331622,-6.907755278982137
3,0.4219585614097538,-6.907755278982137
4,0.2819214028079747,-6.907755278982137
5,0.21628447603976142,-6.907755278982137
6,0.604706752098455,-6.907755278982137
7,0.46331189657287614,-6.907755278982137
blueSquare1,0.7497932338817287,-6.907755278982137
blueSquare2,0.8980542654459575,-6.907755278982137
2,0.2815077646743317,-6.907755278982137
3,0.48862484232610826,-6.907755278982137
4,0.44679265458448814,-6.907755278982137
5,0.09563807684051948,-6.907755278982137
6,0.3869176924593392,-6.907755278982137
7,0.08547239072296521,-6.907755278982137
blueSquare1,0.7776077184392135,-6.907755278982137
blueSquare2,0.7545149271685446,-6.907755278982137
2,0.5874674873741532,-6.907755278982137
3,0.3298492912937541,-6.907755278982137
4,0.7003845188992884,-6.907755278982137
5,0.18266670837726837,-6.907755278982137
6,0.5574515703420426,-6.907755278982137
7,0.26745894726667113,-6.907755278982137
blueSquare1,0.8098923221292567,-6.907755278982137
blueSquare2,0.9323221698637573,-6.907755278982137
2,0.4687670562036072,-6.907755278982137
3,0.5873491296394834,-6.907755278982137
4,0.5627414955574528,-6.907755278982137
5,0.3237350212486285,-6.907755278982137
6,0.4354790846188294,-6.907755278982137
7,0.357671546881517,-6.907755278982137
blueSquare1,0.7973071575823816,-6.907755278982137
blueSquare2,0.8583392936505927,-6.907755278982137
2,0.4126911405644828,-6.907755278982137
3,0.6218605480728047,-6.907755278982137
4,0.41404357134425845,-6.907755278982137
5,0.3046248432429377,-6.907755278982137
6,0.5448385341459722,-6.907755278982137
7,0.29296582170660884,-6.907755278982137
blueSquare1,0.7119513560035432,-6.907755278982137
blueSquare2,0.8903538857754967,-6.907755278982137
2,0.2272881722958583,-6.907755278982137
3,0.19351734503599347,-6.907755278982137
4,0.7398784756261682,-6.907755278982137
5,0.3653656146586932,-6.907755278982137
6,0.4194473523586151,-6.907755278982137
7,0.3124391458424605,-6.907755278982137
blueSquare1,0.605976030571648,-6.907755278982137
blueSquare2,0.9348138829307014,-6.907755278982137
2,0.2532833948887749,-6.907755278982137
3,0.39140439135091454,-6.907755278982137
4,0.6999657720823602,-6.907755278982137
5,0.1627418294905482,-6.907755278982137
6,0.22193287233444756,-6.907755278982137
7,0.2928277271547657,-6.907755278982137
blueSquare1,0.8252569038843552,-6.907755278982137
blueSquare2,0.8090989600275558,-6.907755278982137
2,0.522184130890844,-6.907755278982137
3,0.3617417191569788,-6.907755278982137
4,0.24729306825703126,-6.907755278982137
5,0.3561554441576363,-6.907755278982137
6,0.23460917747527613,-6.907755278982137
7,0.12549643284519874,-6.907755278982137
blueSquare1,0.5689254940906423,-6.907755278982137
blueSquare2,0.8916461415777895,-6.907755278982137
2,0.18755267815731516,-6.907755278982137
3,0.40547077567948187,-6.907755278982137
4,0.5258177325772423,-6.907755278982137
5,0.28102181297990414,-6.907755278982137
6,0.3036935630843377,-6.907755278982137
7,0.495792501862778,-6.907755278982137
blueSquare1,0.724038839235789,-6.907755278982137
blueSquare2,0.8895820793237027,-6.907755278982137
2,0.449053748746535,-6.907755278982137
3,0.5475820409618741,-6.907755278982137
4,0.48248363833989893,-6.907755278982137
5,0.13560364488426144,-6.907755278982137
6,0.16865866966897303,-6.907755278982137
7,0.18011279576266315,-6.907755278982137
blueSquare1,0.6417688244851236,-6.907755278982137
blueSquare2,0.8946009899561237,-6.907755278982137
2,0.3011656931600653,-6.907755278982137
3,0.7352043175918903,-6.907755278982137
4,0.47266653441142603,-6.907755278982137
5,0.3136707620496405,-6.907755278982137
6,0.6940362488374624,-6.907755278982137
7,0.4720004243317907,-6.907755278982137
blueSquare1,0.6328957936995377,-6.907755278982137
blueSquare2,0.839261856909099,-6.907755278982137
2,0.713286556218077,-6.907755278982137
3,0.25486855776582634,-6.907755278982137
4,0.1357324089046641,-6.907755278982137
5,0.2771652316955933,-6.907755278982137
6,0.2835341961664065,-6.907755278982137
7,0.1270299283015044,-6.907755278982137
blueSquare1,0.6949081116437416,-6.907755278982137
blueSquare2,0.8810116070319729,-6.907755278982137
2,0.3662237704804466,-6.907755278982137
3,0.5203825318568663,-6.907755278982137
4,0.5216875213879405,-6.907755278982137
5,0.18358817922067192,-6.907755278982137
6,0.30412815435757373,-6.907755278982137
7,0.17302164182914784,-6.907755278982137
blueSquare1,0.7551697736822764,-6.907755278982137
blueSquare2,0.9073883187267745,-6.907755278982137
2,0.17161569337704535,-6.907755278982137
3,0.30721820685172124,-6.907755278982137
4,0.21182650843179732,-6.907755278982137
5,0.38476493551594076,-6.907755278982137
6,0.2369099578530934,-6.907755278982137
7,0.4131746954712966,-6.907755278982137
blueSquare1,0.8916732726238933,-6.907755278982137
blueSquare2,0.8281580155009435,-6.907755278982137
2,0.6902802409775745,-6.907755278982137
3,0.21740483808598604,-6.907755278982137
4,0.3991258897305375,-6.907755278982137
5,0.5339502565047258,-6.907755278982137
6,0.27965183037250885,-6.907755278982137
7,0.19518229847751786,-6.907755278982137
blueSquare1,0.6503542299998488,-6.907755278982137
blueSquare2,0.6999993577609713,-6.907755278982137
2,0.29031213667730194,-6.907755278982137
3,0.5410170187405041,-6.907755278982137
4,0.3654666694245193,-6.907755278982137
5,0.2054820747012517,-6.907755278982137
6,0.22251365697581177,-6.907755278982137
7,0.1368270939155254,-6.907755278982137
blueSquare1,0.5202085450402244,-6.907755278982137
blueSquare2,0.8986385714750316,-6.907755278982137
2,0.5780090059068637,-6.907755278982137
3,0.7506103131055673,-6.907755278982137
4,0.18397407746690048,-6.907755278982137
5,0.5044834378748749,-6.907755278982137
6,0.3249601061934337,-6.907755278982137
7,0.16127573728497546,-6.907755278982137
blueSquare1,0.37811235144248606,-6.907755278982137
blueSquare2,0.9549941571448218,-6.907755278982137
2,0.3454023270395604,-6.907755278982137
3,0.326922892191833,-6.907755278982137
4,0.5015984119416989,-6.907755278982137
5,0.3574616002526556,-6.907755278982137
6,0.3975765315744521,-6.907755278982137
7,0.1521141994426106,-6.907755278982137
blueSquare1,0.7581683130661405,-6.907755278982137
blueSquare2,0.9283608392764636,-6.907755278982137
2,0.44723666163957965,-6.907755278982137
3,0.34764478513525204,-6.907755278982137
4,0.47716371698968857,-6.907755278982137
5,0.26847513558642094,-6.907755278982137
6,0.5478420411916445,-6.907755278982137
7,0.3340218375340188,-6.907755278982137
blueSquare1,0.6375535172395401,-6.907755278982137
blueSquare2,0.9131012565931352,-6.907755278982137
2,0.25119055031504045,-6.907755278982137
3,0.42617898242552027,-6.907755278982137
4,0.7915720422889704,-6.907755278982137
5,0.4772043870696432,-6.907755278982137
6,0.3063621392058008,-6.907755278982137
