iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	label	finalRole	eventType
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081616292	false	false	false	false	false	false	false	false	geme	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081624059	false	false	false	false	false	false	true	false	nake	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081625818	false	false	false	false	false	false	false	true	niho	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081627881	false	false	false	false	false	false	false	false	pali	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081632366	false	true	false	false	false	false	false	false	moha	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081636259	false	false	false	false	true	false	false	false	kano	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081646613	false	false	false	false	false	false	false	false	lugi	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081648513	true	false	false	false	false	false	false	false	mina	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081651653	false	false	false	false	false	true	false	false	kulu	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081671635	false	false	false	false	false	false	false	false	wepi	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081676205	false	false	false	false	false	true	false	false	koma	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081683815	false	false	true	false	false	false	false	false	wuwe	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081696759	false	false	false	false	false	false	false	false	piga	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081704200	false	false	false	true	false	false	false	false	wapa	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081707357	false	false	false	false	false	false	false	false	geme	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081711735	false	true	false	false	false	false	false	false	mepe	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081714845	false	false	true	false	false	false	false	false	wolo	speaker	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081718043	false	false	false	false	false	false	true	true	nake	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081729597	false	false	false	false	false	false	false	true	niho	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081740160	false	false	false	false	false	false	false	false	pali	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081752621	false	true	false	false	false	false	false	false	moha	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081769031	false	false	false	false	false	true	false	false	kano	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081772896	false	false	false	false	false	false	false	false	lugi	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081777586	false	false	false	false	false	false	false	false	mina	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081785146	false	false	false	false	true	false	false	false	kulu	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081804216	false	false	false	false	false	false	false	false	wepi	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081816266	false	false	false	false	true	false	false	false	koma	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081822727	false	false	false	false	false	true	false	false	wuwe	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081830503	false	false	false	false	false	false	false	false	piga	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081835082	false	false	false	true	false	false	false	false	wapa	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081839977	false	true	false	false	false	false	false	false	mepe	listener	postTestData
pilot0	9282-338ec381-b636-4f77-bf14-24d78c4ea1e9	1501081848045	false	false	false	false	false	false	false	false	wolo	listener	postTestData
