iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	label	finalRole	eventType
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563247373	false	false	false	false	true	true	false	false	pina	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563248510	false	false	false	false	true	false	false	false	pina	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563249907	false	false	false	false	false	false	true	true	mipe	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563253469	true	true	false	false	false	false	false	false	pule	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563253726	false	false	false	false	false	false	false	true	mipe	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563255515	false	false	false	false	false	false	false	false	higi	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563256510	false	false	false	false	false	false	false	false	lega	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563257103	false	false	false	false	false	false	false	false	gono	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563257646	false	false	false	false	false	false	false	false	wigu	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563258199	false	false	false	false	false	false	false	false	wene	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563259054	false	false	false	false	false	false	false	false	moni	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563259563	false	true	false	false	false	false	false	false	pule	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563261641	false	false	true	true	false	false	false	false	maha	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563262394	false	false	false	false	false	false	false	false	huli	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563264407	false	false	true	false	false	false	false	false	lulo	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563265191	false	false	false	false	false	false	false	false	lipo	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563266002	false	false	false	false	false	false	false	false	niwe	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563266335	false	false	false	false	false	false	false	false	woka	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563269255	false	false	false	true	false	false	false	false	nawi	speaker	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563273430	false	false	false	false	false	false	false	false	higi	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563274991	false	false	false	false	false	false	false	false	lega	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563276045	false	false	false	false	false	false	false	false	gono	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563276815	false	false	false	false	false	false	false	false	wigu	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563278071	false	false	false	false	false	false	false	false	wene	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563279470	false	false	false	false	false	false	false	false	moni	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563291071	false	false	false	false	false	false	true	false	maha	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563292541	false	false	false	false	false	false	false	false	huli	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563293764	false	false	false	false	false	false	false	false	lulo	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563294654	false	false	false	false	false	false	false	false	lipo	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563296461	false	false	false	false	false	false	false	false	niwe	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563298076	false	false	false	false	false	false	false	false	woka	listener	postTestData
pilot0	3194-6ac8170f-aaa4-4d68-8e7a-e7f4a853fed9	1500563303365	false	false	true	true	false	false	false	false	nawi	listener	postTestData
