iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	label	finalRole	eventType
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202616838	false	false	false	false	false	false	false	false	gale	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202629198	false	false	false	false	true	false	false	false	pupo	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202633488	false	false	false	false	false	false	false	true	kuni	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202635280	false	false	false	false	false	false	true	false	mega	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202639508	false	false	false	false	false	true	false	false	wilu	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202641616	true	false	false	false	false	false	false	false	hiha	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202643706	false	false	false	false	true	false	false	false	gopi	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202645492	false	false	false	false	false	true	false	false	lipa	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202646041	false	false	false	false	false	false	false	false	gale	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202647270	false	false	false	false	false	false	false	false	pupo	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202647801	false	false	false	false	false	false	false	false	kuni	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202648274	false	false	false	false	false	false	false	false	mega	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202648665	false	true	false	false	false	false	false	false	kaho	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202648724	false	false	false	false	false	false	false	false	wilu	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202651136	false	false	true	false	false	false	false	false	hewo	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202652310	true	false	false	false	false	false	false	false	hiha	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202652847	false	false	false	false	false	false	false	true	nugi	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202654950	false	false	false	false	false	false	true	true	nipe	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202655663	false	false	false	false	false	true	false	false	gopi	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202656326	false	false	false	false	false	false	false	false	lipa	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202656869	false	false	false	false	false	false	false	false	kaho	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202657165	false	false	false	false	true	false	false	false	poli	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202659348	false	false	false	false	false	true	false	false	guka	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202661311	false	false	true	false	false	false	false	false	wuwu	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202662778	false	false	false	true	false	false	false	false	huko	listener	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202666459	false	true	false	false	false	false	false	false	hewo	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202667042	false	false	false	false	false	false	false	false	nugi	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202667493	false	false	false	false	false	false	false	false	nipe	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202667961	false	false	false	false	false	false	false	false	poli	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202678415	false	false	false	false	true	true	true	true	guka	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202679963	false	false	false	false	false	false	false	false	wuwu	speaker	postTestData
pilot2	0097-ac08ccd7-c4f9-4895-ac5c-9ed4df931aa5	1502202683558	false	false	true	true	false	false	false	false	huko	speaker	postTestData
