iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	label	finalRole	eventType
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078947934	true	false	false	false	false	false	false	false	nini	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078949631	true	false	false	false	false	false	false	false	mehi	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078951610	false	false	false	false	true	true	false	false	noho	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078953415	true	false	true	false	false	false	false	false	nini	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078953876	false	false	false	false	false	false	false	false	neno	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078954742	false	false	false	false	false	false	false	false	wigu	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078955246	false	false	false	false	false	false	false	false	leme	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078955624	false	false	false	false	false	false	false	false	kipi	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078956070	false	false	false	false	false	false	false	false	gugi	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078957062	false	false	false	false	false	false	false	false	nuhu	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078958333	false	false	false	false	false	false	true	true	gepe	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078958982	false	false	false	false	false	false	false	false	laga	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078959402	false	false	false	false	false	false	false	false	hogo	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078962104	false	false	true	true	false	false	false	false	kaki	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078964478	true	false	true	false	false	true	false	true	mehi	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078965145	true	true	false	false	false	false	false	false	puwi	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078965617	false	false	false	false	false	false	false	false	mipa	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078965901	false	false	false	false	false	false	false	false	wupu	speaker	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078967318	false	false	false	false	true	true	false	false	noho	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078971861	false	false	false	false	false	true	false	false	neno	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078975752	true	false	true	false	false	true	false	true	wigu	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078978668	true	false	true	false	false	true	false	true	leme	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078982907	true	false	true	false	false	true	false	true	kipi	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078986104	true	false	true	false	false	true	false	true	gugi	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078989583	true	false	true	false	false	true	false	true	nuhu	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078994635	true	false	true	false	false	true	false	true	gepe	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501078999286	true	false	true	false	false	true	false	true	laga	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501079002514	true	false	true	false	false	true	false	true	hogo	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501079004734	false	false	true	true	false	false	false	false	kaki	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501079007388	true	true	false	false	false	false	false	false	puwi	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501079015914	true	false	true	false	false	true	false	true	mipa	listener	postTestData
pilot0	5564-8e9b058e-2b0d-4479-a6aa-35788a82071a	1501079018362	true	false	true	false	false	true	false	true	wupu	listener	postTestData
