iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	label	finalRole	eventType
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208663903	false	false	false	false	false	false	false	false	pani	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208664984	false	false	false	false	false	false	false	false	woka	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208672346	false	false	true	true	false	false	false	false	lipi	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208673400	false	false	false	false	false	false	false	false	nuno	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208674060	false	false	false	false	false	false	false	false	pani	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208674086	false	false	false	false	false	false	false	false	nihe	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208674612	false	false	false	false	false	false	false	false	huwa	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208675013	false	false	false	false	false	false	false	false	woka	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208675178	false	false	false	false	false	false	false	false	mine	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208679408	false	false	false	false	false	false	true	true	goko	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208680528	false	false	false	false	false	false	false	false	meke	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208680943	false	false	false	false	false	false	false	false	kiwi	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208681640	false	false	false	false	false	false	false	false	wuma	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208683596	false	false	false	false	true	true	false	false	gala	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208686179	false	false	true	false	false	false	false	false	lipi	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208687029	false	false	false	false	false	false	false	false	nuno	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208687812	false	false	false	false	false	false	false	false	nihe	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208688331	false	false	false	false	false	false	false	false	naki	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208688347	false	false	false	false	false	false	false	false	huwa	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208688936	false	false	false	false	false	false	false	false	mine	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208691030	false	false	true	true	false	false	false	false	luhu	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208692534	false	false	false	false	false	false	true	true	goko	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208692876	true	true	false	false	false	false	false	false	loli	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208693132	false	false	false	false	false	false	false	false	meke	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208693266	false	false	false	false	false	false	false	false	wipa	speaker	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208693686	false	false	false	false	false	false	false	false	kiwi	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208694184	false	false	false	false	false	false	false	false	wuma	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208696880	false	false	false	false	true	true	false	false	gala	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208697513	false	false	false	false	false	false	false	false	naki	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208700787	false	true	false	true	false	false	false	false	luhu	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208704956	true	false	false	false	false	false	false	false	loli	listener	postTestData
pilot2	0699-04e26e78-f24e-43ed-b517-8cdf555920f4	1502208705920	false	false	false	false	false	false	false	false	wipa	listener	postTestData
