iterationName	gameid	time	blueSquare1	blueSquare2	redSquare1	redSquare2	spottedCircle1	spottedCircle2	stripedCircle1	stripedCircle2	label	finalRole	eventType
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569907357	false	false	false	false	false	false	false	false	kuha	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569909396	false	false	false	false	false	false	false	false	kuha	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569910886	false	false	true	false	false	false	false	false	hila	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569911502	false	false	false	false	false	false	false	false	muhe	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569913065	false	false	true	false	false	false	false	false	hila	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569913910	false	false	false	false	false	false	false	false	muhe	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569915365	false	false	false	false	true	false	false	false	lopi	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569916751	false	false	false	false	false	true	false	false	pipo	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569917414	false	false	false	false	false	false	false	false	nimi	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569917742	false	false	false	false	true	false	false	false	lopi	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569920184	false	false	false	false	true	true	false	false	pipo	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569921522	false	false	false	false	false	false	false	false	nimi	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569921541	false	false	false	false	false	false	true	false	pomo	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569922566	false	false	false	false	false	false	false	false	nuka	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569925491	false	false	false	false	false	false	true	true	pomo	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569926137	false	false	false	false	false	false	false	false	nuka	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569927222	false	false	false	true	false	false	false	false	holi	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569927797	false	false	false	false	false	false	false	false	gule	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569928189	false	false	false	false	false	false	false	false	mone	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569929454	false	false	false	true	false	false	false	false	hepu	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569929870	false	false	false	false	false	false	false	false	luma	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569930270	false	false	false	false	false	false	false	false	gowa	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569930902	false	false	false	false	false	false	false	false	noni	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569932351	true	false	false	false	false	false	false	false	hage	listener	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569932401	false	false	false	true	false	false	false	false	holi	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569933134	false	false	false	false	false	false	false	false	gule	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569934088	false	false	false	false	false	false	false	false	mone	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569944427	false	false	true	true	false	false	false	false	hepu	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569952909	false	false	false	false	false	false	false	false	luma	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569953606	false	false	false	false	false	false	false	false	gowa	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569954430	false	false	false	false	false	false	false	false	noni	speaker	postTestData
pilot0	0366-536f5f70-2669-4f51-a0ff-6204ad5b9593	1500569957355	true	true	false	false	false	false	false	false	hage	speaker	postTestData
