gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
3504-8,1449258550733,1,subSuperTrial,distr22,tulip,target,2,2,flower,plant,pottedPlant,distrClass2,4,3,NA,plant,rosemary,distrClass2,3,4,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
3504-8,1449258557877,2,subSuperTrial,distr33,sunflower,target,4,2,flower,plant,blackStimulus,NA,5,5,NA,NA,train,distrClass3,2,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,sheep,distrClass3,3,4,NA,animal
3504-8,1449258569140,3,subSuperTrial,distr23,rose,target,4,2,flower,plant,blackStimulus,NA,5,5,NA,NA,kitten,distrClass3,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,ivy,distrClass2,2,4,NA,plant
3504-8,1449258578596,4,subSuperTrial,distr23,gummyBears,target,4,3,candy,snack,blackStimulus,NA,1,1,NA,NA,lamp,distrClass3,2,4,NA,furniture,pretzels,distrClass2,3,2,NA,snack,blackStimulus,NA,5,5,NA,NA
3504-8,1449258588376,5,colorSizeTrial,sizeOnly2Distr1Same,big_purple_butterfly,target,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_butterfly,distractor,4,3,NA,NA,small_purple_butterfly,distractor,3,4,NA,NA
3504-8,1449258598168,6,colorSizeTrial,sizeOnly3Distr3Same,big_purple_ornament,target,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_ornament,distractor,4,1,NA,NA,small_purple_ornament,distractor,3,4,NA,NA,small_purple_ornament,distractor,1,2,NA,NA
3504-8,1449258606671,7,colorSizeTrial,sizeOnly3Distr1Same,small_brown_belt,target,4,4,NA,NA,big_black_belt,distractor,1,1,NA,NA,big_brown_belt,distractor,3,2,NA,NA,big_black_belt,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA
3504-8,1449258613788,8,colorSizeTrial,colorOnly3Distr3Same,small_pink_hairdryer,target,1,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_hairdryer,distractor,2,1,NA,NA,small_purple_hairdryer,distractor,4,2,NA,NA,small_purple_hairdryer,distractor,3,3,NA,NA
3504-8,1449258624365,9,subSuperTrial,distr22,bedsideTable,target,3,4,table,furniture,lamp,distrClass2,2,2,NA,furniture,bed,distrClass2,4,3,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
3504-8,1449258630410,10,subSuperTrial,distr33,sportsCar,target,4,4,car,vehicle,rosemary,distrClass3,3,2,NA,plant,iguana,distrClass3,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
3504-8,1449258644303,11,subSuperTrial,distr12,tShirt,target,4,4,shirt,clothing,blackStimulus,NA,5,5,NA,NA,campShirt,distrClass1,3,3,shirt,clothing,blackStimulus,NA,1,1,NA,NA,socks,distrClass2,2,2,NA,clothing
3504-8,1449258651237,12,colorSizeTrial,sizeOnly3Distr3Same,small_black_turtle,target,3,1,NA,NA,big_black_turtle,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_black_turtle,distractor,4,3,NA,NA,big_black_turtle,distractor,2,4,NA,NA
3504-8,1449258657557,13,colorSizeTrial,colorOnly4Distr1Same,small_pink_phone,target,5,1,NA,NA,big_white_phone,distractor,1,3,NA,NA,small_white_phone,distractor,4,2,NA,NA,big_white_phone,distractor,3,4,NA,NA,big_white_phone,distractor,2,5,NA,NA
3504-8,1449258664141,14,subSuperTrial,distr23,husky,target,4,4,dog,animal,crocodile,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,popcorn,distrClass3,3,2,NA,snack,blackStimulus,NA,5,5,NA,NA
3504-8,1449258670465,15,subSuperTrial,distr22,pandaBear,target,2,2,bear,animal,rabbit,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,squirrel,distrClass2,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA
3504-8,1449258676928,16,subSuperTrial,distr23,coffeeTable,target,2,4,table,furniture,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass2,4,2,NA,furniture,popcorn,distrClass3,3,3,NA,snack,blackStimulus,NA,1,1,NA,NA
3504-8,1449258685367,17,colorSizeTrial,sizeOnly3Distr2Same,big_orange_billiardball,target,4,4,NA,NA,small_purple_billiardball,distractor,2,1,NA,NA,small_orange_billiardball,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_orange_billiardball,distractor,1,3,NA,NA
