gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
3158-b,1449262649002,1,colorSizeTrial,sizeOnly3Distr2Same,big_pink_teacup,target,1,1,NA,NA,small_white_teacup,distractor,3,3,NA,NA,small_pink_teacup,distractor,2,4,NA,NA,small_pink_teacup,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA
3158-b,1449262657896,2,subSuperTrial,distr22,husky,target,4,2,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,crocodile,distrClass2,3,4,NA,animal,snake,distrClass2,2,3,NA,animal
3158-b,1449262673276,3,colorSizeTrial,colorOnly4Distr1Same,small_purple_hairdryer,target,4,4,NA,NA,big_pink_hairdryer,distractor,1,2,NA,NA,big_pink_hairdryer,distractor,2,3,NA,NA,small_pink_hairdryer,distractor,3,1,NA,NA,big_pink_hairdryer,distractor,5,5,NA,NA
3158-b,1449262684091,4,colorSizeTrial,sizeOnly3Distr2Same,small_orange_cushion,target,1,1,NA,NA,big_blue_cushion,distractor,4,2,NA,NA,big_orange_cushion,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_orange_cushion,distractor,3,4,NA,NA
3158-b,1449262691870,5,colorSizeTrial,colorOnly4Distr3Same,big_pink_bucket,target,4,2,NA,NA,big_red_bucket,distractor,1,4,NA,NA,small_red_bucket,distractor,5,1,NA,NA,big_red_bucket,distractor,3,5,NA,NA,big_red_bucket,distractor,2,3,NA,NA
3158-b,1449262702200,6,colorSizeTrial,sizeOnly4Distr3Same,big_yellow_shoe,target,5,3,NA,NA,small_yellow_shoe,distractor,1,4,NA,NA,small_yellow_shoe,distractor,3,5,NA,NA,small_yellow_shoe,distractor,4,1,NA,NA,small_white_shoe,distractor,2,2,NA,NA
3158-b,1449262707917,7,subSuperTrial,distr33,pug,target,3,2,dog,animal,pottedPlant,distrClass3,2,4,NA,plant,blackStimulus,NA,5,5,NA,NA,train,distrClass3,4,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA
3158-b,1449262719607,8,subSuperTrial,distr22,coffeeTable,target,4,2,table,furniture,bookcase,distrClass2,3,4,NA,furniture,wardrobe,distrClass2,2,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
3158-b,1449262726247,9,colorSizeTrial,sizeOnly3Distr2Same,small_white_phone,target,2,4,NA,NA,big_pink_phone,distractor,3,1,NA,NA,big_white_phone,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_white_phone,distractor,1,2,NA,NA
3158-b,1449262734927,10,subSuperTrial,distr12,goldFish,target,4,2,fish,animal,cow,distrClass2,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,discusFish,distrClass1,3,3,fish,animal,blackStimulus,NA,1,1,NA,NA
