gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
2919-a,1449256179721,1,colorSizeTrial,colorOnly3Distr1Same,big_blue_cap,target,3,2,NA,NA,small_orange_cap,distractor,1,1,NA,NA,big_orange_cap,distractor,2,3,NA,NA,small_orange_cap,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA
2919-a,1449256221248,2,colorSizeTrial,sizeOnly4Distr3Same,big_black_avocado,target,2,2,NA,NA,small_black_avocado,distractor,5,5,NA,NA,small_black_avocado,distractor,4,3,NA,NA,small_black_avocado,distractor,1,1,NA,NA,small_green_avocado,distractor,3,4,NA,NA
2919-a,1449256229911,3,colorSizeTrial,sizeOnly4Distr1Same,small_orange_cushion,target,5,2,NA,NA,big_blue_cushion,distractor,2,3,NA,NA,big_blue_cushion,distractor,4,1,NA,NA,big_blue_cushion,distractor,3,5,NA,NA,big_orange_cushion,distractor,1,4,NA,NA
2919-a,1449256235790,4,subSuperTrial,distr12,pandaBear,target,3,3,bear,animal,koalaBear,distrClass1,4,4,bear,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bison,distrClass2,2,2,NA,animal
2919-a,1449256242432,5,subSuperTrial,distr12,swordFish,target,4,3,fish,animal,blackStimulus,NA,5,5,NA,NA,rhino,distrClass2,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,2,2,fish,animal
2919-a,1449256247255,6,subSuperTrial,distr22,convertible,target,4,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ambulance,distrClass2,2,2,NA,vehicle,train,distrClass2,3,4,NA,vehicle
2919-a,1449256254974,7,colorSizeTrial,colorOnly2Distr1Same,big_blue_tack,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_tack,distractor,4,2,NA,NA,big_red_tack,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA
2919-a,1449256261942,8,colorSizeTrial,colorOnly4Distr3Same,big_white_shoe,target,4,5,NA,NA,big_yellow_shoe,distractor,3,4,NA,NA,big_yellow_shoe,distractor,2,3,NA,NA,big_yellow_shoe,distractor,5,2,NA,NA,small_yellow_shoe,distractor,1,1,NA,NA
2919-a,1449256268902,9,subSuperTrial,distr33,dressShirt,target,4,3,shirt,clothing,chick,distrClass3,3,2,NA,animal,cookies,distrClass3,2,4,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
2919-a,1449256278046,10,subSuperTrial,distr23,skittles,target,4,4,candy,snack,squirrel,distrClass3,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,popcorn,distrClass2,3,3,NA,snack
2919-a,1449256283903,11,subSuperTrial,distr33,germanShepherd,target,2,4,dog,animal,firetruck,distrClass3,4,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,socks,distrClass3,3,2,NA,clothing
2919-a,1449256290038,12,subSuperTrial,distr33,coffeeTable,target,2,2,table,furniture,rabbit,distrClass3,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,chick,distrClass3,4,4,NA,animal
2919-a,1449256295254,13,subSuperTrial,distr22,pigeon,target,2,4,bird,animal,crocodile,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,cow,distrClass2,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA
2919-a,1449256301789,14,subSuperTrial,distr33,minivan,target,4,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lamp,distrClass3,2,2,NA,furniture,ivy,distrClass3,3,4,NA,plant
2919-a,1449256307860,15,colorSizeTrial,sizeOnly3Distr2Same,big_pink_bucket,target,1,1,NA,NA,small_pink_bucket,distractor,3,3,NA,NA,small_red_bucket,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_bucket,distractor,4,2,NA,NA
2919-a,1449256313381,16,colorSizeTrial,sizeOnly4Distr1Same,small_green_rock,target,4,2,NA,NA,big_purple_rock,distractor,3,4,NA,NA,big_green_rock,distractor,2,1,NA,NA,big_purple_rock,distractor,1,3,NA,NA,big_purple_rock,distractor,5,5,NA,NA
2919-a,1449256317761,17,subSuperTrial,distr23,rose,target,4,4,flower,plant,bathrobe,distrClass3,3,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass2,2,3,NA,plant,blackStimulus,NA,1,1,NA,NA
2919-a,1449256323589,18,colorSizeTrial,sizeOnly3Distr1Same,big_yellow_balloon,target,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_balloon,distractor,3,4,NA,NA,small_yellow_balloon,distractor,2,2,NA,NA,small_pink_balloon,distractor,1,3,NA,NA
2919-a,1449256328629,19,colorSizeTrial,colorOnly3Distr2Same,big_purple_coathanger,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_orange_coathanger,distractor,3,3,NA,NA,big_orange_coathanger,distractor,4,1,NA,NA,small_orange_coathanger,distractor,1,2,NA,NA
