gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
5975-e,1449256434774,1,subSuperTrial,distr33,coffeeTable,target,4,3,table,furniture,bathrobe,distrClass3,2,2,NA,clothing,blackStimulus,NA,1,1,NA,NA,chick,distrClass3,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA
5975-e,1449256447296,2,subSuperTrial,distr23,rose,target,2,2,flower,plant,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass2,3,4,NA,plant,sheep,distrClass3,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA
5975-e,1449256461875,3,colorSizeTrial,sizeOnly3Distr3Same,small_pink_bucket,target,1,4,NA,NA,big_pink_bucket,distractor,2,1,NA,NA,big_pink_bucket,distractor,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_pink_bucket,distractor,4,2,NA,NA
5975-e,1449256468933,4,colorSizeTrial,sizeOnly3Distr3Same,big_blue_golfball,target,4,1,NA,NA,small_blue_golfball,distractor,1,4,NA,NA,small_blue_golfball,distractor,2,3,NA,NA,small_blue_golfball,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA
5975-e,1449256477016,5,subSuperTrial,distr33,picnicTable,target,4,4,table,furniture,blackStimulus,NA,1,1,NA,NA,dress,distrClass3,3,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,bathrobe,distrClass3,2,3,NA,clothing
5975-e,1449256489207,6,subSuperTrial,distr12,daisy,target,4,2,flower,plant,lily,distrClass1,3,4,flower,plant,rosemary,distrClass2,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
5975-e,1449256510031,7,subSuperTrial,distr12,hummingBird,target,2,2,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,squirrel,distrClass2,3,4,NA,animal,sparrow,distrClass1,4,3,bird,animal
5975-e,1449256522197,8,colorSizeTrial,sizeOnly3Distr2Same,big_blue_cap,target,4,3,NA,NA,small_blue_cap,distractor,3,4,NA,NA,small_blue_cap,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_orange_cap,distractor,2,1,NA,NA
5975-e,1449256529835,9,colorSizeTrial,colorOnly3Distr1Same,small_green_jacket,target,3,1,NA,NA,small_brown_jacket,distractor,2,3,NA,NA,big_brown_jacket,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_brown_jacket,distractor,1,4,NA,NA
5975-e,1449256537401,10,colorSizeTrial,sizeOnly3Distr2Same,big_purple_rock,target,4,1,NA,NA,small_purple_rock,distractor,3,4,NA,NA,small_purple_rock,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_rock,distractor,1,2,NA,NA
