gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
5239-5,1449257929659,1,subSuperTrial,distr22,daisy,target,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ivy,distrClass2,4,2,NA,plant,grasses,distrClass2,3,3,NA,plant
5239-5,1449257968487,2,colorSizeTrial,colorOnly2Distr1Same,big_blue_candle,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_candle,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_candle,distractor,4,3,NA,NA
5239-5,1449257973960,3,subSuperTrial,distr33,blackBear,target,3,4,bear,animal,pottedPlant,distrClass3,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA,bed,distrClass3,4,2,NA,furniture,blackStimulus,NA,1,1,NA,NA
5239-5,1449257982901,4,subSuperTrial,distr12,tulip,target,3,3,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,4,2,flower,plant,grasses,distrClass2,2,4,NA,plant
5239-5,1449257988579,5,colorSizeTrial,colorOnly4Distr3Same,small_red_yarn,target,2,3,NA,NA,small_purple_yarn,distractor,3,2,NA,NA,small_purple_yarn,distractor,1,5,NA,NA,small_purple_yarn,distractor,5,4,NA,NA,big_purple_yarn,distractor,4,1,NA,NA
5239-5,1449257999186,6,colorSizeTrial,colorOnly3Distr2Same,big_red_stapler,target,3,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_stapler,distractor,1,4,NA,NA,big_purple_stapler,distractor,2,2,NA,NA,small_purple_stapler,distractor,4,3,NA,NA
5239-5,1449258010655,7,subSuperTrial,distr22,jellyBeans,target,4,2,candy,snack,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass2,3,4,NA,snack,popcorn,distrClass2,2,3,NA,snack,blackStimulus,NA,5,5,NA,NA
5239-5,1449258022941,8,colorSizeTrial,sizeOnly3Distr2Same,small_pink_hairdryer,target,4,2,NA,NA,big_pink_hairdryer,distractor,2,3,NA,NA,big_pink_hairdryer,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_hairdryer,distractor,1,1,NA,NA
5239-5,1449258028264,9,subSuperTrial,distr33,tShirt,target,2,2,shirt,clothing,blackStimulus,NA,1,1,NA,NA,pig,distrClass3,3,4,NA,animal,cow,distrClass3,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA
5239-5,1449258039319,10,subSuperTrial,distr23,picnicTable,target,4,4,table,furniture,blackStimulus,NA,5,5,NA,NA,cookies,distrClass3,2,2,NA,snack,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass2,3,3,NA,furniture
5239-5,1449258049060,11,colorSizeTrial,sizeOnly4Distr3Same,small_yellow_balloon,target,4,5,NA,NA,big_yellow_balloon,distractor,3,3,NA,NA,big_yellow_balloon,distractor,1,1,NA,NA,big_yellow_balloon,distractor,5,2,NA,NA,big_pink_balloon,distractor,2,4,NA,NA
5239-5,1449258063116,12,colorSizeTrial,sizeOnly4Distr1Same,big_green_avocado,target,1,1,NA,NA,small_green_avocado,distractor,4,2,NA,NA,small_black_avocado,distractor,3,5,NA,NA,small_black_avocado,distractor,5,3,NA,NA,small_black_avocado,distractor,2,4,NA,NA
5239-5,1449258077124,13,colorSizeTrial,sizeOnly3Distr2Same,big_black_belt,target,3,2,NA,NA,small_black_belt,distractor,4,3,NA,NA,small_black_belt,distractor,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_brown_belt,distractor,2,4,NA,NA
5239-5,1449258086250,14,subSuperTrial,distr12,swordFish,target,3,3,fish,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cow,distrClass2,2,2,NA,animal,discusFish,distrClass1,4,4,fish,animal
5239-5,1449258095577,15,colorSizeTrial,sizeOnly3Distr1Same,big_green_binder,target,3,2,NA,NA,small_blue_binder,distractor,2,4,NA,NA,small_green_binder,distractor,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_binder,distractor,4,3,NA,NA
