gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
4842-f,1449259607088,1,subSuperTrial,distr33,bedsideTable,target,4,2,table,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,crocodile,distrClass3,3,3,NA,animal,elephant,distrClass3,2,4,NA,animal
4842-f,1449259626614,2,colorSizeTrial,colorOnly4Distr1Same,big_purple_rug,target,5,2,NA,NA,small_blue_rug,distractor,4,5,NA,NA,big_blue_rug,distractor,3,4,NA,NA,small_blue_rug,distractor,2,1,NA,NA,small_blue_rug,distractor,1,3,NA,NA
4842-f,1449259647763,3,subSuperTrial,distr12,coffeeTable,target,4,3,table,furniture,sideTable,distrClass1,3,4,table,furniture,blackStimulus,NA,1,1,NA,NA,bed,distrClass2,2,2,NA,furniture,blackStimulus,NA,5,5,NA,NA
4842-f,1449259660480,4,colorSizeTrial,sizeOnly3Distr3Same,small_green_guitar,target,1,3,NA,NA,big_green_guitar,distractor,3,1,NA,NA,big_green_guitar,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_guitar,distractor,2,2,NA,NA
4842-f,1449259670912,5,subSuperTrial,distr22,sportsCar,target,4,3,car,vehicle,ambulance,distrClass2,3,4,NA,vehicle,firetruck,distrClass2,2,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
4842-f,1449259688580,6,colorSizeTrial,colorOnly2Distr1Same,big_black_book,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_book,distractor,3,2,NA,NA,big_blue_book,distractor,4,3,NA,NA,blackStimulus,NA,1,1,NA,NA
4842-f,1449259710266,7,colorSizeTrial,sizeOnly3Distr3Same,small_red_yarn,target,2,3,NA,NA,big_red_yarn,distractor,3,1,NA,NA,big_red_yarn,distractor,1,4,NA,NA,big_red_yarn,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA
4842-f,1449259728848,8,subSuperTrial,distr22,pandaBear,target,3,2,bear,animal,rabbit,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,4,3,NA,animal
4842-f,1449259737907,9,colorSizeTrial,sizeOnly2Distr1Same,small_yellow_napkin,target,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,big_orange_napkin,distractor,3,4,NA,NA,big_yellow_napkin,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA
4842-f,1449259753581,10,colorSizeTrial,sizeOnly3Distr1Same,small_pink_teacup,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_white_teacup,distractor,1,2,NA,NA,big_pink_teacup,target,4,3,NA,NA,small_white_teacup,distractor,3,1,NA,NA
4842-f,1449259772829,11,subSuperTrial,distr23,hummingBird,target,3,4,bird,animal,motorcycle,distrClass3,2,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,squirrel,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA
4842-f,1449259789136,12,colorSizeTrial,sizeOnly4Distr3Same,big_red_pepper,target,3,5,NA,NA,small_red_pepper,distractor,2,1,NA,NA,small_red_pepper,distractor,1,4,NA,NA,small_green_pepper,distractor,4,2,NA,NA,small_red_pepper,distractor,5,3,NA,NA
4842-f,1449259805523,13,colorSizeTrial,sizeOnly3Distr1Same,big_red_bucket,target,3,3,NA,NA,small_pink_bucket,distractor,2,1,NA,NA,small_red_bucket,distractor,1,4,NA,NA,small_pink_bucket,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA
4842-f,1449259816163,14,subSuperTrial,distr23,parrot,target,2,2,bird,animal,blackStimulus,NA,1,1,NA,NA,socks,distrClass3,3,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,rhino,distrClass2,4,4,NA,animal
4842-f,1449259830522,15,subSuperTrial,distr12,goldFish,target,2,4,fish,animal,blackStimulus,NA,5,5,NA,NA,discusFish,distrClass1,3,3,fish,animal,kitten,distrClass2,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA
4842-f,1449259851258,16,subSuperTrial,distr33,suv,target,4,2,car,vehicle,bison,distrClass3,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,dress,distrClass3,3,3,NA,clothing,blackStimulus,NA,1,1,NA,NA
4842-f,1449259859735,17,subSuperTrial,distr22,rose,target,2,2,flower,plant,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass2,3,4,NA,plant,ivy,distrClass2,4,3,NA,plant,blackStimulus,NA,5,5,NA,NA
4842-f,1449259872285,18,colorSizeTrial,colorOnly2Distr1Same,small_red_bike,target,4,2,NA,NA,big_purple_bike,distractor,3,4,NA,NA,small_purple_bike,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4842-f,1449259891469,19,subSuperTrial,distr22,hawaiiShirt,target,4,2,shirt,clothing,blackStimulus,NA,1,1,NA,NA,dress,distrClass2,3,4,NA,clothing,gloves,distrClass2,2,3,NA,clothing,blackStimulus,NA,5,5,NA,NA
4842-f,1449259900784,20,subSuperTrial,distr23,jellyBeans,target,3,2,candy,snack,lobster,distrClass3,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass2,4,4,NA,snack,blackStimulus,NA,1,1,NA,NA
4842-f,1449259916986,21,colorSizeTrial,colorOnly3Distr2Same,big_purple_bracelet,target,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_bracelet,distractor,4,1,NA,NA,small_green_bracelet,distractor,1,4,NA,NA,big_green_bracelet,distractor,2,2,NA,NA
4842-f,1449259930516,22,subSuperTrial,distr33,tulip,target,4,2,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lamp,distrClass3,2,4,NA,furniture,bathrobe,distrClass3,3,3,NA,clothing
4842-f,1449259941059,23,subSuperTrial,distr12,germanShepherd,target,3,3,dog,animal,blackStimulus,NA,5,5,NA,NA,sheep,distrClass2,4,4,NA,animal,greyhound,distrClass1,2,2,dog,animal,blackStimulus,NA,1,1,NA,NA
4842-f,1449259954135,24,colorSizeTrial,sizeOnly3Distr1Same,small_red_stapler,target,1,3,NA,NA,big_red_stapler,distractor,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_stapler,distractor,3,2,NA,NA,big_purple_stapler,distractor,2,4,NA,NA
4842-f,1449259963629,25,colorSizeTrial,sizeOnly3Distr2Same,small_yellow_shoe,target,2,4,NA,NA,big_white_shoe,distractor,1,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_yellow_shoe,distractor,3,2,NA,NA,big_yellow_shoe,distractor,4,1,NA,NA
4842-f,1449259986298,26,colorSizeTrial,sizeOnly4Distr3Same,small_orange_coathanger,target,5,1,NA,NA,big_orange_coathanger,distractor,1,4,NA,NA,big_orange_coathanger,distractor,4,3,NA,NA,big_purple_coathanger,distractor,3,5,NA,NA,big_orange_coathanger,distractor,2,2,NA,NA
4842-f,1449259999146,27,subSuperTrial,distr33,convertible,target,4,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,elephant,distrClass3,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,rhino,distrClass3,2,2,NA,animal
4842-f,1449260009701,28,colorSizeTrial,sizeOnly2Distr1Same,small_pink_balloon,target,4,3,NA,NA,big_yellow_balloon,distractor,3,2,NA,NA,big_pink_balloon,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
4842-f,1449260027354,29,subSuperTrial,distr23,sunflower,target,3,2,flower,plant,pottedPlant,distrClass2,2,4,NA,plant,socks,distrClass3,4,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
4842-f,1449260036813,30,colorSizeTrial,colorOnly3Distr2Same,small_blue_cap,target,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_orange_cap,distractor,1,3,NA,NA,small_orange_cap,distractor,2,4,NA,NA,small_orange_cap,distractor,3,1,NA,NA
4842-f,1449260042730,31,colorSizeTrial,colorOnly3Distr3Same,small_pink_weddingcake,target,2,3,NA,NA,small_white_weddingcake,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_white_weddingcake,distractor,4,1,NA,NA,small_white_weddingcake,distractor,1,2,NA,NA
4842-f,1449260059882,32,colorSizeTrial,sizeOnly3Distr2Same,big_green_framee,target,3,3,NA,NA,small_pink_framee,distractor,1,1,NA,NA,small_green_framee,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_framee,distractor,2,4,NA,NA
4842-f,1449260072244,33,subSuperTrial,distr22,picnicTable,target,4,3,table,furniture,bookcase,distrClass2,3,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lamp,distrClass2,2,2,NA,furniture
4842-f,1449260080333,34,subSuperTrial,distr23,eagle,target,3,3,bird,animal,blackStimulus,NA,5,5,NA,NA,lamp,distrClass3,4,2,NA,furniture,cow,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA
4842-f,1449260088142,35,colorSizeTrial,sizeOnly3Distr2Same,big_red_candle,target,4,3,NA,NA,small_red_candle,distractor,2,1,NA,NA,small_blue_candle,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_candle,distractor,1,4,NA,NA
4842-f,1449260097057,36,subSuperTrial,distr22,dressShirt,target,4,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,dress,distrClass2,3,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,socks,distrClass2,2,4,NA,clothing
4842-f,1449260109313,37,colorSizeTrial,sizeOnly4Distr3Same,big_red_flower,target,3,2,NA,NA,small_red_flower,distractor,5,4,NA,NA,small_red_flower,distractor,4,5,NA,NA,small_red_flower,distractor,1,3,NA,NA,small_purple_flower,distractor,2,1,NA,NA
4842-f,1449260128835,38,subSuperTrial,distr12,mnMs,target,3,2,candy,snack,chips,distrClass2,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,candyCorn,distrClass1,2,4,candy,snack
4842-f,1449260138567,39,colorSizeTrial,sizeOnly2Distr1Same,big_purple_ornament,target,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,small_purple_ornament,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_ornament,distractor,4,3,NA,NA
4842-f,1449260152784,40,subSuperTrial,distr33,minivan,target,3,3,car,vehicle,socks,distrClass3,4,2,NA,clothing,rhino,distrClass3,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
4842-f,1449260159537,41,colorSizeTrial,colorOnly3Distr3Same,small_brown_jacket,target,1,2,NA,NA,small_green_jacket,distractor,2,4,NA,NA,small_green_jacket,distractor,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_jacket,distractor,4,1,NA,NA
4842-f,1449260167962,42,colorSizeTrial,sizeOnly3Distr3Same,small_purple_hairdryer,target,4,3,NA,NA,big_purple_hairdryer,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_hairdryer,distractor,2,1,NA,NA,big_purple_hairdryer,distractor,1,2,NA,NA
