gameid,time,roundNum,sender,contents
8436-e,1476998008017,1,speaker,"green"
8436-e,1476998026082,2,speaker,"pink. not mauve or brown"
8436-e,1476998040060,3,speaker,"blue. not blue green and not green"
8436-e,1476998051538,4,speaker,"orange"
8436-e,1476998059811,5,speaker,"blue"
8436-e,1476998066255,6,speaker,"green"
8436-e,1476998081298,7,speaker,"mauve, not blue or purple"
8436-e,1476998091509,8,speaker,"light blue"
8436-e,1476998115887,9,speaker,"not seafoam, but the brightest of the two greens"
8436-e,1476998125967,10,speaker,"sage"
8436-e,1476998135966,11,speaker,"lime green"
8436-e,1476998147688,12,speaker,"the most yellow"
8436-e,1476998157243,13,speaker,"pink red"
8436-e,1476998159862,13,speaker,"not purple"
8436-e,1476998175960,14,speaker,"not the darkest and not the lightest"
8436-e,1476998187004,15,speaker,"yellow"
8436-e,1476998194126,16,speaker,"blue"
8436-e,1476998200548,16,listener,"dark or light?"
8436-e,1476998210699,16,speaker,"not the purple one and not the grey one"
8436-e,1476998218218,17,speaker,"grey"
8436-e,1476998224661,18,speaker,"green"
8436-e,1476998233049,19,speaker,"yellow"
8436-e,1476998245832,20,speaker,"green. not seafoam and not yellow green"
8436-e,1476998257910,21,speaker,"purple. not grey"
8436-e,1476998269294,22,speaker,"blue. not the greys"
8436-e,1476998283714,23,speaker,"the more red pink"
8436-e,1476998293228,24,speaker,"grey"
8436-e,1476998300669,25,speaker,"purple"
8436-e,1476998311974,26,speaker,"seafoam green. not lime green"
8436-e,1476998320624,27,speaker,"grey"
8436-e,1476998330793,28,speaker,"grey blue"
8436-e,1476998341675,29,speaker,"brightest purple"
8436-e,1476998352414,30,speaker,"green"
8436-e,1476998362780,31,speaker,"blue"
8436-e,1476998378940,32,speaker,"less dull pink"
8436-e,1476998387730,33,speaker,"pink"
8436-e,1476998397235,34,speaker,"grey"
8436-e,1476998405301,35,speaker,"seafoam green"
8436-e,1476998417908,36,speaker,"mauve. not grey or brown"
8436-e,1476998428413,37,speaker,"yellow brown"
8436-e,1476998442179,38,speaker,"purple"
8436-e,1476998449232,39,speaker,"blue"
8436-e,1476998461973,40,speaker,"purple. not the blue or green"
8436-e,1476998478949,41,speaker,"olive green. not seafoam or the yellow green"
8436-e,1476998497796,42,speaker,"no blue green or lime green. but yellow green"
8436-e,1476998515989,43,speaker,"not seafoam but green"
8436-e,1476998524094,44,speaker,"green"
8436-e,1476998530634,45,speaker,"blue"
8436-e,1476998543721,46,speaker,"olive green. not gold or green green"
8436-e,1476998553570,47,speaker,"olive green"
8436-e,1476998560859,48,speaker,"orange"
8436-e,1476998568357,49,speaker,"seafoam green"
8436-e,1476998577071,50,speaker,"nice. light blue"
