gameid,time,roundNum,sender,contents
6803-b,1476993378004,1,speaker,"the target is green"
6803-b,1476993378061,1,listener,"hi :-)"
6803-b,1476993392435,2,speaker,"the target is gray"
6803-b,1476993407474,3,speaker,"the target is the darker green"
6803-b,1476993427454,4,speaker,"the target is the brighter pink"
6803-b,1476993440537,5,speaker,"the target is blue"
6803-b,1476993451817,6,speaker,"the target is purple"
6803-b,1476993462107,7,speaker,"the target is yellow"
6803-b,1476993472689,8,speaker,"the target is red"
6803-b,1476993490466,9,speaker,"the target is the brighter blue"
6803-b,1476993527690,10,speaker,"the target is purple but not the darkest one, and it isn't really pink"
6803-b,1476993545196,11,speaker,"the target is gray, looks like cement"
6803-b,1476993556344,12,speaker,"the target is gray"
6803-b,1476993565793,13,speaker,"the target is yellow"
6803-b,1476993605245,14,speaker,"the target is bluish purple, it is not purple, and it is not blue"
6803-b,1476993636083,15,speaker,"the target is a pinkish gray"
6803-b,1476993656637,16,speaker,"the target is a green gray"
6803-b,1476993667700,17,speaker,"the target is purple"
6803-b,1476993683006,18,speaker,"the target is gray, the one that looks most like cement"
6803-b,1476993695829,19,speaker,"the target is the brightest pink"
6803-b,1476993704338,20,speaker,"the target is blue"
6803-b,1476993717358,21,speaker,"the target is green/blue"
6803-b,1476993741066,22,speaker,"the target is green, not lime green and not gray green"
6803-b,1476993754282,23,speaker,"the target is blue"
6803-b,1476993766611,24,speaker,"the target is the brightest yellow"
6803-b,1476993804371,25,speaker,"the target is a gray pink but not the brighter one"
6803-b,1476993836088,26,speaker,"the target is like a gray with some purple "
6803-b,1476993848204,27,speaker,"the target is green"
6803-b,1476993869270,28,speaker,"the target is the lighter purple gray"
6803-b,1476993896406,29,speaker,"the target is the brightest of the three purple-grays"
6803-b,1476993919187,30,speaker,"the target is the deepest blue"
6803-b,1476993933950,31,speaker,"the target is almost like a mint green"
6803-b,1476993944680,32,speaker,"the target is purple"
6803-b,1476993956807,33,speaker,"the target is the bright yellow"
6803-b,1476993968632,34,speaker,"the target is tan or sand color"
6803-b,1476993979025,35,speaker,"the target is red-orange"
6803-b,1476993990136,36,speaker,"the target is a blue-gray"
6803-b,1476993999906,37,speaker,"the target is lime green"
6803-b,1476994012842,38,speaker,"the target is the brightest yellow"
6803-b,1476994046229,39,speaker,"the target is almost like a sky blue "
6803-b,1476994054866,40,speaker,"the target is gray"
6803-b,1476994122326,41,speaker,"the target is like a dull mint green"
6803-b,1476994146837,42,speaker,"the target is purple, not the purple-gray"
6803-b,1476994168879,43,speaker,"the target is gray, it has the least purple in it"
6803-b,1476994188439,44,speaker,"the target is not orange or bright green"
6803-b,1476994200797,45,speaker,"the target is blue-green"
6803-b,1476994213765,46,speaker,"the target is yellow"
6803-b,1476994221667,47,speaker,"the target is pink"
6803-b,1476994235049,48,speaker,"the target is the brightest blue"
6803-b,1476994247067,49,speaker,"the target is the brightest yellow green"
6803-b,1476994266693,50,speaker,"the target is the medium shade purple"
