gameid,time,roundNum,sender,contents
4478-9,1476501945602,1,speaker,"bright green"
4478-9,1476501962002,2,speaker,"bluish green"
4478-9,1476501977056,3,speaker,"green"
4478-9,1476501987770,4,speaker,"hot pink"
4478-9,1476501999723,5,speaker,"hot pink"
4478-9,1476502011123,6,speaker,"orange"
4478-9,1476502038211,7,speaker,"brownish red - rose maybe"
4478-9,1476502078193,8,speaker,"the more muted of the two blue-greens - the bluer one"
4478-9,1476502105561,9,speaker,"brightest of the purples"
4478-9,1476502127750,10,speaker,"the one with the most green"
4478-9,1476502146767,11,speaker,"the one with the most purple"
4478-9,1476502171511,12,speaker,"kelly green, not an olive green"
4478-9,1476502199159,13,speaker,"teal, not a sky blue"
4478-9,1476502223079,14,speaker,"the closest to purple"
4478-9,1476502234907,15,speaker,"magenta"
4478-9,1476502250142,16,speaker,"light blue"
4478-9,1476502260876,17,speaker,"tan"
4478-9,1476502276831,18,speaker,"closest to pink"
4478-9,1476502292358,19,speaker,"brightest blue"
4478-9,1476502321532,20,speaker,"the less bright of the two purples"
4478-9,1476502337255,21,speaker,"the darkest blue"
4478-9,1476502372566,22,speaker,"the pure gray - not the muted purplish gray"
4478-9,1476502396365,23,speaker,"the brightest purple"
4478-9,1476502421006,24,speaker,"not the bright green, the more mint green"
4478-9,1476502430835,25,speaker,"gray"
4478-9,1476502455020,26,speaker,"the closest to gray"
4478-9,1476502466916,27,speaker,"teal"
4478-9,1476502486588,28,speaker,"the more olive green of the two greens"
4478-9,1476502511516,29,speaker,"lime green"
4478-9,1476502549459,30,speaker,"the closest to olive green"
4478-9,1476502569634,31,speaker,"the most muted one"
4478-9,1476502579515,32,speaker,"gray"
4478-9,1476502589378,33,speaker,"blue"
4478-9,1476502601507,34,speaker,"purple"
4478-9,1476502610206,35,speaker,"blue"
4478-9,1476502619193,36,speaker,"gray"
4478-9,1476502629322,37,speaker,"pink"
4478-9,1476502647746,38,speaker,"the brighter, darker blue"
4478-9,1476502671641,39,speaker,"the bluest one"
4478-9,1476502681009,40,speaker,"blue"
4478-9,1476502697155,41,speaker,"darkest purple"
4478-9,1476502709177,42,speaker,"olive green"
4478-9,1476502733577,43,speaker,"the purest yellow one, not the golden yellow"
4478-9,1476502757304,44,speaker,"the darker, more muted blue "
4478-9,1476502772735,45,speaker,"greenish blue"
4478-9,1476502782608,46,speaker,"purple"
4478-9,1476502804402,47,speaker,"lavender, not pink or rose"
4478-9,1476502817224,48,speaker,"gold"
4478-9,1476502829959,49,speaker,"hot pink/magenta"
4478-9,1476502857887,50,speaker,"less gray, more of an olive color"
