gameid,time,roundNum,sender,contents
0082-c,1476478474878,1,listener,"Hi! Anyone here?"
0082-c,1476478482917,1,speaker,"Hello"
0082-c,1476478504557,1,listener,"Would you mind if we started?"
0082-c,1476478511472,1,speaker,"Try and click on the left square"
0082-c,1476478538997,1,listener,"in the instructions it states "the objects will be in different placing""
0082-c,1476478551108,1,speaker,"I know"
0082-c,1476478566715,2,speaker,"Try the right square"
0082-c,1476478578888,2,listener,"what color"
0082-c,1476478585837,2,listener,"did you read the instructions?"
0082-c,1476478595695,2,speaker,"brown square"
0082-c,1476478609192,3,speaker,"olive green square"
0082-c,1476478628214,4,speaker,"aqua square"
0082-c,1476478635812,5,speaker,"pink"
0082-c,1476478646053,6,speaker,"mint"
0082-c,1476478660187,7,speaker,"pink"
0082-c,1476478672576,8,speaker,"lighter green"
0082-c,1476478698308,9,speaker,"bluer square"
0082-c,1476478712070,10,speaker,"brown"
0082-c,1476478728788,11,speaker,"red"
0082-c,1476478743385,12,speaker,"orange"
0082-c,1476478758100,13,speaker,"purple"
0082-c,1476478783045,14,speaker,"red/purplish color"
0082-c,1476478793687,15,speaker,"pink"
0082-c,1476478833651,16,speaker,"purple/pink"
0082-c,1476478851555,17,speaker,"orange"
0082-c,1476478872606,18,speaker,"brightest green"
0082-c,1476478883348,19,speaker,"purple"
0082-c,1476478891887,20,speaker,"yellow green"
0082-c,1476478909054,21,speaker,"pale purple"
0082-c,1476478931257,22,speaker,"pale brown"
0082-c,1476478942189,23,speaker,"blue"
0082-c,1476478970379,24,speaker,"closest to grey"
0082-c,1476478983233,25,speaker,"purple"
0082-c,1476479014801,26,speaker,"closest to grey"
0082-c,1476479036122,27,speaker,"the purple to closest to grey"
0082-c,1476479052992,28,speaker,"olive green"
0082-c,1476479060434,29,speaker,"purple"
0082-c,1476479070046,30,speaker,"orange"
0082-c,1476479082594,31,speaker,"green"
0082-c,1476479097445,32,speaker,"darkest purple"
0082-c,1476479105458,33,speaker,"red"
0082-c,1476479122515,34,speaker,"purple"
0082-c,1476479132576,35,speaker,"orange brown"
0082-c,1476479139442,36,speaker,"blue"
0082-c,1476479147417,37,speaker,"yellow"
0082-c,1476479176037,38,speaker,"darkest purple that does not look gray"
0082-c,1476479189014,39,speaker,"olive green"
0082-c,1476479200703,40,speaker,"lightest blue"
0082-c,1476479213914,41,speaker,"blue that is almost purple"
0082-c,1476479232211,42,speaker,"pale red"
0082-c,1476479240688,43,speaker,"dark blue"
0082-c,1476479248270,44,speaker,"pale red"
0082-c,1476479260311,45,speaker,"brighter green"
0082-c,1476479273261,46,speaker,"olive green"
0082-c,1476479280756,47,speaker,"red"
0082-c,1476479288383,48,speaker,"yellow"
0082-c,1476479296584,49,speaker,"pale purple"
0082-c,1476479311474,50,speaker,"pale gray, almost olive"
