iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417687924	1	split_39_a_20b36bbb42d36e0771dcb8deedb6c8d	speaker	square with a wheel-like thing in front	6766	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417716609	2	close_91_a_f90dab51bec2bcd1a334	speaker	circle bottom rounded top	11055	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417748036	3	split_51_a_81628a0b5f7f9ad7ba94feecf6f7a200	speaker	lines on back, rocking chair	5750	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417768688	4	split_122_a_2cb0ac27f1cdb3f0b2db0181fdb9	speaker	school desk, lines on seat	8735	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417795918	5	split_31_a_87e11555e7233fb4a9b	speaker	full arms, no diamonds	7031	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417812640	6	split_13_a_fb9f11f128e006d24987	speaker	arms, rounded back	4233	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417830535	7	split_14_a_4fdcd44fd622400a97fe	speaker	no arms, lines on back	3923	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417849178	8	close_35_a_3853339519aca1bdfcd4	speaker	square seat, rectangle back	5261	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417881723	9	close_121_a_91cf38c4b99d75374fa746d16faa	speaker	arms, three rectanglular holes in back	8295	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417902661	10	close_58_a_6cf3b41688dfc4b4707cdefe012d	speaker	arms, no holes	4076	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417921026	11	far_30_a_313bfbd7bc2d516e14d782de	speaker	no arms, space between seat and back	6549	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417958007	12	close_84_a_5402eecc67e489502fa77440	speaker	curved leg part, trapezoid back	14303	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417978549	13	far_138_a_67d9afec46e20fd279c4b4a8	speaker	comfy looking armchair one	5022	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417996016	14	split_62_a_93ee27f70b593cee7b11ae64	speaker	tall straight back	7671	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500418017821	15	split_116_a_5e89f5cc834553622acd2bb62058	speaker	tall back, three pieces	9622	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500418029938	16	far_57_a_1055f78d441d170c4f3443b22038	speaker	arms	574	chatMessage
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500418042573	17	far_60_a_6223f3849d57154b	speaker	solid back	2194	chatMessage
