iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500485847475	1	far_28_a_c79532846cee	speaker	chair looks like opened box	30052	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500485868419	1	far_28_a_c79532846cee	listener	very squar then?	8235	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500485883184	1	far_28_a_c79532846cee	speaker	Yep	3745	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500485945646	2	far_117_a_	speaker	shortest chair, has back separate from seat	46480	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500485974500	3	far_2	speaker	looks like toilet	6563	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486003216	4	far_111_a_892d8090f05c136d	speaker	comfy chair, short legs	13410	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486016516	4	far_111_a_892d8090f05c136d	listener	with a pilow	6173	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486023365	4	far_111_a_892d8090f05c136d	speaker	yes	2963	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486064247	5	close_29_a_b8fe0dd70ba	speaker	5 bars on back	24182	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486102631	6	split_62_a_93ee	speaker	straight high back no arms no rollers	22473	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486145627	7	split_116_a_5e89f5cc83455362	speaker	tall back, 3 separate pieces on back	21178	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486185102	8	far_118_a_b3e4c494a862986b9226550f	speaker	box with open lid	16928	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486225482	9	split_5	speaker	short back rounded at top, tall legs	25708	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486259498	10	split_16_a_a326	speaker	legs look like skis	13209	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486291859	11	far_24_a_d9a1f2e7290c	speaker	very boxy look	16625	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486365954	12	far_12	speaker	2 legs in front, different in back	30024	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486406267	13	split_74_a_2dc5055b8d90	speaker	2 curved legs not connected	22023	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486445014	14	far_82_a_668c488e900c	speaker	high chair with 4 long legs	23969	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486504466	15	close_98_a	speaker	arms are curved from back	32912	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486562224	16	split_50_a_f550b5413eb040c2	speaker	rounded back and arms, wider	28752	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486596807	17	split_58_a_6cf3b41688df	speaker	leg rest, has arms	11953	chatMessage
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486637254	18	close_66_a_a14c7700cfc99b03	speaker	curved arms/legs, rocking chair	21109	chatMessage
