expid	gameid	time	trialNum	workerId	assignmentId	intendedName	role	text	reactionTime	eventType
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500068849668	1	close_107_a_f112035c6413080a664b	speaker	square backrest solid armrests	20022	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500068876915	2	close_28_a_c79532846cee59c35a4549f7	speaker	square backrest square bottom	6958	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500068909892	3	split_2_a_46c7367eede2d9c5ca2ed12df13a	speaker	lowest to the ground and flattest	5515	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500068922094	3	split_2_a_46c7367eede2d9c5ca2ed12df13a	speaker	looks like regular plastic pool chair	7832	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500068951484	4	close_66_a_a14c7700cfc99b03ca6910e4922d	speaker	bottom part dips forward looks like it would rock around all crazy	16146	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500068996156	5	split_14_a_4fdcd44fd622400a97fe55e7ac43	speaker	square bottom top has horizontal lines	13766	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500069027999	6	far_89_a_537924063294eb5f46ed025f8f85e067	speaker	short and squat, square back, short legs, has armrests	13112	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500069117734	7	close_122_a_2cb0ac27f1cdb3f0b2db0181	speaker	looks like school classroom chair with attached mini desk thing, has very flimsy looking grill type thing on the bottom	41308	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500069149191	8	far_4_a_38b5f764afc9d28f200ad3f421b6	speaker	square back, square seat, arm rests, 4 legs	13545	chatMessage
	3843-940f7b62-8e2f-4bb9-bfcc-eabe4181c5e9	1500069167090	9	far_130_a_8a21b853c8de77f0c8687ff9b0b4	speaker	has horn type things on top	4811	chatMessage
