iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076186070	stripedCircle2	2	2	1	2	redSquare1	1	2	2	2	redSquare2	1	1	2	1	spottedCircle2	2	1	1	1	spottedCircle2	spottedCircle2	1	true	basic	basic	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076219333	redSquare1	1	2	2	2	spottedCircle1	2	1	1	2	blueSquare2	1	1	1	1	stripedCircle1	2	2	2	1	stripedCircle1	spottedCircle1	2	false	basic	basic	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076245325	blueSquare1	1	1	2	2	blueSquare2	2	2	1	1	spottedCircle1	1	2	1	2	redSquare1	2	1	2	1	redSquare1	blueSquare2	3	false	basic	basic	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076260237	redSquare2	1	2	2	1	stripedCircle1	2	2	1	1	blueSquare1	1	1	1	2	spottedCircle2	2	1	2	2	spottedCircle2	spottedCircle2	4	true	basic	basic	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076274617	blueSquare1	2	1	2	1	blueSquare2	1	2	2	2	spottedCircle2	1	1	1	2	redSquare2	2	2	1	1	redSquare2	redSquare2	5	true	basic	basic	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076298384	stripedCircle2	2	1	2	1	spottedCircle1	2	2	1	2	redSquare2	1	2	2	2	blueSquare1	1	1	1	1	blueSquare1	blueSquare1	6	true	basic	basic	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076317377	spottedCircle1	2	2	2	1	blueSquare1	1	1	1	1	spottedCircle2	1	2	2	2	redSquare1	2	1	1	2	redSquare1	redSquare1	7	true	basic	basic	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076330481	spottedCircle2	2	2	1	2	redSquare1	1	1	1	1	spottedCircle1	2	1	2	2	blueSquare2	1	2	2	1	blueSquare2	blueSquare2	8	true	basic	basic	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076342105	stripedCircle2	2	1	2	1	spottedCircle2	1	2	1	1	spottedCircle1	2	2	2	2	redSquare2	1	1	1	2	redSquare2	redSquare2	9	true	basic	super	clickedObj
pilot0	2011-0d3347a7-72e4-4d0f-b129-457f9a6a2fb1	1501076361899	redSquare1	2	1	1	2	blueSquare2	1	2	2	1	spottedCircle1	1	1	1	1	stripedCircle1	2	2	2	2	stripedCircle1	stripedCircle1	10	true	basic	basic	clickedObj
