iterationName	gameid	time	object1name	object1speakerX	object1speakerY	object1listenerX	object1listenerY	object2name	object2speakerX	object2speakerY	object2listenerX	object2listenerY	object3name	object3speakerX	object3speakerY	object3listenerX	object3listenerY	object4name	object4speakerX	object4speakerY	object4listenerX	object4listenerY	intendedName	clickedName	trialNum	correct	condition	contextType	eventType
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205282688	redSquare1	2	1	2	1	blueSquare1	1	1	1	1	stripedCircle2	1	2	2	2	redSquare2	2	2	1	2	redSquare2	stripedCircle2	1	false	uniform	sub	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205303640	spottedCircle1	1	1	2	1	spottedCircle2	2	2	2	2	stripedCircle1	1	2	1	2	redSquare1	2	1	1	1	redSquare1	spottedCircle2	2	false	uniform	super	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205325586	redSquare1	1	2	2	1	blueSquare2	2	1	1	2	redSquare2	2	2	1	1	spottedCircle1	1	1	2	2	spottedCircle1	blueSquare2	3	false	uniform	super	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205342000	redSquare2	2	2	1	2	blueSquare2	1	1	1	1	redSquare1	1	2	2	2	stripedCircle2	2	1	2	1	stripedCircle2	stripedCircle2	4	true	uniform	super	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205362151	redSquare1	1	1	2	1	blueSquare1	2	2	2	2	blueSquare2	1	2	1	1	stripedCircle2	2	1	1	2	stripedCircle2	stripedCircle2	5	true	uniform	super	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205383121	stripedCircle2	1	2	2	2	spottedCircle2	2	1	1	1	stripedCircle1	1	1	1	2	blueSquare2	2	2	2	1	blueSquare2	stripedCircle1	6	false	uniform	super	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205399254	redSquare1	2	2	2	2	stripedCircle2	1	1	1	2	blueSquare2	2	1	1	1	stripedCircle1	1	2	2	1	stripedCircle1	blueSquare2	7	false	uniform	sub	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205415152	redSquare2	2	1	2	1	spottedCircle2	1	2	2	2	stripedCircle1	1	1	1	2	blueSquare2	2	2	1	1	blueSquare2	blueSquare2	8	true	uniform	basic	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205430230	redSquare1	1	1	2	1	blueSquare1	2	2	1	2	stripedCircle2	2	1	2	2	blueSquare2	1	2	1	1	blueSquare2	blueSquare2	9	true	uniform	sub	clickedObj
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205442961	blueSquare1	2	2	1	1	redSquare1	2	1	1	2	redSquare2	1	2	2	1	stripedCircle2	1	1	2	2	stripedCircle2	redSquare2	10	false	uniform	super	clickedObj
