gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
9551-7,1449255745319,1,subSuperTrial,distr33,gummyBears,target,3,4,candy,snack,cow,distrClass3,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,ambulance,distrClass3,4,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA
9551-7,1449255755716,2,colorSizeTrial,sizeOnly4Distr3Same,big_red_flower,target,5,5,NA,NA,small_red_flower,distractor,2,2,NA,NA,small_red_flower,distractor,3,3,NA,NA,small_purple_flower,distractor,1,4,NA,NA,small_red_flower,distractor,4,1,NA,NA
9551-7,1449255763761,3,subSuperTrial,distr33,skittles,target,2,2,candy,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass3,3,3,NA,furniture,gloves,distrClass3,4,4,NA,clothing
9551-7,1449255774851,4,subSuperTrial,distr12,daisy,target,4,2,flower,plant,ivy,distrClass2,2,3,NA,plant,blackStimulus,NA,1,1,NA,NA,lily,distrClass1,3,4,flower,plant,blackStimulus,NA,5,5,NA,NA
9551-7,1449255783152,5,subSuperTrial,distr12,pigeon,target,3,4,bird,animal,sheep,distrClass2,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,sparrow,distrClass1,4,3,bird,animal,blackStimulus,NA,1,1,NA,NA
9551-7,1449255790825,6,subSuperTrial,distr12,blackBear,target,3,4,bear,animal,bison,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,koalaBear,distrClass1,2,2,bear,animal,blackStimulus,NA,1,1,NA,NA
9551-7,1449255800713,7,subSuperTrial,distr23,dressShirt,target,2,2,shirt,clothing,lion,distrClass3,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,dress,distrClass2,4,4,NA,clothing
9551-7,1449255807483,8,colorSizeTrial,sizeOnly4Distr1Same,big_blue_ornament,target,3,2,NA,NA,small_purple_ornament,distractor,1,4,NA,NA,small_blue_ornament,distractor,2,1,NA,NA,small_purple_ornament,distractor,5,3,NA,NA,small_purple_ornament,distractor,4,5,NA,NA
9551-7,1449255813689,9,subSuperTrial,distr23,pug,target,2,4,dog,animal,blackStimulus,NA,1,1,NA,NA,kitten,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,bathrobe,distrClass3,3,3,NA,clothing
9551-7,1449255818845,10,colorSizeTrial,colorOnly2Distr1Same,small_green_guitar,target,4,4,NA,NA,small_blue_guitar,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_guitar,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA
9551-7,1449255823503,11,subSuperTrial,distr23,clownFish,target,4,3,fish,animal,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass3,2,2,NA,furniture
9551-7,1449255829489,12,colorSizeTrial,sizeOnly3Distr2Same,small_pink_bucket,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_pink_bucket,distractor,4,1,NA,NA,big_pink_bucket,distractor,1,2,NA,NA,big_red_bucket,distractor,2,3,NA,NA
9551-7,1449255835605,13,colorSizeTrial,sizeOnly4Distr1Same,big_blue_rug,target,4,5,NA,NA,small_purple_rug,distractor,2,2,NA,NA,small_purple_rug,distractor,3,4,NA,NA,small_purple_rug,distractor,1,3,NA,NA,small_blue_rug,distractor,5,1,NA,NA
9551-7,1449255840812,14,colorSizeTrial,sizeOnly2Distr1Same,big_red_chair,target,4,3,NA,NA,small_green_chair,distractor,2,4,NA,NA,small_red_chair,distractor,3,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
9551-7,1449255846090,15,subSuperTrial,distr22,sunflower,target,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,grasses,distrClass2,4,3,NA,plant,ivy,distrClass2,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA
9551-7,1449255851234,16,subSuperTrial,distr33,tShirt,target,4,4,shirt,clothing,blackStimulus,NA,1,1,NA,NA,grasses,distrClass3,2,2,NA,plant,train,distrClass3,3,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA
9551-7,1449255857472,17,subSuperTrial,distr12,greyhound,distrClass1,2,4,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lion,distrClass2,3,2,NA,animal,dalmatian,target,4,3,dog,animal
9551-7,1449255863124,18,colorSizeTrial,sizeOnly3Distr3Same,big_black_belt,target,4,3,NA,NA,small_black_belt,distractor,1,1,NA,NA,small_black_belt,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_black_belt,distractor,2,2,NA,NA
9551-7,1449255868913,19,colorSizeTrial,sizeOnly3Distr3Same,big_red_stapler,target,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_stapler,distractor,1,4,NA,NA,small_red_stapler,distractor,3,2,NA,NA,small_red_stapler,distractor,2,3,NA,NA
9551-7,1449255873676,20,colorSizeTrial,sizeOnly3Distr3Same,small_purple_rock,target,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_rock,distractor,2,3,NA,NA,big_purple_rock,distractor,1,2,NA,NA,big_purple_rock,distractor,3,1,NA,NA
9551-7,1449255881289,21,colorSizeTrial,sizeOnly3Distr3Same,big_red_toothbrush,target,3,4,NA,NA,small_red_toothbrush,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_toothbrush,distractor,1,1,NA,NA,small_red_toothbrush,distractor,2,3,NA,NA
9551-7,1449255885744,22,subSuperTrial,distr33,goldFish,target,4,3,fish,animal,ambulance,distrClass3,2,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,socks,distrClass3,3,2,NA,clothing,blackStimulus,NA,5,5,NA,NA
9551-7,1449255890834,23,colorSizeTrial,sizeOnly3Distr2Same,big_red_tack,target,2,3,NA,NA,small_red_tack,distractor,3,4,NA,NA,small_red_tack,distractor,1,1,NA,NA,small_blue_tack,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA
9551-7,1449255897009,24,subSuperTrial,distr22,catfish,target,4,4,fish,animal,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,2,3,NA,animal,snake,distrClass2,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA
9551-7,1449255905609,25,subSuperTrial,distr22,hummingBird,target,2,4,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,snake,distrClass2,3,2,NA,animal,elephant,distrClass2,4,3,NA,animal
9551-7,1449255910234,26,subSuperTrial,distr33,mnMs,target,3,2,candy,snack,gloves,distrClass3,4,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,bison,distrClass3,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA
9551-7,1449255919242,27,subSuperTrial,distr12,germanShepherd,target,4,4,dog,animal,greyhound,distrClass1,3,2,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,2,3,NA,animal
9551-7,1449255929121,28,colorSizeTrial,sizeOnly4Distr3Same,big_purple_coathanger,target,2,1,NA,NA,small_purple_coathanger,distractor,3,4,NA,NA,small_purple_coathanger,distractor,4,5,NA,NA,small_purple_coathanger,distractor,5,2,NA,NA,small_orange_coathanger,distractor,1,3,NA,NA
9551-7,1449255933264,29,subSuperTrial,distr33,husky,target,2,3,dog,animal,motorcycle,distrClass3,3,2,NA,vehicle,blackStimulus,NA,5,5,NA,NA,bookcase,distrClass3,4,4,NA,furniture,blackStimulus,NA,1,1,NA,NA
9551-7,1449255940449,30,subSuperTrial,distr22,minivan,target,2,2,car,vehicle,motorcycle,distrClass2,3,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ambulance,distrClass2,4,4,NA,vehicle
