gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
8935-b,1449257161573,1,colorSizeTrial,colorOnly4Distr3Same,small_purple_bracelet,target,2,3,NA,NA,small_green_bracelet,distractor,1,1,NA,NA,small_green_bracelet,distractor,3,5,NA,NA,small_green_bracelet,distractor,4,4,NA,NA,big_green_bracelet,distractor,5,2,NA,NA
8935-b,1449257182238,2,colorSizeTrial,sizeOnly2Distr1Same,big_green_guitar,target,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_guitar,distractor,3,3,NA,NA,small_green_guitar,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA
8935-b,1449257196752,3,colorSizeTrial,colorOnly3Distr1Same,small_yellow_balloon,target,4,2,NA,NA,big_pink_balloon,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_pink_balloon,distractor,3,1,NA,NA,small_pink_balloon,distractor,1,4,NA,NA
8935-b,1449257215926,4,colorSizeTrial,sizeOnly4Distr3Same,small_green_jacket,target,5,4,NA,NA,big_brown_jacket,distractor,3,1,NA,NA,big_green_jacket,distractor,1,2,NA,NA,big_green_jacket,distractor,2,3,NA,NA,big_green_jacket,distractor,4,5,NA,NA
8935-b,1449257230712,5,subSuperTrial,distr12,coffeeTable,target,3,2,table,furniture,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass2,2,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,sideTable,distrClass1,4,3,table,furniture
8935-b,1449257248691,6,colorSizeTrial,sizeOnly4Distr3Same,big_red_stapler,target,5,2,NA,NA,small_red_stapler,distractor,1,5,NA,NA,small_purple_stapler,distractor,4,3,NA,NA,small_red_stapler,distractor,3,4,NA,NA,small_red_stapler,distractor,2,1,NA,NA
8935-b,1449257265817,7,colorSizeTrial,sizeOnly3Distr2Same,small_pink_teacup,target,4,3,NA,NA,big_pink_teacup,distractor,3,4,NA,NA,big_pink_teacup,distractor,1,2,NA,NA,big_white_teacup,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA
8935-b,1449257291290,8,subSuperTrial,distr33,husky,target,4,3,dog,animal,blackStimulus,NA,1,1,NA,NA,grasses,distrClass3,3,4,NA,plant,blackStimulus,NA,5,5,NA,NA,firetruck,distrClass3,2,2,NA,vehicle
8935-b,1449257305640,9,subSuperTrial,distr23,polarBear,target,3,2,bear,animal,grasses,distrClass3,4,4,NA,plant,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA
8935-b,1449257317082,10,colorSizeTrial,sizeOnly4Distr1Same,big_brown_belt,target,3,3,NA,NA,small_black_belt,distractor,5,2,NA,NA,small_brown_belt,distractor,2,1,NA,NA,small_black_belt,distractor,1,4,NA,NA,small_black_belt,distractor,4,5,NA,NA
