gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
3695-5,1449265490280,1,colorSizeTrial,sizeOnly4Distr3Same,big_blue_ornament,target,3,1,NA,NA,small_blue_ornament,distractor,1,3,NA,NA,small_blue_ornament,distractor,5,5,NA,NA,small_blue_ornament,distractor,4,2,NA,NA,small_purple_ornament,distractor,2,4,NA,NA
3695-5,1449265516279,2,subSuperTrial,distr23,pandaBear,target,4,4,bear,animal,blackStimulus,NA,5,5,NA,NA,horse,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,bed,distrClass3,3,2,NA,furniture
3695-5,1449265524283,3,colorSizeTrial,colorOnly4Distr3Same,small_blue_comb,target,1,2,NA,NA,small_black_comb,distractor,5,5,NA,NA,small_black_comb,distractor,2,4,NA,NA,big_black_comb,distractor,4,1,NA,NA,small_black_comb,distractor,3,3,NA,NA
3695-5,1449265530528,4,colorSizeTrial,sizeOnly3Distr1Same,big_green_chair,target,1,1,NA,NA,small_red_chair,distractor,3,2,NA,NA,small_red_chair,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_chair,distractor,2,3,NA,NA
3695-5,1449265543918,5,subSuperTrial,distr23,polarBear,target,2,4,bear,animal,snake,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,train,distrClass3,3,2,NA,vehicle
3695-5,1449265550098,6,subSuperTrial,distr33,tulip,target,4,2,flower,plant,crocodile,distrClass3,3,3,NA,animal,cow,distrClass3,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
3695-5,1449265557404,7,colorSizeTrial,sizeOnly4Distr1Same,small_purple_bracelet,target,5,3,NA,NA,big_green_bracelet,distractor,1,1,NA,NA,big_green_bracelet,distractor,3,4,NA,NA,big_purple_bracelet,distractor,4,2,NA,NA,big_green_bracelet,distractor,2,5,NA,NA
3695-5,1449265564143,8,subSuperTrial,distr22,minivan,target,2,3,car,vehicle,train,distrClass2,3,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,motorcycle,distrClass2,4,2,NA,vehicle,blackStimulus,NA,5,5,NA,NA
3695-5,1449265571364,9,subSuperTrial,distr33,suv,target,4,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,lion,distrClass3,3,2,NA,animal,socks,distrClass3,2,3,NA,clothing,blackStimulus,NA,1,1,NA,NA
3695-5,1449265576653,10,subSuperTrial,distr22,mnMs,target,3,3,candy,snack,blackStimulus,NA,1,1,NA,NA,chips,distrClass2,2,2,NA,snack,pretzels,distrClass2,4,4,NA,snack,blackStimulus,NA,5,5,NA,NA
3695-5,1449265582508,11,subSuperTrial,distr33,grizzlyBear,target,4,4,bear,animal,blackStimulus,NA,1,1,NA,NA,firetruck,distrClass3,2,2,NA,vehicle,pretzels,distrClass3,3,3,NA,snack,blackStimulus,NA,5,5,NA,NA
3695-5,1449265587634,12,colorSizeTrial,sizeOnly4Distr1Same,small_purple_yarn,target,2,1,NA,NA,big_red_yarn,distractor,4,5,NA,NA,big_red_yarn,distractor,5,4,NA,NA,big_red_yarn,distractor,3,2,NA,NA,big_purple_yarn,distractor,1,3,NA,NA
3695-5,1449265602078,13,colorSizeTrial,sizeOnly4Distr3Same,small_blue_rug,target,1,3,NA,NA,big_blue_rug,distractor,2,1,NA,NA,big_purple_rug,distractor,4,2,NA,NA,big_blue_rug,distractor,5,4,NA,NA,big_blue_rug,distractor,3,5,NA,NA
3695-5,1449265623099,14,subSuperTrial,distr12,pug,target,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,greyhound,distrClass1,4,4,dog,animal,blackStimulus,NA,1,1,NA,NA,sheep,distrClass2,2,3,NA,animal
