gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
5628-2,1449254766709,1,colorSizeTrial,sizeOnly3Distr3Same,small_white_shoe,target,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_white_shoe,distractor,1,1,NA,NA,big_white_shoe,distractor,3,4,NA,NA,big_white_shoe,distractor,2,2,NA,NA
5628-2,1449254772641,2,subSuperTrial,distr23,sportsCar,target,4,2,car,vehicle,sheep,distrClass3,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ambulance,distrClass2,3,4,NA,vehicle
5628-2,1449254778772,3,subSuperTrial,distr33,hummingBird,target,3,4,bird,animal,pretzels,distrClass3,2,2,NA,snack,pretzels,distrClass3,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
5628-2,1449254783201,4,subSuperTrial,distr22,blackBear,target,2,4,bear,animal,iguana,distrClass2,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,sheep,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA
5628-2,1449254790068,5,colorSizeTrial,colorOnly3Distr3Same,big_green_pepper,target,4,4,NA,NA,big_red_pepper,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_pepper,distractor,3,2,NA,NA,big_red_pepper,distractor,1,1,NA,NA
5628-2,1449254795989,6,subSuperTrial,distr23,germanShepherd,target,3,3,dog,animal,blackStimulus,NA,5,5,NA,NA,lamp,distrClass3,2,2,NA,furniture,iguana,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA
5628-2,1449254800110,7,colorSizeTrial,colorOnly4Distr1Same,big_blue_ornament,target,1,5,NA,NA,small_purple_ornament,distractor,5,4,NA,NA,big_purple_ornament,distractor,3,1,NA,NA,small_purple_ornament,distractor,4,2,NA,NA,small_purple_ornament,distractor,2,3,NA,NA
5628-2,1449254805097,8,colorSizeTrial,colorOnly3Distr2Same,big_purple_bracelet,target,3,2,NA,NA,small_green_bracelet,distractor,2,1,NA,NA,big_green_bracelet,distractor,1,3,NA,NA,big_green_bracelet,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA
5628-2,1449254811557,9,subSuperTrial,distr22,eagle,target,2,4,bird,animal,lion,distrClass2,3,2,NA,animal,blackStimulus,NA,1,1,NA,NA,iguana,distrClass2,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA
5628-2,1449254817116,10,subSuperTrial,distr22,skittles,target,4,3,candy,snack,pretzels,distrClass2,2,2,NA,snack,blackStimulus,NA,1,1,NA,NA,chips,distrClass2,3,4,NA,snack,blackStimulus,NA,5,5,NA,NA
5628-2,1449254823298,11,subSuperTrial,distr12,polarBear,target,3,4,bear,animal,blackStimulus,NA,5,5,NA,NA,koalaBear,distrClass1,2,3,bear,animal,blackStimulus,NA,1,1,NA,NA,bison,distrClass2,4,2,NA,animal
5628-2,1449254831950,12,subSuperTrial,distr12,husky,target,2,2,dog,animal,lobster,distrClass2,4,3,NA,animal,greyhound,distrClass1,3,4,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
5628-2,1449254837971,13,colorSizeTrial,sizeOnly4Distr1Same,small_blue_tack,target,1,3,NA,NA,big_red_tack,distractor,2,4,NA,NA,big_blue_tack,distractor,5,5,NA,NA,big_red_tack,distractor,4,1,NA,NA,big_red_tack,distractor,3,2,NA,NA
5628-2,1449254847641,14,colorSizeTrial,sizeOnly3Distr1Same,small_blue_candle,target,1,1,NA,NA,big_red_candle,distractor,4,2,NA,NA,big_blue_candle,distractor,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_candle,distractor,2,4,NA,NA
5628-2,1449254852415,15,colorSizeTrial,sizeOnly3Distr3Same,big_orange_billiardball,target,4,1,NA,NA,small_orange_billiardball,distractor,3,3,NA,NA,small_orange_billiardball,distractor,1,4,NA,NA,small_orange_billiardball,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA
