gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
8684-3,1449254688739,1,subSuperTrial,distr23,pandaBear,target,3,3,bear,animal,blackStimulus,NA,5,5,NA,NA,bookcase,distrClass3,4,2,NA,furniture,elephant,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA
8684-3,1449254707259,2,subSuperTrial,distr22,minivan,target,3,2,car,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,firetruck,distrClass2,2,4,NA,vehicle,train,distrClass2,4,3,NA,vehicle
8684-3,1449254717801,3,colorSizeTrial,colorOnly4Distr3Same,small_blue_rug,target,3,4,NA,NA,small_purple_rug,distractor,5,3,NA,NA,small_purple_rug,distractor,2,2,NA,NA,big_purple_rug,distractor,4,5,NA,NA,small_purple_rug,distractor,1,1,NA,NA
8684-3,1449254724482,4,colorSizeTrial,sizeOnly2Distr1Same,big_blue_toothbrush,target,3,4,NA,NA,small_blue_toothbrush,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,small_red_toothbrush,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA
8684-3,1449254735745,5,subSuperTrial,distr12,dressShirt,target,3,2,shirt,clothing,bathrobe,distrClass2,4,4,NA,clothing,campShirt,distrClass1,2,3,shirt,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
8684-3,1449254745186,6,subSuperTrial,distr33,coffeeTable,target,3,4,table,furniture,motorcycle,distrClass3,2,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,kitten,distrClass3,4,3,NA,animal
8684-3,1449254752027,7,subSuperTrial,distr22,hummingBird,target,3,4,bird,animal,blackStimulus,NA,5,5,NA,NA,rabbit,distrClass2,2,2,NA,animal,snake,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA
8684-3,1449254775777,8,subSuperTrial,distr12,crocodile,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,greyhound,distrClass1,3,2,dog,animal,pug,target,2,4,dog,animal
8684-3,1449254787355,9,subSuperTrial,distr33,suv,target,4,4,car,vehicle,snake,distrClass3,3,3,NA,animal,cookies,distrClass3,2,2,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
8684-3,1449254800419,10,subSuperTrial,distr23,tShirt,target,2,4,shirt,clothing,blackStimulus,NA,5,5,NA,NA,socks,distrClass2,3,2,NA,clothing,blackStimulus,NA,1,1,NA,NA,kitten,distrClass3,4,3,NA,animal
8684-3,1449254807946,11,colorSizeTrial,sizeOnly3Distr2Same,small_pink_bucket,target,2,1,NA,NA,big_red_bucket,distractor,4,3,NA,NA,big_pink_bucket,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_pink_bucket,distractor,1,2,NA,NA
8684-3,1449254814203,12,colorSizeTrial,colorOnly3Distr2Same,small_blue_candle,target,1,1,NA,NA,big_red_candle,distractor,2,3,NA,NA,small_red_candle,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_candle,distractor,4,4,NA,NA
8684-3,1449254821866,13,colorSizeTrial,sizeOnly3Distr1Same,small_green_bracelet,target,2,2,NA,NA,big_green_bracelet,distractor,1,1,NA,NA,big_purple_bracelet,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_bracelet,distractor,3,3,NA,NA
8684-3,1449254831430,14,colorSizeTrial,colorOnly2Distr1Same,big_orange_cap,target,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_cap,distractor,4,2,NA,NA,small_blue_cap,distractor,2,3,NA,NA
8684-3,1449254841450,15,colorSizeTrial,sizeOnly3Distr3Same,small_blue_butterfly,target,1,3,NA,NA,big_blue_butterfly,distractor,2,2,NA,NA,big_blue_butterfly,distractor,3,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_butterfly,distractor,4,4,NA,NA
8684-3,1449254847497,16,subSuperTrial,distr33,blackBear,target,3,4,bear,animal,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,2,2,NA,plant,cookies,distrClass3,4,3,NA,snack,blackStimulus,NA,5,5,NA,NA
8684-3,1449254861250,17,subSuperTrial,distr12,swordFish,target,3,3,fish,animal,blackStimulus,NA,5,5,NA,NA,discusFish,distrClass1,4,4,fish,animal,blackStimulus,NA,1,1,NA,NA,elephant,distrClass2,2,2,NA,animal
8684-3,1449254868605,18,subSuperTrial,distr33,husky,target,4,2,dog,animal,blackStimulus,NA,1,1,NA,NA,motorcycle,distrClass3,3,4,NA,vehicle,blackStimulus,NA,5,5,NA,NA,ambulance,distrClass3,2,3,NA,vehicle
8684-3,1449254876610,19,subSuperTrial,distr22,diningTable,target,2,2,table,furniture,wardrobe,distrClass2,4,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lamp,distrClass2,3,3,NA,furniture
8684-3,1449254884089,20,colorSizeTrial,sizeOnly3Distr3Same,big_purple_rock,target,1,2,NA,NA,small_purple_rock,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_rock,distractor,4,1,NA,NA,small_purple_rock,distractor,3,4,NA,NA
8684-3,1449254906438,21,subSuperTrial,distr12,clownFish,target,2,3,fish,animal,discusFish,distrClass1,3,4,fish,animal,blackStimulus,NA,5,5,NA,NA,horse,distrClass2,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA
8684-3,1449254913852,22,subSuperTrial,distr33,rose,target,4,4,flower,plant,blackStimulus,NA,5,5,NA,NA,bison,distrClass3,3,3,NA,animal,chick,distrClass3,2,2,NA,animal,blackStimulus,NA,1,1,NA,NA
