gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
5934-3,1449261081410,1,colorSizeTrial,sizeOnly3Distr2Same,small_blue_butterfly,target,4,3,NA,NA,big_blue_butterfly,distractor,3,4,NA,NA,big_blue_butterfly,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_butterfly,distractor,2,1,NA,NA
5934-3,1449261095171,2,colorSizeTrial,sizeOnly4Distr1Same,big_pink_golfball,target,2,2,NA,NA,small_blue_golfball,distractor,3,3,NA,NA,small_blue_golfball,distractor,4,5,NA,NA,small_pink_golfball,distractor,1,4,NA,NA,small_blue_golfball,distractor,5,1,NA,NA
5934-3,1449261100238,3,subSuperTrial,distr33,pandaBear,target,3,4,bear,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lamp,distrClass3,4,2,NA,furniture,train,distrClass3,2,3,NA,vehicle
5934-3,1449261104966,4,subSuperTrial,distr23,clownFish,target,3,3,fish,animal,rhino,distrClass2,2,2,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass3,4,4,NA,plant
5934-3,1449261113510,5,subSuperTrial,distr22,tShirt,target,3,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,socks,distrClass2,2,4,NA,clothing,bathrobe,distrClass2,4,3,NA,clothing
5934-3,1449261118371,6,subSuperTrial,distr22,rose,target,3,2,flower,plant,rosemary,distrClass2,4,3,NA,plant,ivy,distrClass2,2,4,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
5934-3,1449261126015,7,colorSizeTrial,sizeOnly3Distr1Same,small_white_weddingcake,target,2,3,NA,NA,big_pink_weddingcake,distractor,4,1,NA,NA,big_pink_weddingcake,distractor,1,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_white_weddingcake,distractor,3,2,NA,NA
5934-3,1449261132881,8,colorSizeTrial,sizeOnly3Distr2Same,big_yellow_shoe,target,4,4,NA,NA,small_yellow_shoe,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_yellow_shoe,distractor,2,1,NA,NA,small_white_shoe,distractor,3,3,NA,NA
5934-3,1449261140708,9,colorSizeTrial,sizeOnly2Distr1Same,big_orange_coathanger,target,2,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_coathanger,distractor,4,2,NA,NA,small_orange_coathanger,distractor,3,3,NA,NA
5934-3,1449261154974,10,colorSizeTrial,sizeOnly3Distr1Same,big_green_rock,target,4,1,NA,NA,small_purple_rock,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_rock,distractor,2,4,NA,NA,small_purple_rock,distractor,3,3,NA,NA
5934-3,1449261164366,11,subSuperTrial,distr23,pigeon,target,3,2,bird,animal,lobster,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass3,4,4,NA,plant
5934-3,1449261172012,12,colorSizeTrial,sizeOnly2Distr1Same,big_orange_cushion,target,3,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_orange_cushion,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_cushion,distractor,4,3,NA,NA
5934-3,1449261187381,13,colorSizeTrial,sizeOnly4Distr1Same,small_pink_balloon,target,3,5,NA,NA,big_yellow_balloon,distractor,1,3,NA,NA,big_yellow_balloon,distractor,5,1,NA,NA,big_pink_balloon,distractor,4,2,NA,NA,big_yellow_balloon,distractor,2,4,NA,NA
5934-3,1449261196697,14,colorSizeTrial,sizeOnly3Distr3Same,big_orange_billiardball,target,1,1,NA,NA,small_orange_billiardball,distractor,3,3,NA,NA,small_orange_billiardball,distractor,4,4,NA,NA,small_orange_billiardball,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA
5934-3,1449261219365,15,colorSizeTrial,colorOnly4Distr1Same,small_black_avocado,target,2,3,NA,NA,big_green_avocado,distractor,3,4,NA,NA,big_green_avocado,distractor,5,1,NA,NA,small_green_avocado,distractor,4,5,NA,NA,big_green_avocado,distractor,1,2,NA,NA
5934-3,1449261228419,16,subSuperTrial,distr23,goldFish,target,2,2,fish,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,4,3,NA,animal,dress,distrClass3,3,4,NA,clothing,blackStimulus,NA,5,5,NA,NA
5934-3,1449261234989,17,subSuperTrial,distr22,blackBear,target,2,2,bear,animal,horse,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,lion,distrClass2,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA
5934-3,1449261245190,18,colorSizeTrial,sizeOnly3Distr3Same,big_blue_comb,target,2,4,NA,NA,small_blue_comb,distractor,3,3,NA,NA,small_blue_comb,distractor,4,1,NA,NA,small_blue_comb,distractor,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA
5934-3,1449261263039,19,colorSizeTrial,sizeOnly4Distr1Same,big_purple_ornament,target,1,5,NA,NA,small_blue_ornament,distractor,5,1,NA,NA,small_blue_ornament,distractor,3,2,NA,NA,small_purple_ornament,distractor,4,3,NA,NA,small_blue_ornament,distractor,2,4,NA,NA
5934-3,1449261274313,20,subSuperTrial,distr12,grizzlyBear,target,3,3,bear,animal,squirrel,distrClass2,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,koalaBear,distrClass1,2,4,bear,animal
5934-3,1449261288612,21,subSuperTrial,distr22,diningTable,target,2,3,table,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lamp,distrClass2,4,4,NA,furniture,bookcase,distrClass2,3,2,NA,furniture
5934-3,1449261301252,22,colorSizeTrial,sizeOnly4Distr3Same,small_brown_belt,target,1,4,NA,NA,big_brown_belt,distractor,3,2,NA,NA,big_black_belt,distractor,5,1,NA,NA,big_brown_belt,distractor,4,3,NA,NA,big_brown_belt,distractor,2,5,NA,NA
