gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
4393-a,1449254426675,1,colorSizeTrial,colorOnly2Distr1Same,big_yellow_napkin,target,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_orange_napkin,distractor,2,3,NA,NA,big_orange_napkin,distractor,3,4,NA,NA
4393-a,1449254435334,2,subSuperTrial,distr22,clownFish,target,4,4,fish,animal,blackStimulus,NA,1,1,NA,NA,bison,distrClass2,2,3,NA,animal,rabbit,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA
4393-a,1449254448826,3,colorSizeTrial,sizeOnly2Distr1Same,big_blue_toothbrush,target,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_toothbrush,distractor,2,3,NA,NA,small_blue_toothbrush,distractor,3,2,NA,NA
4393-a,1449254454689,4,subSuperTrial,distr23,polarBear,target,2,3,bear,animal,lamp,distrClass3,4,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,horse,distrClass2,3,2,NA,animal
4393-a,1449254466714,5,colorSizeTrial,sizeOnly2Distr1Same,big_pink_phone,target,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_phone,distractor,4,2,NA,NA,small_white_phone,distractor,2,4,NA,NA
4393-a,1449254474196,6,subSuperTrial,distr22,pigeon,target,3,4,bird,animal,blackStimulus,NA,5,5,NA,NA,elephant,distrClass2,2,2,NA,animal,squirrel,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA
4393-a,1449254481217,7,colorSizeTrial,colorOnly3Distr3Same,small_blue_ornament,target,4,2,NA,NA,small_purple_ornament,distractor,2,4,NA,NA,small_purple_ornament,distractor,3,3,NA,NA,small_purple_ornament,distractor,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA
4393-a,1449254501376,8,colorSizeTrial,sizeOnly3Distr2Same,big_orange_cap,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_orange_cap,distractor,4,2,NA,NA,small_orange_cap,distractor,2,1,NA,NA,small_blue_cap,distractor,1,3,NA,NA
4393-a,1449254508026,9,subSuperTrial,distr22,blackBear,target,3,2,bear,animal,blackStimulus,NA,1,1,NA,NA,cow,distrClass2,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,rabbit,distrClass2,4,4,NA,animal
4393-a,1449254514546,10,subSuperTrial,distr33,grizzlyBear,target,4,2,bear,animal,blackStimulus,NA,1,1,NA,NA,lamp,distrClass3,2,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass3,3,4,NA,snack
4393-a,1449254523209,11,colorSizeTrial,colorOnly3Distr3Same,big_black_book,target,3,2,NA,NA,big_blue_book,distractor,1,1,NA,NA,big_blue_book,distractor,2,4,NA,NA,big_blue_book,distractor,4,3,NA,NA,blackStimulus,NA,5,5,NA,NA
4393-a,1449254533409,12,subSuperTrial,distr12,swordFish,target,4,2,fish,animal,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,3,3,fish,animal,blackStimulus,NA,5,5,NA,NA,sheep,distrClass2,2,4,NA,animal
