gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
0198-d,1449263135152,1,colorSizeTrial,sizeOnly3Distr2Same,big_brown_belt,target,1,4,NA,NA,small_brown_belt,distractor,2,1,NA,NA,small_black_belt,distractor,4,3,NA,NA,small_brown_belt,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA
0198-d,1449263145707,2,colorSizeTrial,sizeOnly4Distr3Same,small_green_avocado,target,4,1,NA,NA,big_black_avocado,distractor,5,4,NA,NA,big_green_avocado,distractor,3,3,NA,NA,big_green_avocado,distractor,1,2,NA,NA,big_green_avocado,distractor,2,5,NA,NA
0198-d,1449263153934,3,colorSizeTrial,sizeOnly3Distr3Same,big_purple_bike,target,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_bike,distractor,1,2,NA,NA,small_purple_bike,distractor,2,3,NA,NA,small_purple_bike,distractor,3,4,NA,NA
0198-d,1449263162659,4,subSuperTrial,distr23,picnicTable,target,4,4,table,furniture,cookies,distrClass3,3,2,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lamp,distrClass2,2,3,NA,furniture
0198-d,1449263167668,5,subSuperTrial,distr33,pug,target,3,3,dog,animal,popcorn,distrClass3,2,4,NA,snack,cookies,distrClass3,4,2,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
0198-d,1449263174699,6,colorSizeTrial,colorOnly3Distr1Same,small_pink_balloon,target,1,4,NA,NA,small_yellow_balloon,distractor,3,2,NA,NA,big_yellow_balloon,distractor,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_yellow_balloon,distractor,2,3,NA,NA
0198-d,1449263182054,7,colorSizeTrial,colorOnly4Distr1Same,big_pink_hairdryer,target,1,3,NA,NA,small_purple_hairdryer,distractor,2,4,NA,NA,big_purple_hairdryer,distractor,3,1,NA,NA,small_purple_hairdryer,distractor,5,5,NA,NA,small_purple_hairdryer,distractor,4,2,NA,NA
0198-d,1449263188707,8,subSuperTrial,distr23,hawaiiShirt,target,3,2,shirt,clothing,socks,distrClass2,4,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pig,distrClass3,2,3,NA,animal
0198-d,1449263199249,9,subSuperTrial,distr22,convertible,target,3,2,car,vehicle,blackStimulus,NA,5,5,NA,NA,motorcycle,distrClass2,2,3,NA,vehicle,firetruck,distrClass2,4,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA
0198-d,1449263209709,10,colorSizeTrial,colorOnly3Distr2Same,big_purple_ornament,target,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_ornament,distractor,3,1,NA,NA,big_blue_ornament,distractor,1,4,NA,NA,small_blue_ornament,distractor,2,3,NA,NA
