gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
7830-a,1449262235843,1,subSuperTrial,distr12,catfish,target,2,4,fish,animal,blackStimulus,NA,5,5,NA,NA,discusFish,distrClass1,3,2,fish,animal,sheep,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA
7830-a,1449262242220,2,colorSizeTrial,colorOnly2Distr1Same,small_purple_butterfly,target,2,4,NA,NA,small_blue_butterfly,distractor,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_butterfly,distractor,3,3,NA,NA
7830-a,1449262247357,3,colorSizeTrial,colorOnly3Distr2Same,big_orange_cushion,target,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_blue_cushion,distractor,1,3,NA,NA,big_blue_cushion,distractor,3,4,NA,NA,small_blue_cushion,distractor,4,1,NA,NA
7830-a,1449262254315,4,subSuperTrial,distr12,skittles,target,4,4,candy,snack,pretzels,distrClass2,2,3,NA,snack,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,3,2,candy,snack,blackStimulus,NA,5,5,NA,NA
7830-a,1449262258539,5,colorSizeTrial,colorOnly3Distr1Same,big_orange_cap,target,3,2,NA,NA,small_blue_cap,distractor,1,3,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_cap,distractor,2,4,NA,NA,big_blue_cap,distractor,4,1,NA,NA
7830-a,1449262264122,6,subSuperTrial,distr23,hummingBird,target,3,4,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass3,4,2,NA,furniture,horse,distrClass2,2,3,NA,animal
7830-a,1449262268738,7,subSuperTrial,distr33,tulip,target,4,3,flower,plant,blackStimulus,NA,1,1,NA,NA,bathrobe,distrClass3,3,2,NA,clothing,bookcase,distrClass3,2,4,NA,furniture,blackStimulus,NA,5,5,NA,NA
7830-a,1449262274500,8,colorSizeTrial,sizeOnly3Distr3Same,small_green_guitar,target,3,4,NA,NA,big_green_guitar,distractor,1,3,NA,NA,blackStimulus,NA,5,5,NA,NA,big_green_guitar,distractor,4,1,NA,NA,big_green_guitar,distractor,2,2,NA,NA
7830-a,1449262280126,9,colorSizeTrial,sizeOnly3Distr3Same,big_pink_phone,target,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_phone,distractor,3,3,NA,NA,small_pink_phone,distractor,2,4,NA,NA,small_pink_phone,distractor,1,2,NA,NA
7830-a,1449262286489,10,subSuperTrial,distr12,daisy,target,4,4,flower,plant,blackStimulus,NA,1,1,NA,NA,lily,distrClass1,2,2,flower,plant,blackStimulus,NA,5,5,NA,NA,ivy,distrClass2,3,3,NA,plant
7830-a,1449262294779,11,colorSizeTrial,sizeOnly4Distr1Same,small_purple_coathanger,target,5,5,NA,NA,big_orange_coathanger,distractor,3,2,NA,NA,big_purple_coathanger,distractor,1,1,NA,NA,big_orange_coathanger,distractor,2,3,NA,NA,big_orange_coathanger,distractor,4,4,NA,NA
7830-a,1449262300500,12,subSuperTrial,distr12,gummyBears,target,3,4,candy,snack,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,2,3,candy,snack,blackStimulus,NA,5,5,NA,NA,chips,distrClass2,4,2,NA,snack
7830-a,1449262309029,13,colorSizeTrial,sizeOnly4Distr3Same,big_blue_comb,target,1,3,NA,NA,small_blue_comb,distractor,5,4,NA,NA,small_blue_comb,distractor,3,5,NA,NA,small_black_comb,distractor,2,2,NA,NA,small_blue_comb,distractor,4,1,NA,NA
7830-a,1449262315040,14,subSuperTrial,distr23,convertible,target,2,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,motorcycle,distrClass2,4,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,cookies,distrClass3,3,4,NA,snack
