gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain
2195-2,1449255904848,1,colorSizeTrial,colorOnly3Distr1Same,big_green_chair,target,4,3,NA,NA,small_red_chair,distractor,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_chair,distractor,2,2,NA,NA,big_red_chair,distractor,3,4,NA,NA
2195-2,1449255913983,2,colorSizeTrial,colorOnly3Distr2Same,big_orange_cushion,target,1,3,NA,NA,small_blue_cushion,distractor,3,1,NA,NA,big_blue_cushion,distractor,2,4,NA,NA,big_blue_cushion,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA
2195-2,1449255920311,3,colorSizeTrial,colorOnly3Distr3Same,big_brown_jacket,target,1,1,NA,NA,big_green_jacket,distractor,4,3,NA,NA,big_green_jacket,distractor,3,4,NA,NA,big_green_jacket,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA
2195-2,1449255925878,4,subSuperTrial,distr33,goldFish,target,3,3,fish,animal,lamp,distrClass3,4,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass3,2,2,NA,furniture
2195-2,1449255930687,5,subSuperTrial,distr22,tShirt,target,2,4,shirt,clothing,socks,distrClass2,3,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,gloves,distrClass2,4,3,NA,clothing,blackStimulus,NA,1,1,NA,NA
2195-2,1449255937407,6,colorSizeTrial,sizeOnly3Distr2Same,big_purple_coathanger,target,1,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_coathanger,distractor,2,1,NA,NA,small_orange_coathanger,distractor,4,4,NA,NA,small_purple_coathanger,distractor,3,3,NA,NA
2195-2,1449255944007,7,colorSizeTrial,sizeOnly4Distr1Same,big_blue_candle,target,3,5,NA,NA,small_red_candle,distractor,5,2,NA,NA,small_blue_candle,distractor,1,4,NA,NA,small_red_candle,distractor,4,3,NA,NA,small_red_candle,distractor,2,1,NA,NA
2195-2,1449255948663,8,subSuperTrial,distr33,eagle,target,2,3,bird,animal,ivy,distrClass3,4,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,ivy,distrClass3,3,4,NA,plant
2195-2,1449255954319,9,colorSizeTrial,sizeOnly4Distr3Same,small_pink_golfball,target,3,5,NA,NA,big_pink_golfball,distractor,5,4,NA,NA,big_pink_golfball,distractor,4,3,NA,NA,big_pink_golfball,distractor,1,2,NA,NA,big_blue_golfball,distractor,2,1,NA,NA
2195-2,1449255960375,10,subSuperTrial,distr12,minivan,target,4,2,car,vehicle,sedan,distrClass1,3,4,car,vehicle,ambulance,distrClass2,2,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA
2195-2,1449255967103,11,colorSizeTrial,colorOnly3Distr2Same,small_pink_teacup,target,4,2,NA,NA,small_white_teacup,distractor,2,4,NA,NA,small_white_teacup,distractor,1,1,NA,NA,big_white_teacup,distractor,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA
2195-2,1449255972614,12,subSuperTrial,distr23,hawaiiShirt,target,4,3,shirt,clothing,blackStimulus,NA,5,5,NA,NA,lobster,distrClass3,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,socks,distrClass2,3,2,NA,clothing
