iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483212461	1	far_58_a_6cf3	2	3	far_58_b_6cf3	1	1	far_58_c_6cf3	3	2	far_58_a_6cf3	far_58_a_6cf3	true	far	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483256851	2	split_31_a_87e	1	1	split_31_b_87e	2	3	split_31_c_87e	3	2	split_31_a_87e	split_31_a_87e	true	split	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483309565	3	close_67_a_d3f31fd0fc99	3	3	close_67_b_d3f31fd0fc99	1	2	close_67_c_d3f31fd0fc99	2	1	close_67_a_d3f31fd0fc99	close_67_a_d3f31fd0fc99	true	close	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483358417	4	split_79_a_bbf45d2d189d	1	1	split_79_b_bbf45d2d189d	2	3	split_79_c_bbf45d2d189d	3	2	split_79_a_bbf45d2d189d	split_79_a_bbf45d2d189d	true	split	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483397137	5	close_60_a_6223f3849d57154b5ecb	2	2	close_60_b_6223f3849d57154b5ecb	3	3	close_60_c_6223f3849d57154b5ecb	1	1	close_60_a_6223f3849d57154b5ecb	close_60_a_6223f3849d57154b5ecb	true	close	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483434254	6	split_98_a_c04	1	3	split_98_b_c04	3	1	split_98_c_c04	2	2	split_98_a_c04	split_98_a_c04	true	split	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483471851	7	split_116_a_5e89f5cc834553622acd	3	3	split_116_b_5e89f5cc834553622acd	1	1	split_116_c_5e89f5cc834553622acd	2	2	split_116_a_5e89f5cc834553622acd	split_116_a_5e89f5cc834553622acd	true	split	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483509901	8	close_74_a_2dc5055b	1	3	close_74_b_2dc5055b	3	2	close_74_c_2dc5055b	2	1	close_74_a_2dc5055b	close_74_a_2dc5055b	true	close	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483539068	9	split_39_a_20b	1	2	split_39_b_20b	2	3	split_39_c_20b	3	1	split_39_a_20b	split_39_a_20b	true	split	clickedObj
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483573153	10	far_82_a_668c488e900c2ede	2	3	far_82_b_668c488e900c2ede	1	2	far_82_c_668c488e900c2ede	3	1	far_82_a_668c488e900c2ede	far_82_a_668c488e900c2ede	true	far	clickedObj
