iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478308211	1	far_109_a_44ddb3d46266bb0ffeba	2	2	far_109_b_44ddb3d46266bb0ffeba	1	1	far_109_c_44ddb3d46266bb0ffeba	3	3	far_109_a_44ddb3d46266bb0ffeba	far_109_a_44ddb3d46266bb0ffeba	true	far	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478326102	2	far_51_a_8162	1	3	far_51_b_8162	3	2	far_51_c_8162	2	1	far_51_a_8162	far_51_a_8162	true	far	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478361824	3	close_95_a_	3	1	close_95_b_	2	3	close_95_c_	1	2	close_95_a_	close_95_a_	true	close	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478398321	4	close_57_a_1055	3	1	close_57_b_1055	2	2	close_57_c_1055	1	3	close_57_a_1055	close_57_a_1055	true	close	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478418105	5	far_2_a_46c7367eede2d9c5ca2e	3	3	far_2_b_46c7367eede2d9c5ca2e	2	1	far_2_c_46c7367eede2d9c5ca2e	1	2	far_2_a_46c7367eede2d9c5ca2e	far_2_a_46c7367eede2d9c5ca2e	true	far	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478479449	6	close_86_a_58f44c0057ae	2	2	close_86_b_58f44c0057ae	1	3	close_86_c_58f44c0057ae	3	1	close_86_a_58f44c0057ae	close_86_a_58f44c0057ae	true	close	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478502423	7	far_91_a_f90dab51bec2bcd1a3340564	3	1	far_91_b_f90dab51bec2bcd1a3340564	1	3	far_91_c_f90dab51bec2bcd1a3340564	2	2	far_91_a_f90dab51bec2bcd1a3340564	far_91_a_f90dab51bec2bcd1a3340564	true	far	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478539273	8	split_29_a_b8fe0dd	1	3	split_29_b_b8fe0dd	3	2	split_29_c_b8fe0dd	2	1	split_29_a_b8fe0dd	split_29_a_b8fe0dd	true	split	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478553968	9	close_118_a_	2	1	close_118_b_	1	3	close_118_c_	3	2	close_118_a_	close_118_a_	true	close	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478576698	10	close_111_a_892d8090f05c	3	1	close_111_b_892d8090f05c	1	2	close_111_c_892d8090f05c	2	3	close_111_a_892d8090f05c	close_111_a_892d8090f05c	true	close	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478614545	11	far_14_a_4fdcd44fd622	2	2	far_14_b_4fdcd44fd622	3	1	far_14_c_4fdcd44fd622	1	3	far_14_a_4fdcd44fd622	far_14_a_4fdcd44fd622	true	far	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478635519	12	close_98_a_c04c5b7	1	3	close_98_b_c04c5b7	3	1	close_98_c_c04c5b7	2	2	close_98_a_c04c5b7	close_98_a_c04c5b7	true	close	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478655009	13	split_101_a_9c7c3478edebfc1031d3	3	3	split_101_b_9c7c3478edebfc1031d3	2	1	split_101_c_9c7c3478edebfc1031d3	1	2	split_101_a_9c7c3478edebfc1031d3	split_101_a_9c7c3478edebfc1031d3	true	split	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478680448	14	close_135_a_61950ea	1	2	close_135_b_61950ea	2	3	close_135_c_61950ea	3	1	close_135_a_61950ea	close_135_a_61950ea	true	close	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478696429	15	far_114_a_	3	1	far_114_b_	1	2	far_114_c_	2	3	far_114_a_	far_114_a_	true	far	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478708943	16	far_25_a_3bb2201ba3b8	2	3	far_25_b_3bb2201ba3b8	3	1	far_25_c_3bb2201ba3b8	1	2	far_25_a_3bb2201ba3b8	far_25_a_3bb2201ba3b8	true	far	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478730810	17	far_79_a_bbf45d2d	3	2	far_79_b_bbf45d2d	2	1	far_79_c_bbf45d2d	1	3	far_79_a_bbf45d2d	far_79_a_bbf45d2d	true	far	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478762706	18	close_31_a_87e11555e7233fb	1	2	close_31_b_87e11555e7233fb	3	1	close_31_c_87e11555e7233fb	2	3	close_31_a_87e11555e7233fb	close_31_a_87e11555e7233fb	true	close	clickedObj
pilot1	1994-9aa59dbb-d55b-43bb-8d88-25974d5e073d	1500478787470	19	split_27_a_7b5b032a2cddeebc54d7	2	1	split_27_b_7b5b032a2cddeebc54d7	3	3	split_27_c_7b5b032a2cddeebc54d7	1	2	split_27_a_7b5b032a2cddeebc54d7	split_27_a_7b5b032a2cddeebc54d7	true	split	clickedObj
