iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500485884383	1	far_28_a_c79532846cee	1	3	far_28_b_c79532846cee	3	2	far_28_c_c79532846cee	2	1	far_28_a_c79532846cee	far_28_a_c79532846cee	true	far	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500485955913	2	far_117_a_	1	1	far_117_b_	2	3	far_117_c_	3	2	far_117_a_	far_117_a_	true	far	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500485977972	3	far_2	3	1	far_2	1	2	far_2	2	3	far_2	far_2	true	far	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486024129	4	far_111_a_892d8090f05c136d	1	1	far_111_b_892d8090f05c136d	2	3	far_111_c_892d8090f05c136d	3	2	far_111_a_892d8090f05c136d	far_111_a_892d8090f05c136d	true	far	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486067054	5	close_29_a_b8fe0dd70ba	3	1	close_29_b_b8fe0dd70ba	2	2	close_29_c_b8fe0dd70ba	1	3	close_29_a_b8fe0dd70ba	close_29_a_b8fe0dd70ba	true	close	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486109810	6	split_62_a_93ee	1	3	split_62_b_93ee	2	1	split_62_c_93ee	3	2	split_62_a_93ee	split_62_a_93ee	true	split	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486151343	7	split_116_a_5e89f5cc83455362	1	3	split_116_b_5e89f5cc83455362	3	2	split_116_c_5e89f5cc83455362	2	1	split_116_a_5e89f5cc83455362	split_116_a_5e89f5cc83455362	true	split	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486187644	8	far_118_a_b3e4c494a862986b9226550f	1	2	far_118_b_b3e4c494a862986b9226550f	3	3	far_118_c_b3e4c494a862986b9226550f	2	1	far_118_a_b3e4c494a862986b9226550f	far_118_a_b3e4c494a862986b9226550f	true	far	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486231178	9	split_5	2	1	split_5	1	2	split_5	3	3	split_5	split_5	true	split	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486263245	10	split_16_a_a326	1	2	split_16_b_a326	3	1	split_16_c_a326	2	3	split_16_a_a326	split_16_a_a326	true	split	clickedObj
pilot1	7311-f20bde7e-cf7d-4e05-baa8-a1de246f8f6c	1500486293854	11	far_24_a_d9a1f2e7290c	2	2	far_24_b_d9a1f2e7290c	3	3	far_24_c_d9a1f2e7290c	1	1	far_24_a_d9a1f2e7290c	far_24_a_d9a1f2e7290c	true	far	clickedObj
