iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064331671	1	far_117_a_665bfb42a0362f71d577f4b88a77	3	3	far_117_b_665bfb42a0362f71d577f4b88a77	2	2	far_117_c_665bfb42a0362f71d577f4b88a77	1	1	far_117_a_665bfb42a0362f71d577f4b88a77	far_117_a_665bfb42a0362f71d577f4b88a77	true	far	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064372521	2	close_82_a_668c488e900c2ede62a9eaa32bfe	3	3	close_82_b_668c488e900c2ede62a9eaa32bfe	2	2	close_82_c_668c488e900c2ede62a9eaa32bfe	1	1	close_82_a_668c488e900c2ede62a9eaa32bfe	close_82_a_668c488e900c2ede62a9eaa32bfe	true	close	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064398731	3	far_71_a_22cc9b68e67339738d2d730aebe7865d	2	2	far_71_b_22cc9b68e67339738d2d730aebe7865d	1	3	far_71_c_22cc9b68e67339738d2d730aebe7865d	3	1	far_71_a_22cc9b68e67339738d2d730aebe7865d	far_71_a_22cc9b68e67339738d2d730aebe7865d	true	far	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064436756	4	close_2_a_46c7367eede2d9c5ca2ed12df13a916a	3	1	close_2_b_46c7367eede2d9c5ca2ed12df13a916a	1	2	close_2_c_46c7367eede2d9c5ca2ed12df13a916a	2	3	close_2_a_46c7367eede2d9c5ca2ed12df13a916a	close_2_a_46c7367eede2d9c5ca2ed12df13a916a	true	close	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064466454	5	split_116_a_5e89f5cc834553622acd2bb62058	2	1	split_116_b_5e89f5cc834553622acd2bb62058	1	3	split_116_c_5e89f5cc834553622acd2bb62058	3	2	split_116_a_5e89f5cc834553622acd2bb62058	split_116_a_5e89f5cc834553622acd2bb62058	true	split	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064495889	6	split_106_a_2fc2b897b6b131c4dc75a59e280f	2	3	split_106_b_2fc2b897b6b131c4dc75a59e280f	1	1	split_106_c_2fc2b897b6b131c4dc75a59e280f	3	2	split_106_a_2fc2b897b6b131c4dc75a59e280f	split_106_a_2fc2b897b6b131c4dc75a59e280f	true	split	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064516630	7	close_62_a_93ee27f70b593cee7b11ae648ea92233	1	2	close_62_b_93ee27f70b593cee7b11ae648ea92233	2	3	close_62_c_93ee27f70b593cee7b11ae648ea92233	3	1	close_62_a_93ee27f70b593cee7b11ae648ea92233	close_62_a_93ee27f70b593cee7b11ae648ea92233	true	close	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064536934	8	far_59_a_e4931ffa06d7b05cb04cb542e2c5	1	3	far_59_b_e4931ffa06d7b05cb04cb542e2c5	3	1	far_59_c_e4931ffa06d7b05cb04cb542e2c5	2	2	far_59_a_e4931ffa06d7b05cb04cb542e2c5	far_59_a_e4931ffa06d7b05cb04cb542e2c5	true	far	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064563876	9	far_98_a_c04c5b7d68b4e6481a68dda	3	1	far_98_b_c04c5b7d68b4e6481a68dda	2	2	far_98_c_c04c5b7d68b4e6481a68dda	1	3	far_98_a_c04c5b7d68b4e6481a68dda	far_98_a_c04c5b7d68b4e6481a68dda	true	far	clickedObj
	1855-c51d933b-f52b-43c9-a784-80952e3901d3	1500064595065	10	split_23_a_3c81fab5678a3872327289c0	3	2	split_23_b_3c81fab5678a3872327289c0	2	1	split_23_c_3c81fab5678a3872327289c0	1	3	split_23_a_3c81fab5678a3872327289c0	split_23_a_3c81fab5678a3872327289c0	true	split	clickedObj
