iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418039360	1	far_48_a_8d4efa9893f7e49b3a85b56ecd01	1	3	far_48_b_8d4efa9893f7e49b3a85b56ecd01	3	2	far_48_c_8d4efa9893f7e49b3a85b56ecd01	2	1	far_48_a_8d4efa9893f7e49b3a85b56ecd01	far_48_a_8d4efa9893f7e49b3a85b56ecd01	true	far	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418074935	2	close_67_a_d3f31fd0fc99f45e8b3f6b4a	1	2	close_67_b_d3f31fd0fc99f45e8b3f6b4a	3	1	close_67_c_d3f31fd0fc99f45e8b3f6b4a	2	3	close_67_a_d3f31fd0fc99f45e8b3f6b4a	close_67_c_d3f31fd0fc99f45e8b3f6b4a	false	close	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418110996	3	close_23_a_3c81fab5678a3872327289c00b6d	1	1	close_23_b_3c81fab5678a3872327289c00b6d	3	3	close_23_c_3c81fab5678a3872327289c00b6d	2	2	close_23_a_3c81fab5678a3872327289c00b6d	close_23_a_3c81fab5678a3872327289c00b6d	true	close	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418168280	4	close_134_a_11dba3a8d7b7210f5ff61a3a2a0e	3	1	close_134_b_11dba3a8d7b7210f5ff61a3a2a0e	1	3	close_134_c_11dba3a8d7b7210f5ff61a3a2a0e	2	2	close_134_a_11dba3a8d7b7210f5ff61a3a2a0e	close_134_a_11dba3a8d7b7210f5ff61a3a2a0e	true	close	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418225310	5	split_84_a_5402eecc67e489502fa77440	2	3	split_84_b_5402eecc67e489502fa77440	3	1	split_84_c_5402eecc67e489502fa77440	1	2	split_84_a_5402eecc67e489502fa77440	split_84_a_5402eecc67e489502fa77440	true	split	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418285206	6	far_102_a_9e6564dce4cc128efc24	1	2	far_102_b_9e6564dce4cc128efc24	3	1	far_102_c_9e6564dce4cc128efc24	2	3	far_102_a_9e6564dce4cc128efc24	far_102_a_9e6564dce4cc128efc24	true	far	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418321460	7	close_118_a_b3e4c494a862986b	2	3	close_118_b_b3e4c494a862986b	3	2	close_118_c_b3e4c494a862986b	1	1	close_118_a_b3e4c494a862986b	close_118_a_b3e4c494a862986b	true	close	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418347540	8	far_35_a_3853339519aca1bdfcd4910413c446d9	2	3	far_35_b_3853339519aca1bdfcd4910413c446d9	1	2	far_35_c_3853339519aca1bdfcd4910413c446d9	3	1	far_35_a_3853339519aca1bdfcd4910413c446d9	far_35_a_3853339519aca1bdfcd4910413c446d9	true	far	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418428213	9	split_31_a_87e11555e7233fb	1	2	split_31_b_87e11555e7233fb	3	1	split_31_c_87e11555e7233fb	2	3	split_31_a_87e11555e7233fb	split_31_a_87e11555e7233fb	true	split	clickedObj
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418481259	10	far_95_a_4eed9ad9465482d543b9	3	1	far_95_b_4eed9ad9465482d543b9	1	3	far_95_c_4eed9ad9465482d543b9	2	2	far_95_a_4eed9ad9465482d543b9	far_95_a_4eed9ad9465482d543b9	true	far	clickedObj
