iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477674841	1	far_120_a_4185	1	1	far_120_b_4185	2	3	far_120_c_4185	3	2	far_120_a_4185	far_120_a_4185	true	far	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477690906	2	far_66_a_a14c7700cfc99b03	1	1	far_66_b_a14c7700cfc99b03	2	3	far_66_c_a14c7700cfc99b03	3	2	far_66_a_a14c7700cfc99b03	far_66_a_a14c7700cfc99b03	true	far	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477725407	3	split_9_a_ee445cf3710af7e2	3	2	split_9_b_ee445cf3710af7e2	2	1	split_9_c_ee445cf3710af7e2	1	3	split_9_a_ee445cf3710af7e2	split_9_a_ee445cf3710af7e2	true	split	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477741123	4	far_98_a_c04c5b7d68b4e6481a68dda91fe	3	2	far_98_b_c04c5b7d68b4e6481a68dda91fe	1	1	far_98_c_c04c5b7d68b4e6481a68dda91fe	2	3	far_98_a_c04c5b7d68b4e6481a68dda91fe	far_98_a_c04c5b7d68b4e6481a68dda91fe	true	far	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477770620	5	split_123_a_e3d23dc47ddd9620	3	1	split_123_b_e3d23dc47ddd9620	1	2	split_123_c_e3d23dc47ddd9620	2	3	split_123_a_e3d23dc47ddd9620	split_123_a_e3d23dc47ddd9620	true	split	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477800361	6	close_130_a_8a21b853	1	3	close_130_b_8a21b853	3	2	close_130_c_8a21b853	2	1	close_130_a_8a21b853	close_130_a_8a21b853	true	close	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477823749	7	split_62_a_93ee27f70b59	1	3	split_62_b_93ee27f70b59	2	1	split_62_c_93ee27f70b59	3	2	split_62_a_93ee27f70b59	split_62_a_93ee27f70b59	true	split	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477841942	8	far_51_a_81628a0b	1	1	far_51_b_81628a0b	3	3	far_51_c_81628a0b	2	2	far_51_a_81628a0b	far_51_a_81628a0b	true	far	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477877763	9	close_114_a_6f70a7948c59b49943da	1	3	close_114_b_6f70a7948c59b49943da	2	2	close_114_c_6f70a7948c59b49943da	3	1	close_114_a_6f70a7948c59b49943da	close_114_a_6f70a7948c59b49943da	true	close	clickedObj
pilot1	9638-4da2d331-840a-4136-9a0c-185b886b458d	1500477904528	10	far_23_a_3c81fab5678a3872	3	3	far_23_b_3c81fab5678a3872	1	2	far_23_c_3c81fab5678a3872	2	1	far_23_a_3c81fab5678a3872	far_23_a_3c81fab5678a3872	true	far	clickedObj
