gameid,time,roundNum,sender,contents
4941-4,1476497621441,1,speaker,"the most red"
4941-4,1476497623389,1,listener,"hi lets do it"
4941-4,1476497630755,2,speaker,"purple"
4941-4,1476497638954,3,speaker,"pink"
4941-4,1476497646964,4,speaker,"green"
4941-4,1476497655598,5,speaker,"orange/brown"
4941-4,1476497662746,6,speaker,"blue"
4941-4,1476497671010,7,speaker,"same blue"
4941-4,1476497679465,8,speaker,"green"
4941-4,1476497686978,9,speaker,"grey"
4941-4,1476497695514,10,speaker,"muted green"
4941-4,1476497710668,11,speaker,"mauve (not as bright)"
4941-4,1476497718573,12,speaker,"purple"
4941-4,1476497726132,13,speaker,"purple"
4941-4,1476497736277,14,speaker,"darker green"
4941-4,1476497748625,15,speaker,"orangeish"
4941-4,1476497760012,16,speaker,"mauve"
4941-4,1476497777749,17,speaker,"darkest one"
4941-4,1476497786819,18,speaker,"olive green"
4941-4,1476497794838,19,speaker,"red"
4941-4,1476497804396,20,speaker,"yellowish"
4941-4,1476497817282,21,speaker,"the most purple"
4941-4,1476497825785,22,speaker,"yellow bright"
4941-4,1476497837903,23,speaker,"purple"
4941-4,1476497848842,24,speaker,"brighter pinkish"
4941-4,1476497855875,25,speaker,"green"
4941-4,1476497866903,26,speaker,"brighter pink"
4941-4,1476497875333,27,speaker,"yellow"
4941-4,1476497891133,28,speaker,"least bright purple"
4941-4,1476497898876,29,speaker,"blue"
4941-4,1476497905047,30,speaker,"yellow"
4941-4,1476497915260,31,speaker,"brighter orange"
4941-4,1476497925182,32,speaker,"brighter green"
4941-4,1476497931668,33,speaker,"blue"
4941-4,1476497942022,34,speaker,"green (most muted)"
4941-4,1476497953940,35,speaker,"mauve"
4941-4,1476497965777,36,speaker,"grey"
4941-4,1476497974261,37,speaker,"yellow"
4941-4,1476497980777,38,speaker,"grey"
4941-4,1476497991917,39,speaker,"yellowish"
4941-4,1476498004845,40,speaker,"brighter blue teal"
4941-4,1476498012969,41,speaker,"purple"
4941-4,1476498018942,42,speaker,"purple"
4941-4,1476498032295,43,speaker,"brighter green"
4941-4,1476498041665,44,speaker,"mint green"
4941-4,1476498055657,45,speaker,"slightly brighter pinkish"
4941-4,1476498078175,46,speaker,"combo of blue and grey"
4941-4,1476498112309,47,speaker,"most muted mauve (almost orange?)"
4941-4,1476498122486,48,speaker,"brightest purple"
4941-4,1476498128961,49,speaker,"pink"
4941-4,1476498146119,50,speaker,"thanks have a good one; greyish one"
