gameid,time,roundNum,sender,contents
6513-c,1476491539917,1,speaker,"light but not too bright and not dull"
6513-c,1476491561145,2,speaker,"dull"
6513-c,1476491598098,3,speaker,"royal color"
6513-c,1476491614301,3,listener,"brightest one?"
6513-c,1476491633729,3,speaker,"no"
6513-c,1476491643949,4,listener,"thx"
6513-c,1476491648735,4,speaker,"brightest"
6513-c,1476491699519,5,speaker,"more sea than grass"
6513-c,1476491720357,5,listener,"aqua"
6513-c,1476491732490,5,speaker,"yep"
6513-c,1476491747234,6,speaker,"sky"
6513-c,1476491769991,7,speaker,"ground"
6513-c,1476491809931,8,speaker,"not sky or grass"
6513-c,1476491823108,9,speaker,"dull"
6513-c,1476491837911,10,speaker,"grass"
6513-c,1476491859082,11,speaker,"bright"
6513-c,1476491872835,12,speaker,"grass"
6513-c,1476491900949,12,listener,"no greenish here--grey?"
6513-c,1476491913294,12,speaker,"aqua"
6513-c,1476491938296,13,speaker,"blood"
6513-c,1476491949074,14,speaker,"sky"
6513-c,1476491963419,15,speaker,"ground"
6513-c,1476492018415,16,speaker,"overcast but brighter than the other"
6513-c,1476492046489,17,speaker,"prince song about rain"
6513-c,1476492062698,18,speaker,"neon"
6513-c,1476492085926,19,speaker,"kinda like the sky"
6513-c,1476492105024,20,speaker,"prince song about rain"
6513-c,1476492121677,21,speaker,"same prince song"
6513-c,1476492134558,22,speaker,"neon"
6513-c,1476492149295,23,speaker,"bright"
6513-c,1476492177860,24,speaker,"military garb"
6513-c,1476492191865,25,speaker,"overcast"
6513-c,1476492203336,26,speaker,"bright"
6513-c,1476492234527,27,speaker,"clear sky"
6513-c,1476492259212,28,speaker,"halloweenish"
6513-c,1476492271538,29,speaker,"ground"
6513-c,1476492305921,30,speaker,"dull not ground"
6513-c,1476492334341,31,speaker,"more like prince song"
6513-c,1476492350189,32,speaker,"military garb"
6513-c,1476492369001,33,speaker,"more like grass"
6513-c,1476492379863,34,speaker,"sky"
6513-c,1476492390670,35,speaker,"brightest"
6513-c,1476492404650,36,speaker,"overcast"
6513-c,1476492431052,37,speaker,"more like grass but brighter"
6513-c,1476492446183,38,speaker,"military garb"
6513-c,1476492458442,39,speaker,"blood"
6513-c,1476492476650,40,speaker,"somewhat like blood but brighter"
6513-c,1476492492728,41,speaker,"dull grass"
6513-c,1476492493394,41,listener,"good clues--thx"
6513-c,1476492511213,42,speaker,"ground"
6513-c,1476492527109,43,speaker,"dull grass"
6513-c,1476492558883,44,speaker,"prince song dull"
6513-c,1476492593877,45,speaker,"color for girls"
6513-c,1476492619923,46,speaker,"more like ground"
6513-c,1476492633535,47,speaker,"prince song"
6513-c,1476492665201,48,speaker,"prince song"
6513-c,1476492687887,49,speaker,"brightest"
6513-c,1476492709085,50,speaker,"color for girls"
