gameid,time,roundNum,sender,contents
3348-3,1476993255525,1,speaker,"pink"
3348-3,1476993268493,2,speaker,"dark  purple"
3348-3,1476993278590,3,speaker,"teal"
3348-3,1476993289308,4,speaker,"lime green"
3348-3,1476993304206,5,speaker,"the brighter of the two purples"
3348-3,1476993330978,6,speaker,"darker pink"
3348-3,1476993351915,7,speaker,"nthe blue with no purple int it"
3348-3,1476993362221,8,speaker,"blue"
3348-3,1476993376395,9,speaker,"blueish purple"
3348-3,1476993386036,10,speaker,"green"
3348-3,1476993398562,11,speaker,"purplish grey"
3348-3,1476993408467,12,speaker,"purple"
3348-3,1476993418459,13,speaker,"grey"
3348-3,1476993425810,14,speaker,"blue"
3348-3,1476993434451,15,speaker,"reddish one"
3348-3,1476993445707,16,speaker,"the darker green"
3348-3,1476993458051,17,speaker,"greyish purple"
3348-3,1476993465164,18,speaker,"blue"
3348-3,1476993481042,19,speaker,"not the lime green the other bright one"
3348-3,1476993496596,20,speaker,"greyish brown"
3348-3,1476993509420,21,speaker,"baby blue"
3348-3,1476993518369,22,speaker,"pink"
3348-3,1476993528529,23,speaker,"blue green"
3348-3,1476993540601,24,speaker,"darker purple"
3348-3,1476993549532,25,speaker,"purple"
3348-3,1476993576832,26,speaker,"not the blue green, not the baby blue"
3348-3,1476993586562,27,speaker,"red orange"
3348-3,1476993610452,28,speaker,"the deep purple, but not the blueish one"
3348-3,1476993621885,29,speaker,"teal"
3348-3,1476993635179,30,speaker,"seafoam green"
3348-3,1476993643314,31,speaker,"grey purple"
3348-3,1476993651473,32,speaker,"green"
3348-3,1476993664929,33,speaker,"darker blue"
3348-3,1476993675939,34,speaker,"greenish"
3348-3,1476993684802,35,speaker,"army"
3348-3,1476993693412,36,speaker,"grey"
3348-3,1476993703660,37,speaker,"orange yellow"
3348-3,1476993710738,38,speaker,"grey"
3348-3,1476993727752,39,speaker,"darker purple, not the blue"
3348-3,1476993738592,40,speaker,"blue green"
3348-3,1476993748527,41,speaker,"orange"
3348-3,1476993760977,42,speaker,"teal, the brighter one"
3348-3,1476993767608,43,speaker,"grey"
3348-3,1476993785105,44,speaker,"green, not the bright one or the blue one"
3348-3,1476993792921,45,speaker,"purple"
3348-3,1476993808258,46,speaker,"not the real dark one, not the lighter one"
3348-3,1476993822198,47,speaker,"blueish purple"
3348-3,1476993831918,48,speaker,"grey"
3348-3,1476993844331,49,speaker,"blue"
3348-3,1476993851548,50,speaker,"blue"
