gameid,time,roundNum,sender,contents
8571-7,1476489789901,1,speaker,"Purple-blue square"
8571-7,1476489803312,2,speaker,"Grey"
8571-7,1476489812980,3,speaker,"Green"
8571-7,1476489826432,4,speaker,"Teal-ish color"
8571-7,1476489837034,5,speaker,"blue"
8571-7,1476489848829,6,speaker,"grey"
8571-7,1476489857776,7,speaker,"pink"
8571-7,1476489867175,8,speaker,"grey"
8571-7,1476489878612,9,speaker,"darkest green"
8571-7,1476489886784,10,speaker,"blue"
8571-7,1476489895488,11,speaker,"orange"
8571-7,1476489911924,12,speaker,"darkest purple"
8571-7,1476489932141,13,speaker,"darkest grey, not the purple one"
8571-7,1476489943933,14,speaker,"Purple"
8571-7,1476489952186,15,speaker,"Green"
8571-7,1476489967021,16,speaker,"Brightest blue"
8571-7,1476489984448,17,speaker,"Fuschia"
8571-7,1476489994189,18,speaker,"Purple"
8571-7,1476490005981,19,speaker,"Greenish brown"
8571-7,1476490015120,20,speaker,"Red"
8571-7,1476490026381,21,speaker,"Lilac, light purple"
8571-7,1476490039514,22,speaker,"Darker green"
8571-7,1476490048807,23,speaker,"dark purple"
8571-7,1476490056842,24,speaker,"blue"
8571-7,1476490065895,25,speaker,"pink"
8571-7,1476490081418,26,speaker,"brighter green, lime green"
8571-7,1476490091731,27,speaker,"grey"
8571-7,1476490100368,28,speaker,"dark blue"
8571-7,1476490110352,29,speaker,"darkest grey"
8571-7,1476490120810,30,speaker,"grey"
8571-7,1476490131434,31,speaker,"purple pink"
8571-7,1476490142148,32,speaker,"dark purple"
8571-7,1476490154772,33,speaker,"blue"
8571-7,1476490170916,34,speaker,"bright pink"
8571-7,1476490183178,35,speaker,"greyish blue"
8571-7,1476490198334,36,speaker,"yellow green"
8571-7,1476490213252,37,speaker,"blueish grey"
8571-7,1476490234378,38,speaker,"Purple grey"
8571-7,1476490250064,39,speaker,"green (bright)"
8571-7,1476490264679,40,speaker,"dark blue ish purple"
8571-7,1476490276496,41,speaker,"bright pink"
8571-7,1476490287444,42,speaker,"purple"
8571-7,1476490297504,43,speaker,"purple pink"
8571-7,1476490308016,44,speaker,"the blueish one"
8571-7,1476490316714,45,speaker,"grey"
8571-7,1476490327399,46,speaker,"the darkest purple"
8571-7,1476490336055,47,speaker,"purple"
8571-7,1476490345763,48,speaker,"orange"
8571-7,1476490363914,49,speaker,"the darker grey with a little blue in it"
8571-7,1476490373133,50,speaker,"blue"
