iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412409278	1	far_138_a_67d9afec46e20fd279c4b4a860b67e81	2	3	far_138_b_67d9afec46e20fd279c4b4a860b67e81	3	1	far_138_c_67d9afec46e20fd279c4b4a860b67e81	1	2	far_138_a_67d9afec46e20fd279c4b4a860b67e81	far_138_a_67d9afec46e20fd279c4b4a860b67e81	true	far	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412422212	2	close_48_a_8d4efa9893f7e49b3a85b56ecd01	3	1	close_48_b_8d4efa9893f7e49b3a85b56ecd01	1	3	close_48_c_8d4efa9893f7e49b3a85b56ecd01	2	2	close_48_a_8d4efa9893f7e49b3a85b56ecd01	close_48_a_8d4efa9893f7e49b3a85b56ecd01	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412459342	3	close_51_a_81628a0b5f7f9ad7ba94feecf6f7a200	3	3	close_51_b_81628a0b5f7f9ad7ba94feecf6f7a200	1	1	close_51_c_81628a0b5f7f9ad7ba94feecf6f7a200	2	2	close_51_a_81628a0b5f7f9ad7ba94feecf6f7a200	close_51_a_81628a0b5f7f9ad7ba94feecf6f7a200	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412481778	4	far_68_a_98f923c006fdd918e6d206b2ed87676	3	2	far_68_b_98f923c006fdd918e6d206b2ed87676	2	1	far_68_c_98f923c006fdd918e6d206b2ed87676	1	3	far_68_a_98f923c006fdd918e6d206b2ed87676	far_68_a_98f923c006fdd918e6d206b2ed87676	true	far	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412495352	5	close_35_a_3853339519aca1bdfcd4910413c4	3	3	close_35_b_3853339519aca1bdfcd4910413c4	2	1	close_35_c_3853339519aca1bdfcd4910413c4	1	2	close_35_a_3853339519aca1bdfcd4910413c4	close_35_a_3853339519aca1bdfcd4910413c4	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412531549	6	close_67_a_d3f31fd0fc99f45e8b3f6b4a44a7	3	3	close_67_b_d3f31fd0fc99f45e8b3f6b4a44a7	2	1	close_67_c_d3f31fd0fc99f45e8b3f6b4a44a7	1	2	close_67_a_d3f31fd0fc99f45e8b3f6b4a44a7	close_67_a_d3f31fd0fc99f45e8b3f6b4a44a7	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412572032	7	split_133_a_a5a2d09e5384237869513d0907f19c8f	3	2	split_133_b_a5a2d09e5384237869513d0907f19c8f	2	1	split_133_c_a5a2d09e5384237869513d0907f19c8f	1	3	split_133_a_a5a2d09e5384237869513d0907f19c8f	split_133_a_a5a2d09e5384237869513d0907f19c8f	true	split	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412599905	8	split_60_a_6223f3849d57154b5ecb3cc57fe87cee	2	3	split_60_b_6223f3849d57154b5ecb3cc57fe87cee	1	2	split_60_c_6223f3849d57154b5ecb3cc57fe87cee	3	1	split_60_a_6223f3849d57154b5ecb3cc57fe87cee	split_60_a_6223f3849d57154b5ecb3cc57fe87cee	true	split	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412631510	9	close_59_a_e4931ffa06d7b05cb04cb542e2c50eb4	3	2	close_59_b_e4931ffa06d7b05cb04cb542e2c50eb4	1	3	close_59_c_e4931ffa06d7b05cb04cb542e2c50eb4	2	1	close_59_a_e4931ffa06d7b05cb04cb542e2c50eb4	close_59_a_e4931ffa06d7b05cb04cb542e2c50eb4	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412652656	10	close_102_a_9e6564dce4cc128efc24661f5f8d5d00	1	2	close_102_b_9e6564dce4cc128efc24661f5f8d5d00	2	1	close_102_c_9e6564dce4cc128efc24661f5f8d5d00	3	3	close_102_a_9e6564dce4cc128efc24661f5f8d5d00	close_102_a_9e6564dce4cc128efc24661f5f8d5d00	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412697551	11	close_23_a_3c81fab5678a3872327289c00b6dc9ca	1	2	close_23_b_3c81fab5678a3872327289c00b6dc9ca	2	3	close_23_c_3c81fab5678a3872327289c00b6dc9ca	3	1	close_23_a_3c81fab5678a3872327289c00b6dc9ca	close_23_a_3c81fab5678a3872327289c00b6dc9ca	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412718896	12	far_58_a_6cf3b41688dfc4b4707cdefe012d0353	2	1	far_58_b_6cf3b41688dfc4b4707cdefe012d0353	1	3	far_58_c_6cf3b41688dfc4b4707cdefe012d0353	3	2	far_58_a_6cf3b41688dfc4b4707cdefe012d0353	far_58_a_6cf3b41688dfc4b4707cdefe012d0353	true	far	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412731997	13	far_18_a_8e0832b4ee38c9743b8d5c0ebdd1	2	3	far_18_b_8e0832b4ee38c9743b8d5c0ebdd1	3	2	far_18_c_8e0832b4ee38c9743b8d5c0ebdd1	1	1	far_18_a_8e0832b4ee38c9743b8d5c0ebdd1	far_18_a_8e0832b4ee38c9743b8d5c0ebdd1	true	far	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412765759	14	close_4_a_38b5f764afc9d28f200ad3f421b6c3d0	2	2	close_4_b_38b5f764afc9d28f200ad3f421b6c3d0	1	1	close_4_c_38b5f764afc9d28f200ad3f421b6c3d0	3	3	close_4_a_38b5f764afc9d28f200ad3f421b6c3d0	close_4_a_38b5f764afc9d28f200ad3f421b6c3d0	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412807374	15	close_38_a_a66d78cbf3603e8bba9df3ea0397b1a6	1	1	close_38_b_a66d78cbf3603e8bba9df3ea0397b1a6	3	2	close_38_c_a66d78cbf3603e8bba9df3ea0397b1a6	2	3	close_38_a_a66d78cbf3603e8bba9df3ea0397b1a6	close_38_a_a66d78cbf3603e8bba9df3ea0397b1a6	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412834675	16	close_135_a_61950eabab269b5c530a9fedbeceb83	2	3	close_135_b_61950eabab269b5c530a9fedbeceb83	3	1	close_135_c_61950eabab269b5c530a9fedbeceb83	1	2	close_135_a_61950eabab269b5c530a9fedbeceb83	close_135_a_61950eabab269b5c530a9fedbeceb83	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412856768	17	split_69_a_fe6b3c001a86d844d5767a0de8dd037e	3	2	split_69_b_fe6b3c001a86d844d5767a0de8dd037e	2	3	split_69_c_fe6b3c001a86d844d5767a0de8dd037e	1	1	split_69_a_fe6b3c001a86d844d5767a0de8dd037e	split_69_a_fe6b3c001a86d844d5767a0de8dd037e	true	split	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412873255	18	far_114_a_6f70a7948c59b49943da6ec23cebe068	3	2	far_114_b_6f70a7948c59b49943da6ec23cebe068	1	1	far_114_c_6f70a7948c59b49943da6ec23cebe068	2	3	far_114_a_6f70a7948c59b49943da6ec23cebe068	far_114_a_6f70a7948c59b49943da6ec23cebe068	true	far	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412914089	19	close_16_a_a3260f0c8fddf11cf0f4992137d8f4a3	3	1	close_16_b_a3260f0c8fddf11cf0f4992137d8f4a3	1	3	close_16_c_a3260f0c8fddf11cf0f4992137d8f4a3	2	2	close_16_a_a3260f0c8fddf11cf0f4992137d8f4a3	close_16_a_a3260f0c8fddf11cf0f4992137d8f4a3	true	close	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500412960367	20	split_106_a_2fc2b897b6b131c4dc75a59e280f3bf8	2	1	split_106_b_2fc2b897b6b131c4dc75a59e280f3bf8	1	3	split_106_c_2fc2b897b6b131c4dc75a59e280f3bf8	3	2	split_106_a_2fc2b897b6b131c4dc75a59e280f3bf8	split_106_a_2fc2b897b6b131c4dc75a59e280f3bf8	true	split	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500413005182	21	far_107_a_f112035c6413080a664b3b9b23ddfcbc	1	1	far_107_b_f112035c6413080a664b3b9b23ddfcbc	3	3	far_107_c_f112035c6413080a664b3b9b23ddfcbc	2	2	far_107_a_f112035c6413080a664b3b9b23ddfcbc	far_107_a_f112035c6413080a664b3b9b23ddfcbc	true	far	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500413026644	22	far_134_a_11dba3a8d7b7210f5ff61a3a2a0e2484	1	1	far_134_b_11dba3a8d7b7210f5ff61a3a2a0e2484	3	3	far_134_c_11dba3a8d7b7210f5ff61a3a2a0e2484	2	2	far_134_a_11dba3a8d7b7210f5ff61a3a2a0e2484	far_134_a_11dba3a8d7b7210f5ff61a3a2a0e2484	true	far	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500413043200	23	far_109_a_44ddb3d46266bb0ffebad4f49b26	2	2	far_109_b_44ddb3d46266bb0ffebad4f49b26	1	3	far_109_c_44ddb3d46266bb0ffebad4f49b26	3	1	far_109_a_44ddb3d46266bb0ffebad4f49b26	far_109_a_44ddb3d46266bb0ffebad4f49b26	true	far	clickedObj
pilot1	7959-d883ad88-087f-4bee-b779-fe919398a1c4	1500413065804	24	split_121_a_91cf38c4b99d75374fa746d16faad4f5	3	2	split_121_b_91cf38c4b99d75374fa746d16faad4f5	2	1	split_121_c_91cf38c4b99d75374fa746d16faad4f5	1	3	split_121_a_91cf38c4b99d75374fa746d16faad4f5	split_121_a_91cf38c4b99d75374fa746d16faad4f5	true	split	clickedObj
