iterationName	gameid	time	trialNum	intendedName	clickedName	correct	condition	family	intendedMember	clickedMember	shapenet_id	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	eventType
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501893987459	1	split_38_a_a66d78cbf360	split_38_a_a66d78cbf360	true	split	38	a	a	a66d78cbf3603e8bba9df3ea0397b1a6	split_38_a_a66d78cbf360	3	2	split_38_b_a66d78cbf360	2	1	split_38_c_a66d78cbf360	1	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894033497	2	close_68_a_98f923c006fdd918e6d	close_68_a_98f923c006fdd918e6d	true	close	68	a	a	98f923c006fdd918e6d206b2ed87676	close_68_a_98f923c006fdd918e6d	3	3	close_68_b_98f923c006fdd918e6d	2	2	close_68_c_98f923c006fdd918e6d	1	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894157175	3	far_121_a_91cf38c4b99d	far_121_a_91cf38c4b99d	true	far	121	a	a	91cf38c4b99d75374fa746d16faad4f5	far_121_a_91cf38c4b99d	1	3	far_121_b_91cf38c4b99d	3	1	far_121_c_91cf38c4b99d	2	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894225122	4	f	f	true	far	69	a	a	fe6b3c001a86d844d5767a0de8dd037e	f	1	1	f	3	3	f	2	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894264473	5	split_133_a_a5a2d09e5384	split_133_a_a5a2d09e5384	true	split	133	a	a	a5a2d09e5384237869513d0907f19c8f	split_133_a_a5a2d09e5384	3	1	split_133_b_a5a2d09e5384	2	3	split_133_c_a5a2d09e5384	1	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894335188	6	close_66_a_a14c7700	close_66_a_a14c7700	true	close	66	a	a	a14c7700cfc99b03ca6910e4922d61aa	close_66_a_a14c7700	1	3	close_66_b_a14c7700	3	2	close_66_c_a14c7700	2	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894387276	7	close_70_a_	close_70_a_	true	close	70	a	a	99e4c4b39b75a06b30e06a011e63236a	close_70_a_	2	3	close_70_b_	3	2	close_70_c_	1	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894439428	8	split_22_a_8b005a01	split_22_a_8b005a01	true	split	22	a	a	8b005a01cf4ae50dab49dceef0d15b99	split_22_a_8b005a01	3	1	split_22_b_8b005a01	1	2	split_22_c_8b005a01	2	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894481654	9	split_79_a_bbf45d2d189dcd75	split_79_a_bbf45d2d189dcd75	true	split	79	a	a	bbf45d2d189dcd758e5f5b49c9f5b3f2	split_79_a_bbf45d2d189dcd75	3	3	split_79_b_bbf45d2d189dcd75	1	2	split_79_c_bbf45d2d189dcd75	2	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894527388	10	far_64_a_2a1184b	far_64_a_2a1184b	true	far	64	a	a	2a1184b04dd8f30e3e92f39ce48d644	far_64_a_2a1184b	1	3	far_64_b_2a1184b	2	1	far_64_c_2a1184b	3	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894604577	11	close_130_a_8a21b853	close_130_a_8a21b853	true	close	130	a	a	8a21b853c8de77f0c8687ff9b0b4e4ac	close_130_a_8a21b853	1	2	close_130_b_8a21b853	3	3	close_130_c_8a21b853	2	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894676747	12	far_57_a_	far_57_a_	true	far	57	a	a	1055f78d441d170c4f3443b22038d340	far_57_a_	2	1	far_57_b_	1	2	far_57_c_	3	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894711638	13	close_84_a_5402eecc67e4	close_84_a_5402eecc67e4	true	close	84	a	a	5402eecc67e489502fa77440dcb93214	close_84_a_5402eecc67e4	2	3	close_84_b_5402eecc67e4	3	2	close_84_c_5402eecc67e4	1	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894751847	14	split_118_a_	split_118_a_	true	split	118	a	a	b3e4c494a862986b9226550f5173ae53	split_118_a_	2	1	split_118_b_	3	2	split_118_c_	1	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894795046	15	split_111_a_892d8090f05c	split_111_b_892d8090f05c	false	split	111	a	b	892d8090f05c136dd93768e7b9b1eabf	split_111_a_892d8090f05c	2	2	split_111_b_892d8090f05c	1	1	split_111_c_892d8090f05c	3	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894851489	16	split_138_a_67d9	split_138_b_67d9	false	split	138	a	b	67d9afec46e20fd279c4b4a860b67e81	split_138_a_67d9	2	3	split_138_b_67d9	3	2	split_138_c_67d9	1	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894896200	17	far_59_a_e4931ffa06d7	far_59_c_e4931ffa06d7	false	far	59	a	c	e4931ffa06d7b05cb04cb542e2c50eb4	far_59_a_e4931ffa06d7	2	2	far_59_b_e4931ffa06d7	1	1	far_59_c_e4931ffa06d7	3	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894943029	18	close_25_a_3bb2201ba3b8	close_25_c_3bb2201ba3b8	false	close	25	a	c	3bb2201ba3b8709523f4da4464aa0c0b	close_25_a_3bb2201ba3b8	2	3	close_25_b_3bb2201ba3b8	3	1	close_25_c_3bb2201ba3b8	1	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894996065	19	close_98_a_c04c5b7	close_98_a_c04c5b7	true	close	98	a	a	c04c5b7d68b4e6481a68dda91fe5259	close_98_a_c04c5b7	2	2	close_98_b_c04c5b7	3	1	close_98_c_c04c5b7	1	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895053920	20	split_102_a_9e6564dc	split_102_a_9e6564dc	true	split	102	a	a	9e6564dce4cc128efc24661f5f8d5d00	split_102_a_9e6564dc	3	1	split_102_b_9e6564dc	2	3	split_102_c_9e6564dc	1	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895095351	21	far_101_a_	far_101_a_	true	far	101	a	a	9c7c3478edebfc1031d38697be8abe58	far_101_a_	2	2	far_101_b_	3	3	far_101_c_	1	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895128509	22	split_117_a_665b	split_117_a_665b	true	split	117	a	a	665bfb42a0362f71d577f4b88a77dd38	split_117_a_665b	1	3	split_117_b_665b	3	1	split_117_c_665b	2	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895169830	23	split_67_a_d3f31fd0	split_67_b_d3f31fd0	false	split	67	a	b	d3f31fd0fc99f45e8b3f6b4a44a70e52	split_67_a_d3f31fd0	3	1	split_67_b_d3f31fd0	1	2	split_67_c_d3f31fd0	2	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895235736	24	close_13_a_fb9f	close_13_a_fb9f	true	close	13	a	a	fb9f11f128e006d2498725b9a1405ebb	close_13_a_fb9f	2	1	close_13_b_fb9f	3	2	close_13_c_fb9f	1	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895267165	25	split_86_a_58f44c0057ae64b5	split_86_a_58f44c0057ae64b5	true	split	86	a	a	58f44c0057ae64b525633180ba767a60	split_86_a_58f44c0057ae64b5	1	3	split_86_b_58f44c0057ae64b5	3	1	split_86_c_58f44c0057ae64b5	2	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895321096	26	split_58_a_6cf3b41688dfc4b4	split_58_b_6cf3b41688dfc4b4	false	split	58	a	b	6cf3b41688dfc4b4707cdefe012d0353	split_58_a_6cf3b41688dfc4b4	1	3	split_58_b_6cf3b41688dfc4b4	3	2	split_58_c_6cf3b41688dfc4b4	2	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895347845	27	far_95_a_4eed9ad94654	far_95_a_4eed9ad94654	true	far	95	a	a	4eed9ad9465482d543b9eef399a0841d	far_95_a_4eed9ad94654	1	3	far_95_b_4eed9ad94654	2	2	far_95_c_4eed9ad94654	3	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895371703	28	split_135_a_619	split_135_a_619	true	split	135	a	a	61950eabab269b5c530a9fedbeceb83	split_135_a_619	1	1	split_135_b_619	3	3	split_135_c_619	2	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895409220	29	split_91_a_f90dab51bec2	split_91_b_f90dab51bec2	false	split	91	a	b	f90dab51bec2bcd1a3340564b56a7f70	split_91_a_f90dab51bec2	2	2	split_91_b_f90dab51bec2	3	3	split_91_c_f90dab51bec2	1	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895460482	30	close_16_a_a3260f0c8fddf11cf0f49921	close_16_c_a3260f0c8fddf11cf0f49921	false	close	16	a	c	a3260f0c8fddf11cf0f4992137d8f4a3	close_16_a_a3260f0c8fddf11cf0f49921	3	1	close_16_b_a3260f0c8fddf11cf0f49921	2	3	close_16_c_a3260f0c8fddf11cf0f49921	1	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895538925	31	split_62_a_93ee27f70b593cee	split_62_a_93ee27f70b593cee	true	split	62	a	a	93ee27f70b593cee7b11ae648ea92233	split_62_a_93ee27f70b593cee	1	3	split_62_b_93ee27f70b593cee	2	2	split_62_c_93ee27f70b593cee	3	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895578091	32	far_50_a_f550	far_50_a_f550	true	far	50	a	a	f550b5413eb040c29829306a513f9466	far_50_a_f550	3	3	far_50_b_f550	2	2	far_50_c_f550	1	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895602291	33	far_2	far_2	true	far	23	a	a	3c81fab5678a3872327289c00b6dc9ca	far_2	3	2	far_2	1	3	far_2	2	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895639676	34	far_134_a_11dba3a8d7b7210f5ff61a3a	far_134_a_11dba3a8d7b7210f5ff61a3a	true	far	134	a	a	11dba3a8d7b7210f5ff61a3a2a0e2484	far_134_a_11dba3a8d7b7210f5ff61a3a	2	3	far_134_b_11dba3a8d7b7210f5ff61a3a	1	2	far_134_c_11dba3a8d7b7210f5ff61a3a	3	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895680533	35	close_109_a_	close_109_a_	true	close	109	a	a	44ddb3d46266bb0ffebad4f49b26ec52	close_109_a_	1	2	close_109_b_	2	1	close_109_c_	3	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895713369	36	far_26_a_bce5	far_26_a_bce5	true	far	26	a	a	bce5c7402feef6d235fce1b314c89aa4	far_26_a_bce5	3	2	far_26_b_bce5	2	3	far_26_c_bce5	1	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895758518	37	far_89_a_537924063294	far_89_a_537924063294	true	far	89	a	a	537924063294eb5f46ed025f8f85e067	far_89_a_537924063294	1	3	far_89_b_537924063294	2	2	far_89_c_537924063294	3	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895787268	38	close_71_a_	close_71_c_	false	close	71	a	c	22cc9b68e67339738d2d730aebe7865d	close_71_a_	2	1	close_71_b_	1	3	close_71_c_	3	2	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895820222	39	split_82_a_668c	split_82_a_668c	true	split	82	a	a	668c488e900c2ede62a9eaa32bfe99c4	split_82_a_668c	1	2	split_82_b_668c	2	1	split_82_c_668c	3	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895855842	40	split_4_a_38b5	split_4_a_38b5	true	split	4	a	a	38b5f764afc9d28f200ad3f421b6c3d0	split_4_a_38b5	3	1	split_4_b_38b5	2	2	split_4_c_38b5	1	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895877845	41	close_60_a_6223f3849d57	close_60_a_6223f3849d57	true	close	60	a	a	6223f3849d57154b5ecb3cc57fe87cee	close_60_a_6223f3849d57	2	2	close_60_b_6223f3849d57	1	3	close_60_c_6223f3849d57	3	1	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895919570	42	far_2_a_46c7367eede2d9c5	far_2_a_46c7367eede2d9c5	true	far	2	a	a	46c7367eede2d9c5ca2ed12df13a916a	far_2_a_46c7367eede2d9c5	2	1	far_2_b_46c7367eede2d9c5	1	2	far_2_c_46c7367eede2d9c5	3	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895955313	43	close_29_a_b8fe0dd	close_29_a_b8fe0dd	true	close	29	a	a	b8fe0dd70bae3a9dba7a8c9ac8add14	close_29_a_b8fe0dd	1	1	close_29_b_b8fe0dd	2	2	close_29_c_b8fe0dd	3	3	clickedObj
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501895984241	44	f	f	true	far	28	a	a	c79532846cee59c35a4549f761d78642	f	3	3	f	1	2	f	2	1	clickedObj
