iterationName	gameid	time	trialNum	intendedName	clickedName	correct	condition	family	intendedMember	clickedMember	shapenet_id	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	eventType
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557243088	1	far_101_a_9c7c3478edebfc1031d38697	far_101_a_9c7c3478edebfc1031d38697	true	far	101	a	a	9c7c3478edebfc1031d38697be8abe58	far_101_a_9c7c3478edebfc1031d38697	2	3	far_101_b_9c7c3478edebfc1031d38697	1	2	far_101_c_9c7c3478edebfc1031d38697	3	1	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557297323	2	close_31_a_87e11555e7233fb4a9bdc22	close_31_a_87e11555e7233fb4a9bdc22	true	close	31	a	a	87e11555e7233fb4a9bdc22a1e02e82	close_31_a_87e11555e7233fb4a9bdc22	1	2	close_31_b_87e11555e7233fb4a9bdc22	2	1	close_31_c_87e11555e7233fb4a9bdc22	3	3	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557341302	3	close_26_a_bce5c7402feef6d235fc	close_26_a_bce5c7402feef6d235fc	true	close	26	a	a	bce5c7402feef6d235fce1b314c89aa4	close_26_a_bce5c7402feef6d235fc	1	3	close_26_b_bce5c7402feef6d235fc	2	2	close_26_c_bce5c7402feef6d235fc	3	1	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557373209	4	split_70_a_99e4c4b39b75a06b30e06a011e63	split_70_a_99e4c4b39b75a06b30e06a011e63	true	split	70	a	a	99e4c4b39b75a06b30e06a011e63236a	split_70_a_99e4c4b39b75a06b30e06a011e63	2	3	split_70_b_99e4c4b39b75a06b30e06a011e63	1	1	split_70_c_99e4c4b39b75a06b30e06a011e63	3	2	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557407165	5	split_84_a_5402eecc67e489502fa7	split_84_a_5402eecc67e489502fa7	true	split	84	a	a	5402eecc67e489502fa77440dcb93214	split_84_a_5402eecc67e489502fa7	1	1	split_84_b_5402eecc67e489502fa7	2	2	split_84_c_5402eecc67e489502fa7	3	3	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557443258	6	far_86_a_58f44c0057ae64b525633180ba76	far_86_a_58f44c0057ae64b525633180ba76	true	far	86	a	a	58f44c0057ae64b525633180ba767a60	far_86_a_58f44c0057ae64b525633180ba76	1	3	far_86_b_58f44c0057ae64b525633180ba76	3	2	far_86_c_58f44c0057ae64b525633180ba76	2	1	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557479313	7	close_111_a_892d8090f05c136dd93768e7	close_111_a_892d8090f05c136dd93768e7	true	close	111	a	a	892d8090f05c136dd93768e7b9b1eabf	close_111_a_892d8090f05c136dd93768e7	3	2	close_111_b_892d8090f05c136dd93768e7	1	1	close_111_c_892d8090f05c136dd93768e7	2	3	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557497922	8	split_129_a_d5e1c6d3e6ce16ca8f5bf896c08c419f	split_129_a_d5e1c6d3e6ce16ca8f5bf896c08c419f	true	split	129	a	a	d5e1c6d3e6ce16ca8f5bf896c08c419f	split_129_a_d5e1c6d3e6ce16ca8f5bf896c08c419f	1	2	split_129_b_d5e1c6d3e6ce16ca8f5bf896c08c419f	3	1	split_129_c_d5e1c6d3e6ce16ca8f5bf896c08c419f	2	3	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557523166	9	far_27_a_7b5b032a2cddeebc54d7	far_27_a_7b5b032a2cddeebc54d7	true	far	27	a	a	7b5b032a2cddeebc54d7082b34825ef0	far_27_a_7b5b032a2cddeebc54d7	3	2	far_27_b_7b5b032a2cddeebc54d7	1	1	far_27_c_7b5b032a2cddeebc54d7	2	3	clickedObj
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557565056	10	split_59_a_e4931ffa06d7b05cb04c	split_59_b_e4931ffa06d7b05cb04c	false	split	59	a	b	e4931ffa06d7b05cb04cb542e2c50eb4	split_59_a_e4931ffa06d7b05cb04c	2	2	split_59_b_e4931ffa06d7b05cb04c	1	3	split_59_c_e4931ffa06d7b05cb04c	3	1	clickedObj
