iterationName	gameid	time	trialNum	intendedName	clickedName	correct	condition	family	intendedMember	clickedMember	shapenet_id	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	eventType
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501890772017	1	far_38_a_a66d	far_38_a_a66d	true	far	38	a	a	a66d78cbf3603e8bba9df3ea0397b1a6	far_38_a_a66d	2	2	far_38_b_a66d	1	1	far_38_c_a66d	3	3	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501890801565	2	close_13_a_fb9f11f1	close_13_a_fb9f11f1	true	close	13	a	a	fb9f11f128e006d2498725b9a1405ebb	close_13_a_fb9f11f1	1	3	close_13_b_fb9f11f1	2	1	close_13_c_fb9f11f1	3	2	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501890830178	3	far_130_a_8a21b853c8de77f0c8687ff9	far_130_a_8a21b853c8de77f0c8687ff9	true	far	130	a	a	8a21b853c8de77f0c8687ff9b0b4e4ac	far_130_a_8a21b853c8de77f0c8687ff9	3	3	far_130_b_8a21b853c8de77f0c8687ff9	1	1	far_130_c_8a21b853c8de77f0c8687ff9	2	2	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501890853445	4	close_95_a_4eed9ad9	close_95_a_4eed9ad9	true	close	95	a	a	4eed9ad9465482d543b9eef399a0841d	close_95_a_4eed9ad9	3	3	close_95_b_4eed9ad9	2	1	close_95_c_4eed9ad9	1	2	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501890893902	5	split_60_a_	split_60_a_	true	split	60	a	a	6223f3849d57154b5ecb3cc57fe87cee	split_60_a_	1	1	split_60_b_	3	2	split_60_c_	2	3	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501890934242	6	split_122_a_2cb0ac27	split_122_a_2cb0ac27	true	split	122	a	a	2cb0ac27f1cdb3f0b2db0181fdb9f615	split_122_a_2cb0ac27	3	3	split_122_b_2cb0ac27	1	1	split_122_c_2cb0ac27	2	2	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501890979358	7	split_31_a	split_31_a	true	split	31	a	a	87e11555e7233fb4a9bdc22a1e02e82	split_31_a	3	1	split_31_b	1	3	split_31_c	2	2	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891035647	8	close_128_a_faca91ff3f9e2b93a87dbaf229da	close_128_a_faca91ff3f9e2b93a87dbaf229da	true	close	128	a	a	faca91ff3f9e2b93a87dbaf229daf408	close_128_a_faca91ff3f9e2b93a87dbaf229da	2	1	close_128_b_faca91ff3f9e2b93a87dbaf229da	3	2	close_128_c_faca91ff3f9e2b93a87dbaf229da	1	3	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891067096	9	far_27_a_7b5b	far_27_a_7b5b	true	far	27	a	a	7b5b032a2cddeebc54d7082b34825ef0	far_27_a_7b5b	2	1	far_27_b_7b5b	3	2	far_27_c_7b5b	1	3	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891095917	10	far_62_a_93ee27f70b59	far_62_a_93ee27f70b59	true	far	62	a	a	93ee27f70b593cee7b11ae648ea92233	far_62_a_93ee27f70b59	1	2	far_62_b_93ee27f70b59	2	1	far_62_c_93ee27f70b59	3	3	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891131076	11	split_84_a_5402eecc	split_84_a_5402eecc	true	split	84	a	a	5402eecc67e489502fa77440dcb93214	split_84_a_5402eecc	1	2	split_84_b_5402eecc	3	1	split_84_c_5402eecc	2	3	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891165252	12	close_8_a_e78f25a1f66c	close_8_a_e78f25a1f66c	true	close	8	a	a	e78f25a1f66c19a38a63c123f2a561a6	close_8_a_e78f25a1f66c	1	1	close_8_b_e78f25a1f66c	2	3	close_8_c_e78f25a1f66c	3	2	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891212937	13	close_30_a_313bfbd7bc2d516e14d782de	close_30_a_313bfbd7bc2d516e14d782de	true	close	30	a	a	313bfbd7bc2d516e14d782de5388fe8c	close_30_a_313bfbd7bc2d516e14d782de	1	2	close_30_b_313bfbd7bc2d516e14d782de	2	3	close_30_c_313bfbd7bc2d516e14d782de	3	1	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891261508	14			true	close	134	a	a	11dba3a8d7b7210f5ff61a3a2a0e2484		2	2		1	1		3	3	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891291323	15	far_35_a_3853339519aca1bdfcd49104	far_35_a_3853339519aca1bdfcd49104	true	far	35	a	a	3853339519aca1bdfcd4910413c446d9	far_35_a_3853339519aca1bdfcd49104	1	3	far_35_b_3853339519aca1bdfcd49104	2	2	far_35_c_3853339519aca1bdfcd49104	3	1	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891327202	16	split_86_a_58f44c0057ae64b52563	split_86_a_58f44c0057ae64b52563	true	split	86	a	a	58f44c0057ae64b525633180ba767a60	split_86_a_58f44c0057ae64b52563	1	3	split_86_b_58f44c0057ae64b52563	3	1	split_86_c_58f44c0057ae64b52563	2	2	clickedObj
pilot0	9440-0de554a4-485c-4fc2-b992-429a2023bff7	1501891367837	17	close_111_a_892d8090f05c	close_111_a_892d8090f05c	true	close	111	a	a	892d8090f05c136dd93768e7b9b1eabf	close_111_a_892d8090f05c	1	1	close_111_b_892d8090f05c	3	3	close_111_c_892d8090f05c	2	2	clickedObj
