iterationName	gameid	time	trialNum	intendedName	clickedName	correct	condition	family	intendedMember	clickedMember	shapenet_id	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	eventType
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629853403	1	far_89_a_537924063294eb5f46ed025f8f85	far_89_a_537924063294eb5f46ed025f8f85	true	far	89	a	a	537924063294eb5f46ed025f8f85e067	far_89_a_537924063294eb5f46ed025f8f85	1	1	far_89_b_537924063294eb5f46ed025f8f85	3	2	far_89_c_537924063294eb5f46ed025f8f85	2	3	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629891240	2	close_2_a_46c7367eede2d9c5ca2e	close_2_a_46c7367eede2d9c5ca2e	true	close	2	a	a	46c7367eede2d9c5ca2ed12df13a916a	close_2_a_46c7367eede2d9c5ca2e	1	2	close_2_b_46c7367eede2d9c5ca2e	3	1	close_2_c_46c7367eede2d9c5ca2e	2	3	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629910307	3	far_28_a_c79532846cee59c3	far_28_a_c79532846cee59c3	true	far	28	a	a	c79532846cee59c35a4549f761d78642	far_28_a_c79532846cee59c3	1	1	far_28_b_c79532846cee59c3	2	3	far_28_c_c79532846cee59c3	3	2	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629930256	4	close_134_a_	close_134_a_	true	close	134	a	a	11dba3a8d7b7210f5ff61a3a2a0e2484	close_134_a_	2	2	close_134_b_	3	3	close_134_c_	1	1	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629965067	5	close_64_a_2a1184b04dd8f30e3e92f39ce48d644	close_64_a_2a1184b04dd8f30e3e92f39ce48d644	true	close	64	a	a	2a1184b04dd8f30e3e92f39ce48d644	close_64_a_2a1184b04dd8f30e3e92f39ce48d644	3	2	close_64_b_2a1184b04dd8f30e3e92f39ce48d644	2	1	close_64_c_2a1184b04dd8f30e3e92f39ce48d644	1	3	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629991709	6	close_86_a_58f44c00	close_86_b_58f44c00	false	close	86	a	b	58f44c0057ae64b525633180ba767a60	close_86_a_58f44c00	3	3	close_86_b_58f44c00	1	2	close_86_c_58f44c00	2	1	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501630019300	7	far_39_a_20b36bbb42d36e0771dcb8d	far_39_b_20b36bbb42d36e0771dcb8d	false	far	39	a	b	20b36bbb42d36e0771dcb8deedb6c8d	far_39_a_20b36bbb42d36e0771dcb8d	3	2	far_39_b_20b36bbb42d36e0771dcb8d	2	3	far_39_c_20b36bbb42d36e0771dcb8d	1	1	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501630052069	8	split_24_a_d9a1f2e7	split_24_a_d9a1f2e7	true	split	24	a	a	d9a1f2e7290cd2c3baab0c7159046dc4	split_24_a_d9a1f2e7	1	3	split_24_b_d9a1f2e7	3	2	split_24_c_d9a1f2e7	2	1	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501630070450	9	close_13_a_fb9f11f128e006d2	close_13_a_fb9f11f128e006d2	true	close	13	a	a	fb9f11f128e006d2498725b9a1405ebb	close_13_a_fb9f11f128e006d2	1	2	close_13_b_fb9f11f128e006d2	3	3	close_13_c_fb9f11f128e006d2	2	1	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501630091027	10	split_116_a_5e89f5cc834553622acd	split_116_a_5e89f5cc834553622acd	true	split	116	a	a	5e89f5cc834553622acd2bb6205825cb	split_116_a_5e89f5cc834553622acd	2	3	split_116_b_5e89f5cc834553622acd	3	1	split_116_c_5e89f5cc834553622acd	1	2	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501630115500	11	close_25_a_3bb2201ba3b8709523f4da44	close_25_c_3bb2201ba3b8709523f4da44	false	close	25	a	c	3bb2201ba3b8709523f4da4464aa0c0b	close_25_a_3bb2201ba3b8709523f4da44	1	3	close_25_b_3bb2201ba3b8709523f4da44	2	2	close_25_c_3bb2201ba3b8709523f4da44	3	1	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501630128370	12	split_101_a_9c7c3478edeb	split_101_a_9c7c3478edeb	true	split	101	a	a	9c7c3478edebfc1031d38697be8abe58	split_101_a_9c7c3478edeb	2	3	split_101_b_9c7c3478edeb	3	1	split_101_c_9c7c3478edeb	1	2	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501630168307	13	split_82_a_668c488e900c2ede	split_82_a_668c488e900c2ede	true	split	82	a	a	668c488e900c2ede62a9eaa32bfe99c4	split_82_a_668c488e900c2ede	3	1	split_82_b_668c488e900c2ede	1	2	split_82_c_668c488e900c2ede	2	3	clickedObj
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501630187572	14	far_14_a_4fdcd44fd622400a	far_14_a_4fdcd44fd622400a	true	far	14	a	a	4fdcd44fd622400a97fe55e7ac43b9fd	far_14_a_4fdcd44fd622400a	1	1	far_14_b_4fdcd44fd622400a	2	3	far_14_c_4fdcd44fd622400a	3	2	clickedObj
