iterationName	gameid	time	trialNum	intendedName	clickedName	correct	condition	family	intendedMember	clickedMember	shapenet_id	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	eventType
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628217097	1	far_30_a_313bfbd7bc2d516e	far_30_a_313bfbd7bc2d516e	true	far	30	a	a	313bfbd7bc2d516e14d782de5388fe8c	far_30_a_313bfbd7bc2d516e	1	1	far_30_b_313bfbd7bc2d516e	2	3	far_30_c_313bfbd7bc2d516e	3	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628247619	2	far_71_a_22cc9b68e67339738d2d730aebe7	far_71_a_22cc9b68e67339738d2d730aebe7	true	far	71	a	a	22cc9b68e67339738d2d730aebe7865d	far_71_a_22cc9b68e67339738d2d730aebe7	1	3	far_71_b_22cc9b68e67339738d2d730aebe7	2	2	far_71_c_22cc9b68e67339738d2d730aebe7	3	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628276856	3	far_23_a_3c81fab5678a38723272	far_23_a_3c81fab5678a38723272	true	far	23	a	a	3c81fab5678a3872327289c00b6dc9ca	far_23_a_3c81fab5678a38723272	3	3	far_23_b_3c81fab5678a38723272	1	2	far_23_c_3c81fab5678a38723272	2	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628323743	4	split_67_a_d3f31fd0fc99f45e8b3f	split_67_a_d3f31fd0fc99f45e8b3f	true	split	67	a	a	d3f31fd0fc99f45e8b3f6b4a44a70e52	split_67_a_d3f31fd0fc99f45e8b3f	3	2	split_67_b_d3f31fd0fc99f45e8b3f	2	3	split_67_c_d3f31fd0fc99f45e8b3f	1	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628360902	5	close_68_a_98f923c006fdd918e6d206b2ed8	close_68_a_98f923c006fdd918e6d206b2ed8	true	close	68	a	a	98f923c006fdd918e6d206b2ed87676	close_68_a_98f923c006fdd918e6d206b2ed8	2	1	close_68_b_98f923c006fdd918e6d206b2ed8	3	2	close_68_c_98f923c006fdd918e6d206b2ed8	1	3	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628391591	6	close_38_a_a66d78cbf3603e8bba9df3ea0397	close_38_a_a66d78cbf3603e8bba9df3ea0397	true	close	38	a	a	a66d78cbf3603e8bba9df3ea0397b1a6	close_38_a_a66d78cbf3603e8bba9df3ea0397	2	3	close_38_b_a66d78cbf3603e8bba9df3ea0397	3	1	close_38_c_a66d78cbf3603e8bba9df3ea0397	1	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628457410	7	split_22_a_8b005a01cf4ae50dab49dcee	split_22_a_8b005a01cf4ae50dab49dcee	true	split	22	a	a	8b005a01cf4ae50dab49dceef0d15b99	split_22_a_8b005a01cf4ae50dab49dcee	3	1	split_22_b_8b005a01cf4ae50dab49dcee	2	2	split_22_c_8b005a01cf4ae50dab49dcee	1	3	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628505968	8	close_116_a_5e89f5cc834553622acd2bb6	close_116_a_5e89f5cc834553622acd2bb6	true	close	116	a	a	5e89f5cc834553622acd2bb6205825cb	close_116_a_5e89f5cc834553622acd2bb6	3	2	close_116_b_5e89f5cc834553622acd2bb6	1	1	close_116_c_5e89f5cc834553622acd2bb6	2	3	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628525215	9	split_48_a_8d4efa9893f7e49b3a85b56e	split_48_a_8d4efa9893f7e49b3a85b56e	true	split	48	a	a	8d4efa9893f7e49b3a85b56ecd01e269	split_48_a_8d4efa9893f7e49b3a85b56e	1	3	split_48_b_8d4efa9893f7e49b3a85b56e	3	1	split_48_c_8d4efa9893f7e49b3a85b56e	2	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628578694	10	close_114_a_6f70a7948c59b49943da	close_114_a_6f70a7948c59b49943da	true	close	114	a	a	6f70a7948c59b49943da6ec23cebe068	close_114_a_6f70a7948c59b49943da	1	1	close_114_b_6f70a7948c59b49943da	3	3	close_114_c_6f70a7948c59b49943da	2	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628614585	11	close_62_a_93ee27f70b593cee	close_62_a_93ee27f70b593cee	true	close	62	a	a	93ee27f70b593cee7b11ae648ea92233	close_62_a_93ee27f70b593cee	3	2	close_62_b_93ee27f70b593cee	1	3	close_62_c_93ee27f70b593cee	2	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628648504	12	far_84_a_5402eecc67e489502fa77440	far_84_a_5402eecc67e489502fa77440	true	far	84	a	a	5402eecc67e489502fa77440dcb93214	far_84_a_5402eecc67e489502fa77440	1	2	far_84_b_5402eecc67e489502fa77440	2	3	far_84_c_5402eecc67e489502fa77440	3	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628693097	13	far_69_a_fe6b3c001a86	far_69_a_fe6b3c001a86	true	far	69	a	a	fe6b3c001a86d844d5767a0de8dd037e	far_69_a_fe6b3c001a86	1	1	far_69_b_fe6b3c001a86	2	3	far_69_c_fe6b3c001a86	3	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628742169	14	far_9_a_ee445cf3710af7e21548fc89	far_9_a_ee445cf3710af7e21548fc89	true	far	9	a	a	ee445cf3710af7e21548fc89657a4fac	far_9_a_ee445cf3710af7e21548fc89	1	2	far_9_b_ee445cf3710af7e21548fc89	2	3	far_9_c_ee445cf3710af7e21548fc89	3	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628802440	15	far_122_a_2cb0ac27f1cdb3f0b2db	far_122_a_2cb0ac27f1cdb3f0b2db	true	far	122	a	a	2cb0ac27f1cdb3f0b2db0181fdb9f615	far_122_a_2cb0ac27f1cdb3f0b2db	3	1	far_122_b_2cb0ac27f1cdb3f0b2db	2	3	far_122_c_2cb0ac27f1cdb3f0b2db	1	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628842247	16	close_51_a_81628a0b5f7f9ad7ba94	close_51_a_81628a0b5f7f9ad7ba94	true	close	51	a	a	81628a0b5f7f9ad7ba94feecf6f7a200	close_51_a_81628a0b5f7f9ad7ba94	1	3	close_51_b_81628a0b5f7f9ad7ba94	3	2	close_51_c_81628a0b5f7f9ad7ba94	2	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628883517	17	split_7_a_64c80a33436b8a84541e733f	split_7_a_64c80a33436b8a84541e733f	true	split	7	a	a	64c80a33436b8a84541e733f245fd038	split_7_a_64c80a33436b8a84541e733f	1	2	split_7_b_64c80a33436b8a84541e733f	3	3	split_7_c_64c80a33436b8a84541e733f	2	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628943981	18	far_107_a_f112035c6413	far_107_a_f112035c6413	true	far	107	a	a	f112035c6413080a664b3b9b23ddfcbc	far_107_a_f112035c6413	3	1	far_107_b_f112035c6413	1	3	far_107_c_f112035c6413	2	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501628998487	19	close_117_a_665bfb42a0362f71d577f4b8	close_117_a_665bfb42a0362f71d577f4b8	true	close	117	a	a	665bfb42a0362f71d577f4b88a77dd38	close_117_a_665bfb42a0362f71d577f4b8	3	3	close_117_b_665bfb42a0362f71d577f4b8	1	1	close_117_c_665bfb42a0362f71d577f4b8	2	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629020638	20	far_121_a_91cf38c4b99d75374fa746d1	far_121_a_91cf38c4b99d75374fa746d1	true	far	121	a	a	91cf38c4b99d75374fa746d16faad4f5	far_121_a_91cf38c4b99d75374fa746d1	3	2	far_121_b_91cf38c4b99d75374fa746d1	2	1	far_121_c_91cf38c4b99d75374fa746d1	1	3	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629069110	21	split_24_a_d9a1f2e7290c	split_24_a_d9a1f2e7290c	true	split	24	a	a	d9a1f2e7290cd2c3baab0c7159046dc4	split_24_a_d9a1f2e7290c	1	3	split_24_b_d9a1f2e7290c	3	1	split_24_c_d9a1f2e7290c	2	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629103670	22	far_27_a_7b5b032a	far_27_a_7b5b032a	true	far	27	a	a	7b5b032a2cddeebc54d7082b34825ef0	far_27_a_7b5b032a	2	3	far_27_b_7b5b032a	1	1	far_27_c_7b5b032a	3	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629138574	23	far_128_a_faca91ff	far_128_a_faca91ff	true	far	128	a	a	faca91ff3f9e2b93a87dbaf229daf408	far_128_a_faca91ff	2	3	far_128_b_faca91ff	3	1	far_128_c_faca91ff	1	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629167844	24	close_123_a_e3d23dc47ddd9620c9be65df	close_123_a_e3d23dc47ddd9620c9be65df	true	close	123	a	a	e3d23dc47ddd9620c9be65dfbd21428b	close_123_a_e3d23dc47ddd9620c9be65df	3	1	close_123_b_e3d23dc47ddd9620c9be65df	2	3	close_123_c_e3d23dc47ddd9620c9be65df	1	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629246944	25	close_29_a_b8fe0dd70bae3a9dba7a8c9ac8a	close_29_a_b8fe0dd70bae3a9dba7a8c9ac8a	true	close	29	a	a	b8fe0dd70bae3a9dba7a8c9ac8add14	close_29_a_b8fe0dd70bae3a9dba7a8c9ac8a	2	3	close_29_b_b8fe0dd70bae3a9dba7a8c9ac8a	3	2	close_29_c_b8fe0dd70bae3a9dba7a8c9ac8a	1	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629287291	26	split_82_a_668c488e900c2ede62a9eaa3	split_82_a_668c488e900c2ede62a9eaa3	true	split	82	a	a	668c488e900c2ede62a9eaa32bfe99c4	split_82_a_668c488e900c2ede62a9eaa3	3	2	split_82_b_668c488e900c2ede62a9eaa3	2	1	split_82_c_668c488e900c2ede62a9eaa3	1	3	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629350778	27	split_135_a_61950eabab269b5	split_135_a_61950eabab269b5	true	split	135	a	a	61950eabab269b5c530a9fedbeceb83	split_135_a_61950eabab269b5	3	3	split_135_b_61950eabab269b5	2	1	split_135_c_61950eabab269b5	1	2	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629395403	28	close_2_a_46c7367eede2d9c5ca2ed12d	close_2_a_46c7367eede2d9c5ca2ed12d	true	close	2	a	a	46c7367eede2d9c5ca2ed12df13a916a	close_2_a_46c7367eede2d9c5ca2ed12d	2	3	close_2_b_46c7367eede2d9c5ca2ed12d	3	2	close_2_c_46c7367eede2d9c5ca2ed12d	1	1	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629433629	29	split_118_a_b3e4c494a862	split_118_a_b3e4c494a862	true	split	118	a	a	b3e4c494a862986b9226550f5173ae53	split_118_a_b3e4c494a862	3	1	split_118_b_b3e4c494a862	1	2	split_118_c_b3e4c494a862	2	3	clickedObj
pilot0	8216-2922e40c-72e8-49bb-a18e-8db6b0519d28	1501629450095	30	close_18_a_8e0832b4ee38c974	close_18_a_8e0832b4ee38c974	true	close	18	a	a	8e0832b4ee38c9743b8d5c0ebdd194c8	close_18_a_8e0832b4ee38c974	3	2	close_18_b_8e0832b4ee38c974	1	1	close_18_c_8e0832b4ee38c974	2	3	clickedObj
