iterationName	gameid	time	trialNum	intendedName	clickedName	correct	condition	family	intendedMember	clickedMember	shapenet_id	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	eventType
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628692931	1	split_23_a_3c81fab5678a38723272	split_23_a_3c81fab5678a38723272	true	split	23	a	a	3c81fab5678a3872327289c00b6dc9ca	split_23_a_3c81fab5678a38723272	1	1	split_23_b_3c81fab5678a38723272	2	3	split_23_c_3c81fab5678a38723272	3	2	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628735935	2	close_89_a_537924063294eb5f	close_89_a_537924063294eb5f	true	close	89	a	a	537924063294eb5f46ed025f8f85e067	close_89_a_537924063294eb5f	2	1	close_89_b_537924063294eb5f	1	2	close_89_c_537924063294eb5f	3	3	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628773354	3	split_25_a_3bb2201ba3b8	split_25_a_3bb2201ba3b8	true	split	25	a	a	3bb2201ba3b8709523f4da4464aa0c0b	split_25_a_3bb2201ba3b8	1	3	split_25_b_3bb2201ba3b8	3	1	split_25_c_3bb2201ba3b8	2	2	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628807789	4	far_101_a_9c7c3478edebfc1031d3	far_101_a_9c7c3478edebfc1031d3	true	far	101	a	a	9c7c3478edebfc1031d38697be8abe58	far_101_a_9c7c3478edebfc1031d3	2	2	far_101_b_9c7c3478edebfc1031d3	3	1	far_101_c_9c7c3478edebfc1031d3	1	3	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628859915	5	close_86_a_58f44c0057ae	close_86_a_58f44c0057ae	true	close	86	a	a	58f44c0057ae64b525633180ba767a60	close_86_a_58f44c0057ae	2	1	close_86_b_58f44c0057ae	3	3	close_86_c_58f44c0057ae	1	2	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628897198	6	split_98_a_c04c5b7d68b4e6481a68dda	split_98_a_c04c5b7d68b4e6481a68dda	true	split	98	a	a	c04c5b7d68b4e6481a68dda91fe5259	split_98_a_c04c5b7d68b4e6481a68dda	3	1	split_98_b_c04c5b7d68b4e6481a68dda	2	3	split_98_c_c04c5b7d68b4e6481a68dda	1	2	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628921500	7	split_114_a_6f70a7948c59b49943da	split_114_a_6f70a7948c59b49943da	true	split	114	a	a	6f70a7948c59b49943da6ec23cebe068	split_114_a_6f70a7948c59b49943da	3	1	split_114_b_6f70a7948c59b49943da	2	2	split_114_c_6f70a7948c59b49943da	1	3	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628967779	8	far_17_a_81ba38f4d3b7eac1	far_17_a_81ba38f4d3b7eac1	true	far	17	a	a	81ba38f4d3b7eac1f82a35e8b19afa86	far_17_a_81ba38f4d3b7eac1	2	2	far_17_b_81ba38f4d3b7eac1	1	1	far_17_c_81ba38f4d3b7eac1	3	3	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501628995125	9	far_118_a_b3e4c494a862986b9226550f5173ae53	far_118_a_b3e4c494a862986b9226550f5173ae53	true	far	118	a	a	b3e4c494a862986b9226550f5173ae53	far_118_a_b3e4c494a862986b9226550f5173ae53	2	3	far_118_b_b3e4c494a862986b9226550f5173ae53	1	1	far_118_c_b3e4c494a862986b9226550f5173ae53	3	2	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501629041017	10	close_71_a_22cc9b68e673	close_71_a_22cc9b68e673	true	close	71	a	a	22cc9b68e67339738d2d730aebe7865d	close_71_a_22cc9b68e673	1	2	close_71_b_22cc9b68e673	2	1	close_71_c_22cc9b68e673	3	3	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501629095275	11	close_26_a_bce5c7402fee	close_26_a_bce5c7402fee	true	close	26	a	a	bce5c7402feef6d235fce1b314c89aa4	close_26_a_bce5c7402fee	2	2	close_26_b_bce5c7402fee	3	3	close_26_c_bce5c7402fee	1	1	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501629113500	12	split_102_a_9e6564dce4cc	split_102_a_9e6564dce4cc	true	split	102	a	a	9e6564dce4cc128efc24661f5f8d5d00	split_102_a_9e6564dce4cc	1	1	split_102_b_9e6564dce4cc	3	2	split_102_c_9e6564dce4cc	2	3	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501629138563	13	close_79_a_bbf45d2d189dcd758e5f	close_79_a_bbf45d2d189dcd758e5f	true	close	79	a	a	bbf45d2d189dcd758e5f5b49c9f5b3f2	close_79_a_bbf45d2d189dcd758e5f	2	2	close_79_b_bbf45d2d189dcd758e5f	3	1	close_79_c_bbf45d2d189dcd758e5f	1	3	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501629167063	14	split_95_a_4eed9ad9465482d543b9eef3	split_95_a_4eed9ad9465482d543b9eef3	true	split	95	a	a	4eed9ad9465482d543b9eef399a0841d	split_95_a_4eed9ad9465482d543b9eef3	2	2	split_95_b_4eed9ad9465482d543b9eef3	1	1	split_95_c_4eed9ad9465482d543b9eef3	3	3	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501629201086	15	far_69_a_fe6b3c00	far_69_a_fe6b3c00	true	far	69	a	a	fe6b3c001a86d844d5767a0de8dd037e	far_69_a_fe6b3c00	3	1	far_69_b_fe6b3c00	2	3	far_69_c_fe6b3c00	1	2	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501629233788	16	far_67_a_d3f31fd0fc99f45e8b3f	far_67_a_d3f31fd0fc99f45e8b3f	true	far	67	a	a	d3f31fd0fc99f45e8b3f6b4a44a70e52	far_67_a_d3f31fd0fc99f45e8b3f	1	3	far_67_b_d3f31fd0fc99f45e8b3f	2	2	far_67_c_d3f31fd0fc99f45e8b3f	3	1	clickedObj
pilot0	7171-94f1e463-74ed-43f0-acca-99821e34ba30	1501629258126	17	close_7_a_64c80a33436b8a84541e	close_7_a_64c80a33436b8a84541e	true	close	7	a	a	64c80a33436b8a84541e733f245fd038	close_7_a_64c80a33436b8a84541e	2	2	close_7_b_64c80a33436b8a84541e	3	3	close_7_c_64c80a33436b8a84541e	1	1	clickedObj
