gameid,time,roundNum,sender,contents
7811-5,1476992229324,1,speaker,"pinkish"
7811-5,1476992243131,2,speaker,"the darker bluish green"
7811-5,1476992254932,3,speaker,"red"
7811-5,1476992269403,4,speaker,"the more vivid purple"
7811-5,1476992276483,5,speaker,"purple"
7811-5,1476992295467,6,speaker,"the most vivid green, not yellowish"
7811-5,1476992313048,6,listener,"like lime green?"
7811-5,1476992319179,6,speaker,"yeah, high saturation"
7811-5,1476992336865,7,speaker,"the one closest to grape"
7811-5,1476992341289,7,speaker,"purple"
7811-5,1476992353489,8,speaker,"vivid blue, not greenish"
7811-5,1476992362641,9,speaker,"red/pink"
7811-5,1476992369368,10,speaker,"yellow"
7811-5,1476992375504,11,speaker,"green"
7811-5,1476992383896,12,speaker,"blue"
7811-5,1476992390304,13,speaker,"purple"
7811-5,1476992399935,14,speaker,"the brighter purple"
7811-5,1476992408999,15,speaker,"grey"
7811-5,1476992416848,16,speaker,"purple"
7811-5,1476992424440,17,speaker,"bright red"
7811-5,1476992431543,18,speaker,"grey"
7811-5,1476992441515,18,speaker,"the one that isn't tinged with red"
7811-5,1476992451478,19,speaker,"green"
7811-5,1476992461982,20,speaker,"dark rose"
7811-5,1476992475310,21,speaker,"dark bluish purple/grey. not the vivid one"
7811-5,1476992495879,22,speaker,"yikes, uh, the greyish purple one. Not full on grey, but darker than the other purple"
7811-5,1476992510269,22,speaker,"it's kind of blue"
7811-5,1476992519753,23,speaker,"purplish red"
7811-5,1476992532909,24,speaker,"light greenish yellow"
7811-5,1476992551140,25,speaker,"the most green looking yellow one. Not the brightest, not the darkest"
7811-5,1476992561067,26,speaker,"blue"
7811-5,1476992567860,27,speaker,"purple"
7811-5,1476992579074,28,speaker,"medium green"
7811-5,1476992593283,29,speaker,"dark purple"
7811-5,1476992604577,30,speaker,"grey"
7811-5,1476992611099,31,speaker,"green"
7811-5,1476992622435,32,speaker,"medium purple"
7811-5,1476992641161,33,speaker,"dark green"
7811-5,1476992653858,34,speaker,"lighter blue"
7811-5,1476992668660,34,listener,"blue or gray"
7811-5,1476992673088,34,speaker,"more grey"
7811-5,1476992681105,35,speaker,"blue"
7811-5,1476992696304,36,speaker,"olive? the darkest green"
7811-5,1476992706056,37,speaker,"grey"
7811-5,1476992713616,38,speaker,"yellow"
7811-5,1476992720206,39,speaker,"orange"
7811-5,1476992738383,40,speaker,"pink"
7811-5,1476992750320,41,speaker,"bluish grey"
7811-5,1476992760741,42,speaker,"blue"
7811-5,1476992767006,43,speaker,"purple"
7811-5,1476992775110,44,speaker,"dark gold"
7811-5,1476992782622,45,speaker,"hot pink"
7811-5,1476992789271,46,speaker,"red"
7811-5,1476992797749,47,speaker,"bright green"
7811-5,1476992807452,48,speaker,"dark green"
7811-5,1476992819068,49,speaker,"orange"
7811-5,1476992827515,50,speaker,"bright purple"
